;Brand;Model;YearMonth;cleaned_Price;Price_Eval;Kilometer;Gear_Type;Fuel_Type;Consumption;CO2_g_km;Power_PS;Price_per_km;Fuel_Cost_per_100km;Annual_Fuel_Cost;CO2_per_year;CO2_Emission_Category
661;SEAT;Leon;2018-05-01;14950.0;Guter Preis;56500.0;Schaltgetriebe;Benzin;;;125.0;0.2646017699115044;;;;True
662;Mazda;2;2013-04-01;5500.0;Guter Preis;156450.0;Schaltgetriebe;Benzin;5.8;137.0;102.0;0.03515500159795462;10.266;1899.98;2535.52;True
663;Volkswagen;Touran;2015-01-01;14900.0;Sehr guter Preis;102600.0;Automatik;Benzin;;125.0;150.0;0.145224171539961;;;2313.43;True
664;Opel;Corsa;2013-06-01;3999.0;Fairer Preis;183026.0;Schaltgetriebe;Diesel;4.4;117.0;95.0;0.021849354736485527;7.26;1343.64;2165.37;True
665;Volkswagen;T6 Multivan;2016-05-01;29895.0;Sehr guter Preis;132500.0;Schaltgetriebe;Diesel;;171.0;204.0;0.22562264150943395;;;3164.77;True
666;Volkswagen;Golf;2013-12-01;14850.0;Erhöhter Preis;75790.0;Schaltgetriebe;Benzin;5.2;120.0;122.0;0.19593613933236576;9.204;1703.43;2220.89;True
667;BMW;435;2014-05-01;23010.0;Sehr guter Preis;107475.0;Automatik;Benzin;7.6;181.0;306.0;0.21409630146545708;13.452;2489.62;3349.85;True
668;Ford;Focus;2019-06-01;7500.0;Sehr guter Preis;182091.0;Automatik;Diesel;4.7;122.0;120.0;0.041188197110236094;7.755;1435.25;2257.91;True
669;BMW;218;2015-10-01;12999.0;Sehr guter Preis;96310.0;Automatik;Diesel;4.1;109.0;150.0;0.13497040805731492;6.764999999999999;1252.03;2017.31;True
670;Fiat;Tipo;2016-11-01;6500.0;Sehr guter Preis;69000.0;Schaltgetriebe;Benzin;;;95.0;0.09420289855072464;;;;True
671;Nissan;NV200;2014-03-01;7990.0;Sehr guter Preis;154332.0;Schaltgetriebe;Diesel;5.5;146.0;110.0;0.05177150558536143;9.075;1679.55;2702.09;True
672;Audi;A6;2014-07-01;12970.0;Keine Information;218000.0;Automatik;Diesel;;;313.0;0.0594954128440367;;;;True
673;BMW;316;2015-04-01;11399.0;Sehr guter Preis;140201.0;Schaltgetriebe;Diesel;3.9;103.0;116.0;0.08130469825464869;6.435;1190.95;1906.27;True
674;Hyundai;i10;2016-03-01;7990.0;Sehr guter Preis;38025.0;Schaltgetriebe;Benzin;4.7;108.0;67.0;0.2101249178172255;8.319;1539.64;1998.81;True
675;SEAT;Leon;2015-11-01;7900.0;Sehr guter Preis;151100.0;Schaltgetriebe;Diesel;;;150.0;0.05228325612177366;;;;True
676;Audi;A6;2016-02-01;12950.0;Sehr guter Preis;188780.0;Schaltgetriebe;Diesel;4.6;;190.0;0.06859836847123636;7.589999999999999;1404.72;;True
677;Opel;Corsa-e;2014-12-01;8600.0;Sehr guter Preis;36000.0;Automatik;Benzin;4.8;112.0;90.0;0.2388888888888889;8.496;1572.39;2072.84;True
678;Volkswagen;Caddy;2014-09-01;11950.0;Sehr guter Preis;85136.0;Schaltgetriebe;Diesel;5.7;149.0;102.0;0.14036365344859988;9.405;1740.63;2757.61;True
679;Volkswagen;Golf Variant;2016-12-01;7780.0;Guter Preis;197000.0;Schaltgetriebe;Diesel;4.0;103.0;110.0;0.03949238578680203;6.6;1221.49;1906.27;True
680;Volkswagen;Golf;2015-05-01;4970.0;Guter Preis;305484.0;Schaltgetriebe;Diesel;;;110.0;0.016269264511398304;;;;True
681;Mercedes-Benz;C 220;2014-09-01;14990.0;Keine Information;149919.0;Automatik;Diesel;4.3;114.0;170.0;0.09998732648963773;7.095;1313.1;2109.85;True
682;Audi;A4;2018-06-01;13700.0;Sehr guter Preis;129900.0;Automatik;Benzin;5.7;;150.0;0.10546574287913779;10.089;1867.22;;True
683;Mercedes-Benz;E 250;2015-10-01;15999.0;Sehr guter Preis;192996.0;Automatik;Diesel;;;204.0;0.08289809115214823;;;;True
684;Mercedes-Benz;C 180;2014-03-01;11000.0;Keine Information;100733.0;Automatik;Benzin;;;156.0;0.10919956717262466;;;;True
685;Skoda;Octavia;2016-11-01;8500.0;Sehr guter Preis;134400.0;Schaltgetriebe;Diesel;3.9;103.0;90.0;0.06324404761904762;6.435;1190.95;1906.27;True
686;BMW;218;2015-10-01;12999.0;Sehr guter Preis;96310.0;Automatik;Diesel;4.1;109.0;150.0;0.13497040805731492;6.764999999999999;1252.03;2017.31;True
687;BMW;216;2016-01-01;10680.0;Sehr guter Preis;91952.0;Schaltgetriebe;Benzin;5.1;118.0;102.0;0.11614755524621542;9.027;1670.67;2183.88;True
688;Opel;Corsa;2016-04-01;7700.0;Sehr guter Preis;79500.0;Schaltgetriebe;Benzin;5.6;128.0;90.0;0.09685534591194969;9.911999999999999;1834.46;2368.95;True
689;Opel;Astra;2017-02-01;5690.0;Guter Preis;193768.0;Schaltgetriebe;Diesel;3.5;92.0;110.0;0.029365013830973122;5.7749999999999995;1068.81;1702.69;True
690;Mercedes-Benz;B 200;2015-06-01;8999.0;Guter Preis;232943.0;Schaltgetriebe;Diesel;4.3;114.0;136.0;0.0386317682866624;7.095;1313.1;2109.85;True
691;Ford;B-Max;2014-07-01;5950.0;Guter Preis;140000.0;Automatik;Benzin;6.4;152.0;105.0;0.0425;11.328000000000001;2096.52;2813.13;True
692;Toyota;Verso-S;2014-09-01;9490.0;Sehr guter Preis;83300.0;Automatik;Benzin;5.2;120.0;101.0;0.11392557022809123;9.204;1703.43;2220.89;True
693;Ford;S-Max;2016-04-01;8990.0;Keine Information;124869.0;Schaltgetriebe;Benzin;;;160.0;0.07199545123289207;;;;True
694;BMW;435;2016-07-01;21880.0;Sehr guter Preis;106245.0;Automatik;Diesel;;;313.0;0.20593910301661256;;;;True
695;Mercedes-Benz;C 220;2015-03-01;12990.0;Sehr guter Preis;190282.0;Automatik;Diesel;4.3;108.0;170.0;0.0682670983067237;7.095;1313.1;1998.81;True
696;Dacia;Dokker;2015-11-01;7499.0;Sehr guter Preis;124100.0;Schaltgetriebe;Benzin;;;116.0;0.06042707493956487;;;;True
697;Nissan;Qashqai;2020-06-01;9900.0;Sehr guter Preis;350000.0;Schaltgetriebe;Diesel;3.8;100.0;116.0;0.028285714285714286;6.27;1160.42;1850.75;True
698;BMW;318;2015-02-01;7990.0;Sehr guter Preis;244171.0;Automatik;Diesel;4.5;119.0;143.0;0.03272296873912135;7.425;1374.18;2202.39;True
699;Peugeot;5008;2017-10-01;11790.0;Keine Information;114607.0;Schaltgetriebe;Benzin;;;131.0;0.10287329744256458;;;;True
700;Skoda;Yeti;2014-04-01;9900.0;Sehr guter Preis;84326.0;Automatik;Benzin;;;105.0;0.1174015131750587;;;;True
701;Opel;Mokka X;2017-06-01;11880.0;Sehr guter Preis;101266.0;Automatik;Diesel;;;136.0;0.11731479469910927;;;;True
702;Audi;SQ5;2014-07-01;19490.0;Keine Information;147812.0;Automatik;Diesel;6.8;180.0;313.0;0.13185668281330337;11.219999999999999;2076.54;3331.34;True
703;Skoda;Fabia;2014-03-01;8499.0;Sehr guter Preis;108100.0;Automatik;Benzin;5.3;126.0;105.0;0.07862164662349676;9.381;1736.18;2331.94;True
704;Volkswagen;Passat;2017-01-01;10900.0;Sehr guter Preis;207700.0;Automatik;Diesel;4.4;;150.0;0.05247953779489649;7.26;1343.64;;True
705;Fiat;Tipo;2016-11-01;6500.0;Sehr guter Preis;69000.0;Schaltgetriebe;Benzin;;;95.0;0.09420289855072464;;;;True
706;Volkswagen;Sharan;2014-05-01;8399.0;Sehr guter Preis;281493.0;Automatik;Diesel;5.7;149.0;140.0;0.029837331656559843;9.405;1740.63;2757.61;True
707;BMW;118;2015-03-01;9799.0;Guter Preis;140636.0;Schaltgetriebe;Benzin;5.7;135.0;136.0;0.06967632754060127;10.089;1867.22;2498.51;True
708;Hyundai;i10;2014-04-01;6990.0;Guter Preis;86250.0;Schaltgetriebe;Benzin;4.9;116.0;87.0;0.08104347826086956;8.673;1605.15;2146.86;True
709;BMW;330;2016-12-01;19998.0;Sehr guter Preis;68500.0;Automatik;Benzin;6.2;144.0;252.0;0.2919416058394161;10.974;2031.01;2665.07;True
710;BMW;218;2016-02-01;7850.0;Guter Preis;309000.0;Automatik;Diesel;4.1;109.0;150.0;0.02540453074433657;6.764999999999999;1252.03;2017.31;True
711;Volkswagen;Caddy;2015-12-01;10500.0;Fairer Preis;238944.0;Schaltgetriebe;Diesel;4.7;122.0;102.0;0.04394335074327039;7.755;1435.25;2257.91;True
712;Jeep;Renegade;2015-03-01;12960.0;Sehr guter Preis;102632.0;Automatik;Diesel;5.8;150.0;140.0;0.12627640501987683;9.569999999999999;1771.16;2776.12;True
713;Volkswagen;Touareg;2014-01-01;21790.0;Guter Preis;193000.0;Automatik;Diesel;;;340.0;0.11290155440414508;;;;True
714;Ford;Kuga;2017-01-01;8650.0;Sehr guter Preis;139693.0;Schaltgetriebe;Benzin;;;150.0;0.061921499287723794;;;;True
715;Volkswagen;Golf GTI;2016-08-01;16890.0;Sehr guter Preis;100103.0;Automatik;Benzin;;;230.0;0.16872621200163831;;;;True
716;Volkswagen;Passat Variant;2018-11-01;14480.0;Sehr guter Preis;148931.0;Automatik;Diesel;0.0;0.0;150.0;0.09722623228206351;0.0;0.0;0.0;True
717;Nissan;Qashqai;2015-10-01;9990.0;Guter Preis;120000.0;Schaltgetriebe;Diesel;3.8;99.0;110.0;0.08325;6.27;1160.42;1832.24;True
718;Audi;A6 allroad;2017-01-01;17900.0;Sehr guter Preis;198999.0;Automatik;Diesel;5.6;149.0;272.0;0.08995020075477766;9.239999999999998;1710.09;2757.61;True
719;Mercedes-Benz;C 250;2015-10-01;16480.0;Sehr guter Preis;151500.0;Automatik;Benzin;;0.0;211.0;0.10877887788778878;;;0.0;True
720;Audi;Q3;2018-05-01;18890.0;Sehr guter Preis;79805.0;Schaltgetriebe;Diesel;;;150.0;0.23670196103001065;;;;True
721;Nissan;Qashqai;2014-09-01;10999.0;Sehr guter Preis;96500.0;Schaltgetriebe;Diesel;4.4;115.0;131.0;0.11397927461139896;7.26;1343.64;2128.36;True
722;Volkswagen;Tiguan;2014-12-01;16990.0;Guter Preis;87670.0;Automatik;Diesel;6.0;;140.0;0.19379491274096042;9.899999999999999;1832.24;;True
723;Renault;Megane;2018-07-01;8500.0;Guter Preis;180000.0;Automatik;Diesel;3.7;95.0;110.0;0.04722222222222222;6.1049999999999995;1129.88;1758.21;True
724;Nissan;NV200;2014-03-01;7990.0;Sehr guter Preis;154332.0;Schaltgetriebe;Diesel;5.5;146.0;110.0;0.05177150558536143;9.075;1679.55;2702.09;True
725;Volkswagen;Passat Alltrack;2014-11-01;11900.0;Fairer Preis;158896.0;Schaltgetriebe;Diesel;5.7;150.0;140.0;0.07489175309636492;9.405;1740.63;2776.12;True
726;Skoda;Rapid/Spaceback;2018-08-01;9810.0;Sehr guter Preis;102000.0;Schaltgetriebe;Benzin;;;110.0;0.0961764705882353;;;;True
727;Honda;Civic;2015-10-01;13480.0;Fairer Preis;78272.0;Schaltgetriebe;Benzin;5.8;137.0;141.0;0.1722199509403107;10.266;1899.98;2535.52;True
728;Porsche;Macan;2014-08-01;23999.0;Sehr guter Preis;156493.0;Automatik;Benzin;9.0;213.0;340.0;0.15335510214514386;15.93;2948.24;3942.09;True
729;Toyota;Avensis;2014-01-01;8600.0;Guter Preis;189392.0;Schaltgetriebe;Diesel;6.2;163.0;150.0;0.045408464982681425;10.23;1893.31;3016.72;True
730;Opel;Insignia;2019-12-01;9999.0;Sehr guter Preis;184000.0;Schaltgetriebe;Diesel;5.9;154.0;136.0;0.05434239130434783;9.735;1801.7;2850.15;True
731;Mitsubishi;Outlander;2017-01-01;14950.0;Sehr guter Preis;134600.0;Schaltgetriebe;Diesel;5.4;143.0;150.0;0.11106983655274888;8.91;1649.01;2646.57;True
732;Volkswagen;Golf;2015-11-01;14900.0;Guter Preis;18884.0;Automatik;Benzin;4.9;112.0;110.0;0.7890277483583986;8.673;1605.15;2072.84;True
733;Audi;A4;2016-02-01;13499.0;Guter Preis;211000.0;Automatik;Diesel;4.3;116.0;150.0;0.06397630331753555;7.095;1313.1;2146.86;True
734;Peugeot;Traveller;2017-09-01;16995.0;Guter Preis;196000.0;Schaltgetriebe;Diesel;5.3;139.0;150.0;0.08670918367346939;8.745;1618.48;2572.54;True
735;BMW;116;2017-03-01;9990.0;Sehr guter Preis;157445.0;Schaltgetriebe;Diesel;;;116.0;0.06345072882593922;;;;True
736;BMW;320;2020-05-01;15550.0;Sehr guter Preis;217000.0;Automatik;Diesel;;;190.0;0.07165898617511521;;;;True
737;Audi;A5;2014-07-01;16990.0;Fairer Preis;170052.0;Automatik;Diesel;5.8;154.0;245.0;0.09991061557641193;9.569999999999999;1771.16;2850.15;True
738;Volvo;XC60;2017-06-01;25900.0;Keine Information;106238.0;Automatik;Diesel;;;235.0;0.24379224006476025;;;;True
739;Renault;Captur;2014-11-01;11890.0;Guter Preis;50330.0;Automatik;Benzin;;;120.0;0.2362408106497119;;;;True
740;Renault;Scenic;2015-06-01;5900.0;Guter Preis;227000.0;Schaltgetriebe;Diesel;4.4;117.0;131.0;0.025991189427312777;7.26;1343.64;2165.37;True
741;BMW;116;2014-12-01;8499.0;Fairer Preis;255050.0;Schaltgetriebe;Diesel;4.3;114.0;116.0;0.033322877867084884;7.095;1313.1;2109.85;True
742;Renault;Captur;2014-10-01;6990.0;Sehr guter Preis;191000.0;Schaltgetriebe;Diesel;3.6;95.0;90.0;0.03659685863874346;5.9399999999999995;1099.34;1758.21;True
743;Audi;A6;2014-07-01;12970.0;Keine Information;218000.0;Automatik;Diesel;;;313.0;0.0594954128440367;;;;True
744;BMW;X6;2017-02-01;29900.0;Guter Preis;154000.0;Automatik;Diesel;7.0;183.0;258.0;0.19415584415584416;11.549999999999999;2137.61;3386.86;True
745;BMW;520;2017-02-01;13980.0;Keine Information;180000.0;Automatik;Diesel;4.6;121.0;190.0;0.07766666666666666;7.589999999999999;1404.72;2239.4;True
746;Audi;A4;2015-07-01;13990.0;Guter Preis;133797.0;Automatik;Benzin;6.2;144.0;170.0;0.10456138777401586;10.974;2031.01;2665.07;True
747;Mercedes-Benz;E 400;2015-04-01;26850.0;Fairer Preis;108400.0;Automatik;Benzin;7.2;170.0;333.0;0.24769372693726938;12.744;2358.59;3146.27;True
748;Audi;A3;2015-04-01;15480.0;Sehr guter Preis;85850.0;Automatik;Benzin;4.4;116.0;179.0;0.18031450203843913;7.788000000000001;1441.36;2146.86;True
749;Volkswagen;Polo;2016-12-01;9877.0;Guter Preis;73850.0;Schaltgetriebe;Benzin;4.7;107.0;90.0;0.13374407582938388;8.319;1539.64;1980.3;True
750;Ford;C-Max;2015-06-01;8990.0;Guter Preis;99251.0;Schaltgetriebe;Benzin;6.2;146.0;125.0;0.0905784324591188;10.974;2031.01;2702.09;True
751;Renault;Megane;2017-05-01;11790.0;Sehr guter Preis;93252.0;Automatik;Benzin;;;132.0;0.12643160468408185;;;;True
752;Skoda;Fabia;2019-02-01;8800.0;Sehr guter Preis;98747.0;Schaltgetriebe;Benzin;4.8;109.0;75.0;0.08911663139133341;8.496;1572.39;2017.31;True
753;Mercedes-Benz;CLA 200;2015-03-01;18850.0;Fairer Preis;116000.0;Automatik;Benzin;5.7;135.0;156.0;0.1625;10.089;1867.22;2498.51;True
754;Toyota;Aygo;2015-06-01;7900.0;Guter Preis;50500.0;Schaltgetriebe;Benzin;4.1;95.0;69.0;0.15643564356435644;7.257;1343.09;1758.21;True
755;BMW;220;2015-06-01;13950.0;Sehr guter Preis;121900.0;Automatik;Diesel;5.2;155.0;190.0;0.11443806398687449;8.58;1587.94;2868.66;True
756;Citroen;Grand C4 Picasso;2014-05-01;7400.0;Guter Preis;212400.0;Automatik;Diesel;4.4;115.0;150.0;0.03483992467043315;7.26;1343.64;2128.36;True
757;Audi;Q3;2015-03-01;14950.0;Sehr guter Preis;119176.0;Schaltgetriebe;Diesel;;;150.0;0.12544472041350607;;;;True
758;Toyota;Verso;2014-09-01;12290.0;Sehr guter Preis;83532.0;Schaltgetriebe;Benzin;6.8;158.0;147.0;0.14712924388258392;12.036;2227.56;2924.18;True
759;Volkswagen;Golf;2015-03-01;9999.0;Sehr guter Preis;136400.0;Schaltgetriebe;Benzin;5.2;119.0;140.0;0.07330645161290322;9.204;1703.43;2202.39;True
760;Opel;Astra;2014-12-01;4700.0;Guter Preis;194500.0;Schaltgetriebe;Diesel;3.7;;110.0;0.02416452442159383;6.1049999999999995;1129.88;;True
761;Skoda;Fabia;2015-05-01;12490.0;Sehr guter Preis;59992.0;Automatik;Benzin;4.7;109.0;110.0;0.20819442592345647;8.319;1539.64;2017.31;True
762;BMW;316;2015-04-01;11399.0;Sehr guter Preis;140201.0;Schaltgetriebe;Diesel;3.9;103.0;116.0;0.08130469825464869;6.435;1190.95;1906.27;True
763;Mitsubishi;Space Star;2019-03-01;5450.0;Sehr guter Preis;70200.0;Schaltgetriebe;Benzin;4.2;96.0;71.0;0.07763532763532764;7.434;1375.84;1776.72;True
764;Opel;Meriva;2015-03-01;8750.0;Sehr guter Preis;64950.0;Schaltgetriebe;Benzin;6.3;149.0;140.0;0.13471901462663588;11.151;2063.77;2757.61;True
765;Mercedes-Benz;E 220;2016-04-01;26990.0;Sehr guter Preis;138000.0;Automatik;Diesel;3.9;102.0;194.0;0.19557971014492753;6.435;1190.95;1887.76;True
766;Peugeot;3008;2019-03-01;13990.0;Guter Preis;181260.0;Automatik;Diesel;;;131.0;0.07718194858214719;;;;True
767;SEAT;Ibiza;2018-03-01;7995.0;Sehr guter Preis;110000.0;Schaltgetriebe;Benzin;4.7;106.0;95.0;0.07268181818181818;8.319;1539.64;1961.79;True
768;Volkswagen;Polo;2019-05-01;8995.0;Guter Preis;157000.0;Schaltgetriebe;Benzin;4.8;110.0;80.0;0.05729299363057325;8.496;1572.39;2035.82;True
769;Audi;A6;2014-04-01;14980.0;Guter Preis;138000.0;Schaltgetriebe;Diesel;;0.0;177.0;0.10855072463768116;;;0.0;True
770;Mitsubishi;Space Star;2021-07-01;8990.0;Sehr guter Preis;13711.0;Schaltgetriebe;Benzin;5.0;113.0;71.0;0.6556779228356794;8.85;1637.91;2091.34;True
771;Toyota;Hilux;2015-03-01;18980.0;Guter Preis;220497.0;Automatik;Diesel;;;171.0;0.08607826863857558;;;;True
772;Audi;A5;2016-09-01;19250.0;Sehr guter Preis;139864.0;Automatik;Diesel;5.7;151.0;245.0;0.13763370130984384;9.405;1740.63;2794.63;True
773;Renault;Megane;2016-05-01;8990.0;Guter Preis;106656.0;Schaltgetriebe;Benzin;5.4;120.0;101.0;0.08428967896789678;9.558000000000002;1768.94;2220.89;True
774;Mitsubishi;ASX;2016-02-01;9999.0;Sehr guter Preis;83500.0;Schaltgetriebe;Benzin;;;117.0;0.11974850299401198;;;;True
775;Porsche;Macan;2015-05-01;22900.0;Keine Information;241222.0;Automatik;Diesel;6.3;167.0;258.0;0.0949332979578977;10.395;1923.85;3090.75;True
776;Renault;Kadjar;2017-09-01;13980.0;Sehr guter Preis;77279.0;Schaltgetriebe;Benzin;;;163.0;0.18090296199484984;;;;True
777;Mercedes-Benz;E 200;2014-04-01;14900.0;Sehr guter Preis;149989.0;Automatik;Benzin;6.1;142.0;184.0;0.09934061831200955;10.796999999999999;1998.25;2628.06;True
778;Renault;Scenic;2015-03-01;7480.0;Sehr guter Preis;151011.0;Schaltgetriebe;Diesel;4.7;122.0;131.0;0.0495328154902623;7.755;1435.25;2257.91;True
779;Volkswagen;Phaeton;2014-09-01;13990.0;Keine Information;163000.0;Automatik;Diesel;8.5;224.0;245.0;0.0858282208588957;14.024999999999999;2595.67;4145.67;True
780;Volvo;V40;2014-12-01;7950.0;Sehr guter Preis;198921.0;Schaltgetriebe;Diesel;3.8;101.0;190.0;0.039965614490174495;6.27;1160.42;1869.25;True
781;Peugeot;208;2018-05-01;7970.0;Sehr guter Preis;82550.0;Schaltgetriebe;Benzin;;;82.0;0.09654754694124773;;;;True
782;Ford;Galaxy;2014-11-01;7990.0;Keine Information;234000.0;Automatik;Diesel;5.3;140.0;163.0;0.034145299145299145;8.745;1618.48;2591.04;True
783;Mercedes-Benz;S 63 AMG;2014-06-01;33900.0;Keine Information;199000.0;Automatik;Benzin;10.3;244.0;585.0;0.17035175879396985;18.231;3374.09;4515.82;True
784;Opel;Corsa;2015-10-01;7990.0;Sehr guter Preis;73935.0;Schaltgetriebe;Benzin;;;116.0;0.10806789747751404;;;;True
785;Mercedes-Benz;A 250;2018-10-01;18450.0;Sehr guter Preis;122304.0;Automatik;Benzin;6.2;141.0;224.0;0.15085361067503925;10.974;2031.01;2609.55;True
786;Fiat;Scudo;2014-02-01;8950.0;Guter Preis;155000.0;Schaltgetriebe;Diesel;;;128.0;0.057741935483870965;;;;True
787;Volkswagen;Touran;2016-09-01;15800.0;Sehr guter Preis;148150.0;Automatik;Diesel;4.6;120.0;150.0;0.10664866689166386;7.589999999999999;1404.72;2220.89;True
788;BMW;X6;2014-09-01;26880.0;Sehr guter Preis;68520.0;Automatik;Diesel;7.4;195.0;245.0;0.3922942206654991;12.209999999999999;2259.76;3608.95;True
789;Kia;Sportage;2017-01-01;14500.0;Guter Preis;81004.0;Automatik;Benzin;7.9;187.0;135.0;0.17900350599970372;13.983;2587.9;3460.89;True
790;Audi;SQ7;2017-11-01;36474.0;Sehr guter Preis;153851.0;Automatik;Diesel;;;435.0;0.23707353218373622;;;;True
791;Hyundai;i30;2019-01-01;16800.0;Fairer Preis;186930.0;Schaltgetriebe;Benzin;7.8;178.0;275.0;0.0898732145722998;13.806;2555.14;3294.33;True
792;Opel;Insignia;2014-01-01;5990.0;Fairer Preis;193545.0;Schaltgetriebe;Diesel;;;140.0;0.03094887493864476;;;;True
793;Audi;A4;2019-02-01;18920.0;Sehr guter Preis;159400.0;Automatik;Diesel;;;190.0;0.11869510664993727;;;;True
794;Mazda;6;2017-01-01;13950.0;Sehr guter Preis;108000.0;Automatik;Diesel;;;175.0;0.12916666666666668;;;;True
795;Kia;Sportage;2015-03-01;13960.0;Fairer Preis;65095.0;Schaltgetriebe;Benzin;;;135.0;0.21445579537598894;;;;True
796;Renault;Clio;2014-07-01;10590.0;Fairer Preis;66692.0;Automatik;Benzin;;;120.0;0.1587896599292269;;;;True
797;Renault;Clio;2016-05-01;6990.0;Keine Information;116200.0;Schaltgetriebe;Benzin;5.6;133.0;73.0;0.06015490533562823;9.911999999999999;1834.46;2461.49;True
798;Hyundai;i10;2016-03-01;7990.0;Sehr guter Preis;38025.0;Schaltgetriebe;Benzin;4.7;108.0;67.0;0.2101249178172255;8.319;1539.64;1998.81;True
799;Volkswagen;Tiguan;2018-04-01;22100.0;Sehr guter Preis;129000.0;Automatik;Diesel;5.7;149.0;190.0;0.17131782945736435;9.405;1740.63;2757.61;True
800;Audi;Q3;2015-03-01;13500.0;Fairer Preis;223210.0;Automatik;Diesel;5.5;144.0;184.0;0.06048116123829578;9.075;1679.55;2665.07;True
801;Ford;Mondeo;2015-12-01;12495.0;Sehr guter Preis;135435.0;Schaltgetriebe;Diesel;4.5;119.0;179.0;0.09225827887916713;7.425;1374.18;2202.39;True
802;Opel;Astra;2022-01-01;11450.0;Sehr guter Preis;108019.0;Schaltgetriebe;Diesel;3.4;90.0;105.0;0.10599987039317157;5.609999999999999;1038.27;1665.67;True
803;BMW;320;2018-05-01;19999.0;Sehr guter Preis;70329.0;Automatik;Benzin;5.3;124.0;184.0;0.2843634915895292;9.381;1736.18;2294.92;True
804;Renault;Clio;2014-03-01;4990.0;Fairer Preis;160794.0;Schaltgetriebe;Benzin;4.5;107.0;90.0;0.03103349627473662;7.965;1474.12;1980.3;True
805;Opel;Vivaro;2017-11-01;8990.0;Keine Information;160050.0;Schaltgetriebe;Diesel;6.2;165.0;145.0;0.05616994689159638;10.23;1893.31;3053.73;True
806;Volkswagen;Passat Variant;2018-08-01;12995.0;Fairer Preis;183000.0;Schaltgetriebe;Diesel;4.2;110.0;150.0;0.07101092896174864;6.93;1282.57;2035.82;True
807;Mercedes-Benz;S 400;;;Keine Information;;Keine Information;Keine Information;;;;;;;;True
808;Mercedes-Benz;;2014-07-01;13980.0;Fairer Preis;124100.0;Automatik;Benzin;;;122.0;0.11265108783239323;;;;True
809;Volvo;XC40;2020-07-01;19900.0;Keine Information;35501.0;Automatik;Benzin;6.5;147.0;163.0;0.5605475902087265;11.505;2129.28;2720.6;True
810;Nissan;X-Trail;2015-03-01;16950.0;Fairer Preis;93860.0;Automatik;Diesel;;;131.0;0.18058810995099084;;;;True
811;Nissan;Juke;2014-09-01;5990.0;Erhöhter Preis;185000.0;Schaltgetriebe;Benzin;6.0;138.0;94.0;0.03237837837837838;10.620000000000001;1965.49;2554.03;True
812;Volkswagen;Touran;2015-01-01;14900.0;Sehr guter Preis;102600.0;Automatik;Benzin;;125.0;150.0;0.145224171539961;;;2313.43;True
813;Mercedes-Benz;E 220;2014-01-01;18990.0;Fairer Preis;124600.0;Automatik;Diesel;4.4;117.0;170.0;0.15240770465489567;7.26;1343.64;2165.37;True
814;Volkswagen;T6 Multivan;2016-05-01;29895.0;Sehr guter Preis;132500.0;Schaltgetriebe;Diesel;;171.0;204.0;0.22562264150943395;;;3164.77;True
815;Audi;S5;2014-02-01;23140.0;Guter Preis;115084.0;Automatik;Benzin;9.4;190.0;333.0;0.20107052240102882;16.638;3079.27;3516.42;True
816;Audi;A6;2016-02-01;12950.0;Sehr guter Preis;188780.0;Schaltgetriebe;Diesel;4.6;;190.0;0.06859836847123636;7.589999999999999;1404.72;;True
817;Hyundai;i30;2018-09-01;22990.0;Sehr guter Preis;56674.0;Schaltgetriebe;Benzin;;;275.0;0.4056533860323958;;;;True
818;SEAT;Leon;2018-05-01;14950.0;Guter Preis;56500.0;Schaltgetriebe;Benzin;;;125.0;0.2646017699115044;;;;True
819;Mercedes-Benz;S 350;2016-06-01;37900.0;Guter Preis;163084.0;Automatik;Diesel;5.7;149.0;258.0;0.2323955752863555;9.405;1740.63;2757.61;True
820;Kia;Sportage;2017-08-01;12792.0;Sehr guter Preis;101000.0;Schaltgetriebe;Benzin;;;132.0;0.12665346534653465;;;;True
821;BMW;116;2014-02-01;7900.0;Guter Preis;136017.0;Schaltgetriebe;Benzin;;;136.0;0.05808097517222112;;;;True
822;Audi;Q5;2020-05-01;27999.0;Guter Preis;118800.0;Automatik;Diesel;5.6;149.0;190.0;0.2356818181818182;9.239999999999998;1710.09;2757.61;True
823;DS Automobiles;DS 7 Crossback;2018-07-01;18990.0;Guter Preis;149654.0;Automatik;Diesel;4.9;128.0;179.0;0.12689269915939433;8.085;1496.33;2368.95;True
824;Fiat;Panda;2016-01-01;6980.0;Guter Preis;53000.0;Schaltgetriebe;Benzin;;;69.0;0.13169811320754718;;;;True
825;Volvo;XC40;2020-07-01;18995.0;Guter Preis;190000.0;Automatik;Diesel;5.0;131.0;150.0;0.09997368421052631;8.25;1526.87;2424.48;True
826;Skoda;;2016-05-01;10980.0;Sehr guter Preis;85500.0;Automatik;Benzin;;0.0;125.0;0.12842105263157894;;;0.0;True
827;Jaguar;XE;2017-01-01;18900.0;Guter Preis;126200.0;Automatik;Benzin;6.8;154.0;250.0;0.14976228209191758;12.036;2227.56;2850.15;True
828;Land Rover;Discovery;2018-01-01;18550.0;Sehr guter Preis;259280.0;Automatik;Diesel;7.2;189.0;258.0;0.07154427645788337;11.879999999999999;2198.69;3497.91;True
829;Subaru;Forester;2015-04-01;13490.0;Sehr guter Preis;135422.0;Automatik;Diesel;;;147.0;0.09961453825818552;;;;True
