brand,model,car_info,user_text,price,price_evaluation,kilometer,gear,date,fuel,power,consumption,co2
Mercedes-Benz,C 200,C -Klasse Coupe C 200 *AMG*LED*AUTOMATIK*NAVI*,,23980,Fairer Preis,129322,,06/2016,Benzin,184,,
BMW,428,Baureihe 4 Coupe 428 i xDrive Kamera Leder,,19999,Ohne Bewertung,112399,,10/2014,Benzin,245,,
Volkswagen,Scirocco,2.0 TSI 195 kW R *Airride*Motor+DSG NEU,,19899,Ohne Bewertung,118987,,08/2012,Benzin,265,,
Mercedes-Benz,E 200,E -Klasse Coupe E 200,,19940,Guter Preis,89427,,06/2015,Benzin,184,,
Mercedes-Benz,CLA 45 AMG,CLA -Klasse CLA 45 AMG 4Matic*PANO*Kamera*LED,,28999,Guter Preis,103000,,08/2017,Benzin,381,,
Mercedes-Benz,C 250,CGI Coupe*Totwinkel*Distronic*SHZ*Tempomat,,16950,Ohne Bewertung,93065,,02/2013,Benzin,204,,
Volkswagen,Scirocco,SCIROCCO SPORT*LEDER*NAVI*KAMERA*LED,,16999,Fairer Preis,99600,,06/2016,Benzin,179,,
BMW,220,i Coupé M Sport/Navi/Xenon/PDC/HIFI,,19904,Ohne Bewertung,79500,,09/2014,Benzin,184,,
BMW,220,i Coupe*M-Sport *Navi*TEMP*,,15990,Sehr guter Preis,124500,,05/2015,Benzin,184,,
Mercedes-Benz,CLA 180,AMG *2.Hand*S-Heft*Navi*Xenon*Teilleder,,16999,Ohne Bewertung,89000,,06/2013,Benzin,122,,
Mercedes-Benz,C 200,Coupe 7G-Tronic Automatic AMG Line,,22900,Sehr guter Preis,92300,,10/2016,Benzin,184,,
Mercedes-Benz,C 180,Coupe ///AMG-LINE*LEDER*NAVI*LED*KAMERA*,,21990,Erhöhter Preis,100000,,02/2016,Benzin,156,,
Chevrolet,Camaro,6.2 V8 *1.Hand*Unfallfrei*Head-Up*,,34950,Guter Preis,93403,,08/2016,Benzin,453,,
Mercedes-Benz,E 250,CGI Coupe Automatik Steuerkette Neu Navi,,15490,Ohne Bewertung,88000,,09/2010,Benzin,204,,
Mercedes-Benz,C 180,C 200 Coupe 7G-TRONIC AMG Line,,27980,Fairer Preis,69990,,08/2016,Benzin,156,,
Mercedes-Benz,E 200,-Coupe*Automatik*LED*Garantie*Navi*PDC*SHZ*,,19999,Guter Preis,112800,,08/2015,Benzin,184,,
Audi,TT,Coupé 2.0 TFSI S-Line/quatt/S-Tro/Virtu/Raute,,27399,Fairer Preis,72633,,06/2015,Benzin,230,,
Mercedes-Benz,CLA 45 AMG,4-Matic Speedshift /LED/PDC/Carbon,,28999,Guter Preis,72000,,06/2016,Benzin,381,,
BMW,640 Gran Coupé,640d Gran Coupe Head-Up Pano 360° Komfortzugang,,27850,Ohne Bewertung,88000,,02/2015,Diesel,313,,
BMW,420 Gran Coupé,420i Gran Coupé Aut.*NAVI*BI-XENON*HUD*TEMPO*PDC,,21200,Ohne Bewertung,71390,,12/2014,Benzin,184,,
BMW,435,Baureihe 4 Coupe 435 i xDrive*Headup*Pano,,25690,Ohne Bewertung,135665,,01/2015,Benzin,340,,
Audi,S3,2.0 TFSI quattro Navi B&O Tempo,,22850,Ohne Bewertung,95400,,11/2014,Benzin,300,,
BMW,220,d Coupe M-Sport*XENON*NAVI*PDC*,,17990,Ohne Bewertung,85400,,12/2014,Diesel,184,,
BMW,420,"Coupe Automatik, Navi, Leder, Xenon, 19 Zoll",,22990,Fairer Preis,86809,,11/2018,Benzin,184,,
BMW,325,i Coupe M-Paket Individual/Autom./Xenon/Leder,,19899,Ohne Bewertung,75000,,04/2012,Benzin,218,,
Audi,TT,"Coupe 2.0 TFSI, Xenon, GJR, Audi connect",,24990,Fairer Preis,70000,,01/2016,Benzin,230,,
Volkswagen,Scirocco,2.0 TSI R ,,18500,Ohne Bewertung,117550,,09/2011,Benzin,265,,
Volkswagen,CC,"Sport 3,6 V6 4Motion",,16480,Ohne Bewertung,82000,,04/2013,Benzin,299,,
Mercedes-Benz,C 200,Coupe 9G-TRONIC | RFK | Distr.+| AHK | LED,,23000,Sehr guter Preis,75250,,02/2018,Benzin,184,,
Mercedes-Benz,CLA 45 AMG,(Scheckheftgepflegt)  TOP ZUSTAND,,28990,Ohne Bewertung,95000,,02/2015,Benzin,360,,
Mercedes-Benz,E 300,Coupe  AMG Styling*1.Hand*Pano.*Comand*,,25999,Ohne Bewertung,79998,,08/2014,Benzin,252,,
Mercedes-Benz,E 400,4Matic Coupe /AMG LINE/NAVI/LED/PANO/CAM,,39990,Guter Preis,80000,,05/2018,Benzin,333,,
Mercedes-Benz,CLA 180,AMG Line Leder Temp.2 Hand erst 75471KM,,18950,Ohne Bewertung,75471,,07/2013,Benzin,122,,
Mercedes-Benz,E 400,AMG Sportpaket Plus Panor.SD+Leder+360Kame,,26949,Sehr guter Preis,89450,,05/2015,Benzin,333,,
Mercedes-Benz,C 180,C180 AMG Line Aut. LED Navi Sitzheizung Kamera,,26950,Fairer Preis,73850,,07/2017,Benzin,156,,
Mercedes-Benz,CLA 45 AMG,4Matic/ONLY FOR DEALERS !!,,23990,Sehr guter Preis,103000,,11/2016,Benzin,381,,
BMW,M235,i xDrive Steptronic Coupé -,,23950,Sehr guter Preis,120000,,08/2015,Benzin,326,,
Mercedes-Benz,CLA 180,COUPE +AUTOMATIK+KAMERA+LEDER+NAVI+LED+,,19780,Sehr guter Preis,87600,,07/2018,Benzin,122,,
BMW,220,"i Coupe Automatik, erst 78Tkm",,17550,Ohne Bewertung,78000,,06/2014,Benzin,184,,
BMW,320,i Coupé Leder Navi Glasdach Xenon PDC 1.Hand,,16940,Ohne Bewertung,96400,,04/2013,Benzin,170,,
Audi,TT,"Coupé, 2.0 TFSI S tronic quattro",,24555,Ohne Bewertung,99000,,12/2014,Benzin,230,,
Mercedes-Benz,CLA 250,SPORT*AMG*NAVI*SHZ*KAMERA*NIGHT*TEMPOMAT,,22990,Fairer Preis,100000,,06/2016,Benzin,218,,
BMW,125,i M-Paket alkantara,,15950,Ohne Bewertung,97000,,11/2012,Benzin,218,,
BMW,420,4-serie Coupé 420i Business | M-Pakket | Alc,,17500,Ohne Bewertung,102135,,01/2015,Benzin,184,,
Mercedes-Benz,C 200,C-Klasse Coupe AMG -Line,,29950,Erhöhter Preis,72000,,02/2016,Benzin,184,,
Volkswagen,Scirocco,2.0 TSI 162kW BlueMotion Technology...,,14600,Ohne Bewertung,92100,,11/2014,Benzin,220,,
Volkswagen,CC,Sport 4Motion 3.6 FSI bis 02/2027 SHZ Navi,,15949,Sehr guter Preis,93606,,05/2015,Benzin,299,,
Audi,TT,2.0 TFSI Coupe*QUATTRO*MATRIX LED*B&O*,,27480,Fairer Preis,85582,,01/2017,Benzin,230,,
BMW,435,i #M-Performance# *Navi*LederMemory*Schbdach*,,24999,Fairer Preis,96000,,08/2016,Benzin,306,,
Mercedes-Benz,E 200,Coupe*AMG-LINE*MULTIBEAM*NAPPA*NAVI*DISTRO,,28980,Fairer Preis,76802,,03/2017,Benzin,184,,
Audi,A5,"Coupe 3.0 TFSI Quattro 2,Hand Scheckheft Pano",,23490,Ohne Bewertung,94214,,06/2012,Benzin,272,,
Volkswagen,CC,3.6 V6 DSG 4MOTION  DCC ORIGINALZUSTAND,,24990,Ohne Bewertung,63420,,03/2013,Benzin,299,,
Mercedes-Benz,CLA 45 AMG,SPEEDSHIFT DCT 4MATIC AMG,,28299,Fairer Preis,93000,,11/2015,Benzin,381,,
Mercedes-Benz,C 200,COUPE 7G-AUTOMATIK AMG-LINE BI-XENON PANO,,18990,Ohne Bewertung,118500,,09/2013,Benzin,184,,
Mercedes-Benz,E 320,Coupé *Pano*Distronic*Stzhzg*Burmester*,,27660,Ohne Bewertung,94200,,05/2015,Benzin,272,,
BMW,335,i Coupé M Sport Edition + Perf. AGA *TOP*,,26700,Ohne Bewertung,118000,,06/2012,Benzin,326,,
BMW,430,i Coupe Luxury Line*Leder*Navi*PDC,,23900,Sehr guter Preis,99900,,10/2016,Benzin,252,,
BMW,418,Benzine Autom. - M Pack - GPS - Topstaat! ,,22990,Ohne Bewertung,87724,,01/2019,Benzin,136,,
BMW,430 Gran Coupé,430 i GC M Sportpaket Navi PDC HeadUp,,22800,Fairer Preis,106130,,08/2016,Benzin,252,,
Mercedes-Benz,CLA 200,CLA200 AMG NIGHTPAKET *KAMERA*NAVI*KEYLESS*LED*,,19649,Guter Preis,100000,,09/2018,Benzin,156,,
Mercedes-Benz,CLA 250,DCT 4MATIC AMG Line AMG Line,,24999,Ohne Bewertung,78000,,03/2015,Benzin,211,,
BMW,420,i Coupé M Sport M Sport,,21500,Sehr guter Preis,70600,,06/2015,Benzin,184,,
Mercedes-Benz,CLS 500,AMG Line Sitzklima/Massage/Keyless-Go,,27990,Ohne Bewertung,94280,,07/2012,Benzin,408,,
Audi,TT,Coupe 2.0 TFSI S quattro/8-fach/Navi/Leder,,22590,Sehr guter Preis,91000,,05/2015,Benzin,230,,
Mercedes-Benz,C 180,Edition 1 Autom. AMG-Line,,24499,Fairer Preis,90455,,06/2016,Benzin,156,,
Audi,TT,RS 2.5 TFSI  Coupe quattro+GEWERBE+EXPORT+,,24500,Ohne Bewertung,94000,,10/2009,Benzin,340,,
BMW,M235,"i Coupe xDrive,XENON,RFK,H&K-Sound,NAVI",,27990,Fairer Preis,104000,,04/2016,Benzin,326,,
Mercedes-Benz,E 200,Coupe Automatik,,18000,Sehr guter Preis,100000,,05/2015,Benzin,184,,
Mercedes-Benz,C 200,Edition 1 Autom. ,,25900,Fairer Preis,95000,,04/2016,Benzin,184,,
Mercedes-Benz,CLA 200,Urban*Kamera*Bi-Xenon*,,17998,Ohne Bewertung,106500,,11/2014,Benzin,156,,
Mercedes-Benz,CLA 180,AMG LINE*BiXENON*KEYLESS*PANORAMA*NIGHT*,,19990,Erhöhter Preis,118000,,06/2015,Benzin,122,,
BMW,230,i xDrive M Performance Navi Leder Aut. Sitzh.,,21999,Sehr guter Preis,87600,,04/2017,Benzin,252,,
Mercedes-Benz,C 200,Coupé Benzine Autom. - GPS - Burmester - T,,27990,Fairer Preis,83980,,02/2018,Benzin,184,,
Audi,TT,Coupe 2.0 TFSI S tronic quattro -,,24500,Fairer Preis,92000,,05/2015,Benzin,230,,
Audi,TTS,"Coupe 2.0 TFSI qu BOSE Leder Navi+ Xenon 19""",,23980,Ohne Bewertung,88700,,06/2012,Benzin,272,,
Mercedes-Benz,CLS 400,4MATIC ,,27900,Sehr guter Preis,96500,,06/2015,Benzin,333,,
BMW,228,i Coupé Sport Line Sport Line,,19750,Ohne Bewertung,78000,,06/2015,Benzin,245,,
Mercedes-Benz,E 200,*AMG*AUTOMATIK*Bi-XENON*PTS*NAVI*SITZHEIZUN,,16999,Ohne Bewertung,96000,,04/2013,Benzin,184,,
BMW,330,i Coupe Aut. XENON*NAVI*LEDER*HINGUCKER!,,17490,Ohne Bewertung,100000,,03/2012,Benzin,272,,
Volkswagen,Scirocco,"BMT, XENON, 19 "", PDC..",,16900,Erhöhter Preis,79900,,05/2015,Benzin,179,,
Mercedes-Benz,E 200,CGI Coupe BlueEff. Aut. *Navi-PDC-SHZ*,,18999,Ohne Bewertung,58000,,07/2012,Benzin,184,,
Mercedes-Benz,SLK 250,"CGI Blue Effi Automatik, wenig KM, Navi",,26890,Ohne Bewertung,56775,,07/2014,Benzin,204,,
Mercedes-Benz,C 180,Coupé  AMG Paket *sehr gepflegter Zustand*,,15800,Ohne Bewertung,98306,,04/2013,Benzin,156,,
BMW,640 Gran Coupé,M-Performance  xDrive HUD KAMERA ,,28888,Ohne Bewertung,125390,,07/2016,Benzin,320,,
BMW,640,i xDrive Coupé LED+SOFT CLOSE+HUD+NAVI+1.HAND,,26800,Ohne Bewertung,75000,,10/2013,Benzin,320,,
Mercedes-Benz,CLA 200,Urban Style*BIXENON*PANO*NAVI*KAM*ASST*,,18982,Ohne Bewertung,120250,,12/2013,Benzin,156,,
Mercedes-Benz,C 350,CGI Coupé AMG-LINE/PANO/KAMERA/H&K/COMAND/,,24690,Ohne Bewertung,118990,,04/2013,Benzin,306,,
Mercedes-Benz,CLA 250,Klimatronik°Automatik°NAVI,,18999,Ohne Bewertung,83500,,07/2015,Benzin,211,,
Audi,A7,Sportback 2.8 FSI quattro Bose,,22990,Ohne Bewertung,99838,,03/2014,Benzin,204,,
BMW,435,i Coupe M-Sport H/K* S-DACH* MEMO*,,20990,Ohne Bewertung,140000,,04/2014,Benzin,306,,
Volkswagen,Scirocco,"R 2.0 TSI, DSG,MK3,FACELIFT!!",,23990,Fairer Preis,77500,,06/2017,Benzin,280,,
Mercedes-Benz,CLA 45 AMG,"4M SPORTABGAS,COMAND,HARMAN/K,KAMERA",,31780,Fairer Preis,86173,,08/2016,Benzin,381,,
Mercedes-Benz,CLA 250,4M Urban Standheizung/Memory/Kamera/LED,,25490,Fairer Preis,92700,,02/2017,Benzin,211,,
BMW,430,IX Coupe  M-Performance Harman Carbon KAM,,24999,Guter Preis,89882,,05/2017,Benzin,252,,
Mercedes-Benz,E 350,Coupé 4MATIC - AMG Paket Pano Vollausstatt,,29500,Ohne Bewertung,88775,,03/2015,Benzin,306,,
Mercedes-Benz,CLA 180,Coupe AMG Line Panorama-SHZ-Navi,,16490,Ohne Bewertung,109871,,04/2013,Benzin,122,,
BMW,428,i F32 4 Coupé Sport Line CSL M Hommage Design,,21490,Ohne Bewertung,126500,,07/2013,Benzin,245,,
BMW,420 Gran Coupé,420i Gran Coupe M-Sport Navi HUD Leder Xenon LM,,18950,Sehr guter Preis,108559,,09/2016,Benzin,184,,
Mercedes-Benz,CLA 180,URBAN 90.000km 1.Hand,,16999,Ohne Bewertung,90000,,09/2014,Benzin,122,,
BMW,125,i LCI M Performance *Power-Kit*238PS*Maxton*,,17999,Sehr guter Preis,107000,,09/2015,Benzin,238,,
Mercedes-Benz,CLA 45 AMG,Mercedes-AMG CLA 45 4MATIC ,,28000,Erhöhter Preis,101000,,05/2016,Benzin,381,,
Mercedes-Benz,E 250,E -Klasse Coupe E 250,,20900,Guter Preis,105000,,07/2016,Benzin,211,,
Mercedes-Benz,C 250,CGI Coupe  BlueEfficiency,,17790,Sehr guter Preis,109605,,11/2015,Benzin,204,,
Mercedes-Benz,C 200,Coupe LED Spur SHZG,,22490,Sehr guter Preis,100000,,11/2016,Benzin,184,,
Mercedes-Benz,CLA 45 AMG,4Matic*H&K*Panorama*Amg Performance*,,26999,Ohne Bewertung,115000,,06/2014,Benzin,360,,
Mercedes-Benz,C 250,Coupe Edition 1 *LED*Navi*Panorama*HeadUp*,,25490,Fairer Preis,100000,,08/2016,Benzin,211,,
Volkswagen,Golf,VII Lim. R* 4Motion*300PS*1 Hand*Kamera*,,26590,Fairer Preis,48000,,01/2015,Benzin,300,,
Mercedes-Benz,GLC 43 AMG,GLC 43 Coupe AMG 4Matic*Garantie*Alcantara*LED*,,39950,Guter Preis,92512,,02/2019,Benzin,367,,
Mercedes-Benz,C 180,Coupé AMG-Line ,,23800,Fairer Preis,103000,,10/2016,Benzin,156,,
Mercedes-Benz,CLA 180,AMG-LINE + NIGHTPAKET*AUTOMATIK*MOD.2019,,22800,Fairer Preis,96000,,03/2019,Benzin,122,,
Mercedes-Benz,CLA 180,Urban Night+Navi+Leder+Bi-Xenon+Garantie,,16800,Ohne Bewertung,104452,,06/2013,Benzin,122,,
Mercedes-Benz,C 200,CGI COUPE AMG-LINE,,17900,Ohne Bewertung,118448,,08/2013,Benzin,184,,
BMW,330,i Coupe xDr M-Sport *SCHALTER*1.HAND*DEUTSCH*,,20490,Ohne Bewertung,122000,,01/2012,Benzin,272,,
Mercedes-Benz,CLA 200,Automatik*SPORT*ALU*KLIMA*NAVI*LEDER*,,16990,Ohne Bewertung,99500,,02/2015,Benzin,156,,
Mercedes-Benz,E 200,"Coupe 2,0 CGI*LED*Navi*Automatik*Tüv Neu*",,20900,Ohne Bewertung,72126,,06/2014,Benzin,184,,
Mercedes-Benz,E 200,Coupe 184cv - AMG LINE EDITION,,21990,Ohne Bewertung,125605,,06/2014,Benzin,184,,
BMW,M235,i xDrive M Performance ESD H&K NAVI SBD PDC,,29490,Erhöhter Preis,107241,,08/2015,Benzin,326,,
Audi,TTS,Coupe 2.0 TFSI quattro/BTH/MFL/TEMP/SHZ/R19,,20400,Ohne Bewertung,96606,,09/2013,Benzin,272,,
Audi,TT,Coupe 2.0 TFSI*BI-XENON*LEDER*NAVI*VIRTUAL*,,22890,Ohne Bewertung,98500,,01/2015,Benzin,230,,
Mercedes-Benz,C 200,Coupe 7G *AMG Line* Navi_LED_Ambiente,,23900,Guter Preis,78000,,01/2016,Benzin,184,,
Mercedes-Benz,E 500,Coupe V8 Edition AMG Paket*,,24900,Ohne Bewertung,121000,,08/2013,Benzin,408,,
Mercedes-Benz,CLA 180,Coupe 7G- Aut. AMG Optik  * Ledersitze *,,16500,Ohne Bewertung,90000,,04/2014,Benzin,122,,
Mercedes-Benz,C 180,Coupe CGI BlueEfficiency*AMG*Standheizung,,16961,Ohne Bewertung,84999,,06/2013,Benzin,156,,
Mercedes-Benz,E 500,Coupe CGI BlueEfficiency AMG Line,,23900,Ohne Bewertung,120000,,08/2012,Benzin,408,,
Volkswagen,Scirocco,R*1. Hand*SHZ*DSG*Tempomat,,18990,Guter Preis,118900,,02/2016,Benzin,280,,
BMW,430,i Advantage Coupe Aut~Navi~Tempomat~LED~SHZ~,,21499,Sehr guter Preis,110000,,04/2017,Benzin,252,,
Audi,TT,Coupe 1.8 TFSI S Line PDC XENON ALCAN LM19,,14950,Ohne Bewertung,115273,,02/2014,Benzin,160,,
BMW,220,i Coupé -,,14900,Ohne Bewertung,98500,,09/2014,Benzin,184,,
Volkswagen,Golf,VI GTI 2.0 BullX Rotiform 19 ALU EU5,,9999,Ohne Bewertung,88952,,09/2012,Benzin,211,,
BMW,125,i Coupé M - PAKET *PERFORMANCE * TOP GEPFLEGT,,17900,Ohne Bewertung,114000,,09/2012,Benzin,218,,
Volkswagen,Arteon,2.0 TSI 4Motion DSG R-Line Standhei.,,24929,Fairer Preis,77000,,07/2017,Benzin,280,,
Mercedes-Benz,E 200,Sport Edition ,,21200,Guter Preis,79500,,03/2016,Benzin,184,,
BMW,325,i E92 Coupe*Facelift*6 Gang*Navi-Prof.*E-Sitz,,16980,Ohne Bewertung,87996,,03/2012,Benzin,218,,
BMW,435,i xDrive Coupé M-PERFORMANCE/HUD/H&K/LED/RFK,,28999,Sehr guter Preis,89778,,07/2015,Benzin,306,,
Mercedes-Benz,C 200,Coupé AMG Line EZ10/2016,,23800,Guter Preis,114436,,10/2016,Benzin,184,,
Volkswagen,Scirocco,2.0 TSI R-Line 1.Hand/Neuwertig,,19870,Erhöhter Preis,78000,,06/2017,Benzin,179,,
Mercedes-Benz,CLA 45 AMG,4Matic +Xenon+Perf-AGA+Navi+Cam+,,32970,Erhöhter Preis,101670,,03/2016,Benzin,381,,
Mercedes-Benz,C 300,Autom. - AMG Line,,25000,Sehr guter Preis,74000,,03/2016,Benzin,245,,
Audi,TT,Coupe 2.0 TFSI Coupe S-LINE COMPETITION*ROTOR,,18490,Ohne Bewertung,90000,,03/2013,Benzin,211,,
Mercedes-Benz,CLA 200,d Shooting Brake 4MATIC AMG-LINE LED RFK,,24390,Fairer Preis,94000,,02/2017,Diesel,136,,
BMW,420,Baureihe 4 Gran Coupe 420 i Advantage,,20990,Fairer Preis,75250,,01/2016,Benzin,184,,
BMW,430,i xDrive Coupé M Sport A M Sport,,25400,Guter Preis,102500,,07/2017,Benzin,252,,
BMW,M235,i NAVI-PROF+LED+HARMAN/KARDON+SCHIEBEDACH,,27990,Fairer Preis,80450,,04/2016,Benzin,326,,
Mercedes-Benz,CLA 200,Urban,,23250,Fairer Preis,74250,,07/2018,Benzin,156,,
Dodge,Challenger,Shaker 5.7 HEMI  LED*Nav*Rückfahrk*,,28950,Sehr guter Preis,88679,,12/2019,Benzin,381,,
Mercedes-Benz,C 200,Coupe/AMG-LINE/SHZ/NIGHT-PAKET/LED/NAV/PDC,,22990,Guter Preis,94900,,02/2017,Benzin,184,,
Mercedes-Benz,E 200,E200 CGI Elegance+1.Hand+SHZ+Bi-Xenon+PDC+Leder,,19990,Ohne Bewertung,65500,,04/2010,Benzin,184,,
Audi,TT,Coupe 2.0 TFSI S tronic quattro - S-Line,,27490,Ohne Bewertung,98500,,10/2014,Benzin,310,,
BMW,M235,i xDrive Coupé -TOP,,25499,Ohne Bewertung,122000,,11/2014,Benzin,326,,
Audi,TT,Coupe 2.0 TFSI S-Line Autom. Navi Leder LED,,26950,Fairer Preis,76334,,02/2017,Benzin,230,,
Audi,A5,"Coupe 3.0 TDI qu S LINE STANDHEIZ,KEYLESS,B+O",,22480,Sehr guter Preis,95000,,08/2015,Diesel,245,,
Mercedes-Benz,C 180,Coupe Autom.+Leder+Navi+Kamera+SHZ+LED+,,17900,Ohne Bewertung,77350,,08/2013,Benzin,156,,
Volkswagen,Scirocco,Basis BMT/Start-Stopp STZH,,15499,Sehr guter Preis,76200,,05/2015,Benzin,220,,
BMW,M140i,Heckantrieb,,26800,Guter Preis,104000,,09/2016,Benzin,340,,
Audi,TT,2.0 TFSI Coupe S-line Comp. Bose FINANZIERUNG,,19650,Ohne Bewertung,97600,,04/2014,Benzin,211,,
BMW,218,i M-Sport Coupe MT*H&K*BIXEN*PDC*NAVI*ALU,,15990,Fairer Preis,109368,,06/2015,Benzin,136,,
Audi,TT RS,Coupé 340 PS,,25000,Ohne Bewertung,89500,,10/2011,Benzin,340,,
Volkswagen,Golf,GOLF R 4M 310HP CAM COCKPIT APP-CONNECT ACC,,29904,Guter Preis,70510,,02/2018,Benzin,310,,
Audi,A5,Coupe 2.0 TDI quattro S-Line Bi-Xenon Navi,,23990,Erhöhter Preis,104061,,05/2015,Diesel,190,,
Mercedes-Benz,C 250,CGI Coupe Pano*Xenon*1.Hand*Leder*COMAND,,15999,Ohne Bewertung,97360,,03/2013,Benzin,204,,
Volkswagen,Golf,VII 1.2  Cup*DSG*NAVI*8FACH*PDC*SHZ,,11390,Ohne Bewertung,121399,,08/2014,Benzin,110,,
Mercedes-Benz,C 180,"CGI BlueEfficiency ""NAVI-KLIMA-SITZH""",,13990,Ohne Bewertung,70000,,09/2012,Benzin,156,,
BMW,330,i - Clubsportumbau,,24800,Ohne Bewertung,95000,,12/2009,Benzin,272,,
Audi,TT,1.8 TFSI 2x S-Line LED Navi Sitzheizung DAB,,24990,Fairer Preis,77677,,09/2017,Benzin,179,,
BMW,420,i  Coupé Luxury Line A Luxury Line,,21990,Fairer Preis,93000,,11/2017,Benzin,184,,
Mercedes-Benz,CLA 45 AMG,4Matic/Garantie/Navi/.../,,26750,Guter Preis,91000,,08/2016,Benzin,381,,
Mercedes-Benz,E 200,AMG-Line Autom.Navi Leder LED Sitzh.,,19950,Sehr guter Preis,74125,,05/2015,Benzin,184,,
BMW,418 Gran Coupé,418d Gran Coupe Sport-Line Automatik + NAVI +,,18980,Ohne Bewertung,106327,,10/2016,Diesel,150,,
Mercedes-Benz,CLA 200,+AMG+BUSINESS+SPIEGEL+LED+KAMERA+AMBIENTE,,28990,Guter Preis,61100,,01/2021,Benzin,163,,
Mercedes-Benz,C 180,CGI Coupe Edition C Panorama/ILS Lichtsy.,,16900,Guter Preis,102200,,07/2015,Benzin,156,,
Audi,S5,3.0 TFSI S tronic quattro -,,26150,Ohne Bewertung,89500,,02/2014,Benzin,420,,
Mercedes-Benz,CLA 180,| Orange Art Edition | AMG,,18799,Guter Preis,120000,,07/2015,Benzin,122,,
Mercedes-Benz,C 250,Coupé*7G-Tr*XENON*COMAND*SPUR-PAKET*1 HAND,,16490,Ohne Bewertung,106000,,11/2014,Benzin,204,,
BMW,420,i Coupe xDrive M-PAKET XENON SHZ NAVI MFL PDC,,21990,Ohne Bewertung,126200,,12/2013,Benzin,184,,
Mercedes-Benz,C 200,C200 Coupe AMG Line Aut Navi Temp Shz LED,,23890,Fairer Preis,121000,,04/2016,Benzin,184,,
Volkswagen,Scirocco,R 2.0 TSI DSG 320PS Leistungssteigerung,,21490,Ohne Bewertung,130357,,11/2011,Benzin,320,,
Mercedes-Benz,C 350,CGI Coupe AMG V6 DESIGNO *PANO*SOUND*KAME*,,25950,Ohne Bewertung,68000,,08/2012,Benzin,306,,
Mercedes-Benz,E 200,"Coupé  AMG Line , Silber, Automatik",,15900,Ohne Bewertung,113000,,02/2014,Benzin,184,,
BMW,M235,i Steptronic Coupé ,,30000,Ohne Bewertung,106500,,08/2014,Benzin,326,,
Mercedes-Benz,CLA Shooting Brake,200 AMG Line 7G-DCT Automatic,,16800,Ohne Bewertung,113300,,06/2015,Benzin,156,,
BMW,M235,i Coupé - Vollleder - H&K - Automatik ,,29999,Ohne Bewertung,108000,,03/2014,Benzin,326,,
Mercedes-Benz,C 180,COUPE CGI BLUEFFICIENCY*AMG LINE*SITZHEIZ*,,16999,Ohne Bewertung,77000,,06/2012,Benzin,156,,
BMW,435,"Gran Coupe 435 i xDrive (HUD,H&K)",,27600,Ohne Bewertung,85389,,06/2016,Benzin,306,,
Volkswagen,Arteon,1.5 TSI ACT OPF DSG Elegance Rückfahrkame,,24900,Fairer Preis,96000,,06/2018,Benzin,150,,
Volkswagen,Arteon,R-Line 4M Pano+LED+ACC+dig.Display+4xShzg,,27790,Fairer Preis,99897,,11/2017,Benzin,280,,
BMW,320 Gran Turismo,320d GT Sport Line*AHK-Xenon-PDC*,,18990,Fairer Preis,116300,,01/2016,Diesel,190,,
BMW,420 Gran Coupé,420i Gran Coupe +nur an Händler/Export+,,16500,Sehr guter Preis,99998,,11/2015,Benzin,184,,
Mercedes-Benz,C 180,"Edition AMG Line, Panoramadach",,24900,Fairer Preis,102000,,08/2017,Benzin,156,,
Mercedes-Benz,E 200,Coupe Avantgarde 360 Burmester ACC! Traum!,,28490,Sehr guter Preis,94868,,09/2018,Benzin,184,,
BMW,640,i M-PERFO HUD NAVI SHZ.,,24444,Ohne Bewertung,143167,,07/2013,Benzin,320,,
BMW,120,"i, 3-Türer, M-Paket, 2. Hand, Service NEU",,16990,Fairer Preis,89992,,02/2016,Benzin,177,,
Volkswagen,Golf,VII Lim. GTD,,15900,Fairer Preis,112000,,08/2016,Diesel,184,,
Mercedes-Benz,CLA 45 AMG,4MATIC*PANO*NAVI*KAMERA*H&K*,,27999,Sehr guter Preis,99000,,12/2016,Benzin,381,,
BMW,430,i Coupé M Sport A M Sport,,26999,Fairer Preis,95500,,07/2017,Benzin,252,,
Mercedes-Benz,CLA 180,COUPE AUTO NAVI XENON T-LEDER PDC,,16990,Guter Preis,106800,,07/2015,Benzin,122,,
Mercedes-Benz,200,AMG line,,24600,Guter Preis,87500,,02/2017,Benzin,184,,
Audi,TT,Coupe 2.0 TFSI *digit. Tacho + Navi + Xenon,,21499,Guter Preis,105955,,03/2016,Benzin,230,,
BMW,M235,i xDrive Steptronic Coupé -,,30000,Fairer Preis,102000,,03/2016,Benzin,326,,
BMW,428 Gran Coupé,428i xDrive Gran Coupé -,,29700,Ohne Bewertung,114006,,05/2015,Benzin,245,,
BMW,420,i Coupe Aut. M - Sportpaket*Kamera*Bi-Xenon*,,24999,Fairer Preis,56689,,10/2016,Benzin,184,,
Mercedes-Benz,C 300,Coupé Prestige AMG Styling panorama dach H,,24995,Sehr guter Preis,112208,,03/2017,Benzin,245,,
Mercedes-Benz,SLK 200,CGI CABRIO XENON LEDER AIRSCARF SCHECKH.,,21890,Ohne Bewertung,64700,,09/2012,Benzin,184,,
BMW,650 Gran Coupé,650i*Gran Coupe*M*Leder*LED*Kam*Pano,,27990,Ohne Bewertung,115900,,06/2015,Benzin,449,,
