brand,model,car_info,user_text,price,price_evaluation,kilometer,gear,date,fuel,power,consumption,co2
Mercedes-Benz,B 180,B B 180 Edition *AHK NAVI LED RÜCKFAHRKAMERA*,,17700,Guter Preis,100000,,05/2018,Benzin,122,,
Volkswagen,Caddy,Maxi-Behindertengerecht-Rampe-Aktiv,,29900,Ohne Bewertung,79000,,09/2013,Diesel,140,,
Mercedes-Benz,Vito,Kombi 116 CDI extralang 8-Sitzer Klima A/C,,18295,Ohne Bewertung,111400,,08/2012,Diesel,163,,
Volkswagen,Touran,1.5 TSI Comfortline ACC AHK App Connect,,24950,Erhöhter Preis,81823,,08/2019,Benzin,150,,
Volkswagen,T5 Transporter,Bus Caravelle Trendline Automatik,,22999,Sehr guter Preis,93000,,08/2015,Diesel,179,,
Volkswagen,Sharan,Highline2.0 TDI BMT 4Motion/ TOP/7-SITZER,,24444,Fairer Preis,105239,,02/2016,Diesel,150,,
Volkswagen,Caddy,Maxi-DSG-Behindertengerecht-Rampe-140-PS,,26900,Ohne Bewertung,131000,,04/2013,Diesel,140,,
Volkswagen,Golf Sportsvan,GOLF SPORTSVAN JOIN 1.0TSI VOLL-LED+SITZ-HZ+NAVI,,15890,Fairer Preis,71150,,07/2018,Benzin,110,,
Mercedes-Benz,Citan,Kombi 112 lang Rollstuhlrampe ab 130 € mtl,,21890,Ohne Bewertung,58950,,05/2015,Benzin,114,,
Volkswagen,Sharan,"Highline 7-Sitzer 18"" ACC Winter-Paket",,26108,Fairer Preis,125000,,07/2019,Benzin,150,,
Volkswagen,Golf,Plus VI* Automatik*Steuerkette ist neu/1.2,,8999,Ohne Bewertung,74402,,08/2011,Benzin,105,,
Volkswagen,Caddy,-DSG-Behindertengerecht-Generation,,29900,Ohne Bewertung,125000,,06/2016,Diesel,102,,
Volkswagen,Touran,1.6 TDI Comfortline DSG LED Navi ACC PDC,,21950,Fairer Preis,85378,,04/2019,Diesel,116,,
Volkswagen,Golf Sportsvan,1.6 TDI Allstar ACC Navi Panorama,,15490,Fairer Preis,68176,,06/2016,Diesel,110,,
BMW,218 Gran Tourer,218i Gran Tourer Advantage LED Tempomat AHK Shz,,15890,Fairer Preis,72205,,04/2016,Benzin,136,,
Volkswagen,T6 Transporter,T6 Kombi 9-Sitzer * 2.0 TDI * 1.Hand * Standhzg.,,23788,Sehr guter Preis,110730,,05/2019,Diesel,102,,
Volkswagen,Caddy,DSG Maxi Behindertengerecht-Rampe,,33900,Ohne Bewertung,96000,,05/2016,Diesel,102,,
Mercedes-Benz,Vito,"113 CDI Final-Edition,Traumzustand,Auto",,16900,Ohne Bewertung,107000,,05/2014,Diesel,136,,
Volkswagen,T6 Transporter,TDI 4MOT STH AHK KLIMA REGALSYSTE,,25950,Sehr guter Preis,97000,,02/2018,Diesel,150,,
Mercedes-Benz,Sprinter,316CDI Kasten L1H1 Mixto Kombi Bus RWD,,25495,Fairer Preis,138000,,05/2015,Diesel,163,,
BMW,220 Active Tourer,220i Active Tourer Sport Line PDC LED Navi AHK,,19999,Sehr guter Preis,58500,,12/2018,Benzin,192,,
Volkswagen,T6 Transporter,Kombi EcoProfi 9-Sitzer*TÜV neu*,,20999,Sehr guter Preis,95000,,12/2017,Diesel,102,,
Volkswagen,Touran,1.5 TSI Highline R-Line LED Navi ACC,,26950,Fairer Preis,68210,,03/2020,Benzin,150,,
BMW,218 Active Tourer,218i Active Tourer Advantage LED Tempomat AHK,,12980,Ohne Bewertung,118502,,01/2015,Benzin,136,,
Volkswagen,Touran,1.5 TSI United+LED+NAVI+ACC+7-SITZE,,27490,Fairer Preis,86714,,01/2021,Benzin,150,,
Volkswagen,Sharan,Comfortline BMT Sitzheizung*2-Zonen*Cam*,,10990,Ohne Bewertung,135895,,05/2012,Benzin,150,,
Volkswagen,Caddy,-DSG-Maxi-Behindertengerecht-Rampe-,,33900,Ohne Bewertung,74000,,01/2016,Diesel,102,,
Volkswagen,Golf,Sportsvan VII Comfortline SHZ Klima Garantie,,11885,Guter Preis,61500,,11/2017,Benzin,86,,
BMW,218 Active Tourer,218 Baureihe 2 Active Tourer 218 i Advantage,,15980,Guter Preis,56044,,02/2018,Benzin,136,,
BMW,218,Baureihe 2 Gran Tourer 218 i M Sport,,19700,Sehr guter Preis,99990,,04/2021,Benzin,136,,
Volkswagen,Sharan,Cup BMT AUTO.NAVI.TEMP.PANO.PDC.SHZ.KLIMA,,18190,Ohne Bewertung,133210,,11/2014,Diesel,140,,
Volkswagen,Caddy,DSG Maxi Behindertengerecht-Aktivfahrer,,35900,Ohne Bewertung,85000,,04/2012,Diesel,102,,
Volkswagen,T6 Kombi,T6 2.0 TDI Transporter Kombi/9-Sitzer/TOP,,25925,Guter Preis,72637,,11/2017,Diesel,102,,
Mercedes-Benz,Vito,Kasten 109CDI WORKER FWD kompakt,,13999,Guter Preis,82000,,09/2017,Diesel,88,,
Mercedes-Benz,V 220,* XL * extralang * LED * Sitze,,31890,Sehr guter Preis,128300,,06/2015,Diesel,163,,
Volkswagen,Golf,Sportsvan| AHK| Navi| PDC| LED| Garantie,,15399,Guter Preis,106652,,09/2016,Benzin,150,,
Volkswagen,Caddy,JAKO-O 1.2 TSI Behindertengerecht-Rampe,,22950,Ohne Bewertung,83786,,12/2013,Benzin,105,,
Ford,S-Max,TITANIUM S*BI-XEN*NAVI*TEMP*SHZ*ALCA*1HAND,,13990,Ohne Bewertung,117405,,05/2014,Benzin,239,,
Volkswagen,T6 Kombi,T6+9-SITZER+LANG+FSE+AHK+KOMFORT-PAKET+VOLL-LACK,,28950,Fairer Preis,105850,,01/2018,Diesel,150,,
Volkswagen,T5 Transporter,"Kasten- 1.Hand,Neu Tüv,Wenig Km.",,12499,Ohne Bewertung,83000,,09/2014,Diesel,84,,
Volkswagen,Caddy,-DSG-Behindertengerecht-elk. Rampe-Klappe,,18900,Ohne Bewertung,125000,,05/2008,Diesel,105,,
Volkswagen,Caddy,Maxi-Behindertengerecht-Rampe-Standheizung,,22900,Ohne Bewertung,90000,,01/2012,Benzin,105,,
Volkswagen,Touran,Comfortline BMT *AHK*TEMP*PDC*SHZ*,,11950,Guter Preis,141831,,06/2016,Benzin,110,,
Volkswagen,T6 Transporter,T6 2.0TDI Caravelle Comfortline 4Motion/DSG/AHK,,34900,Fairer Preis,99228,,08/2017,Diesel,150,,
Volkswagen,Caddy Maxi,CADDY MAXI COMFORTLINE 2.0TDI DSG 7-SITZE+KAMERA,,22889,Ohne Bewertung,124198,,11/2019,Diesel,102,,
Volkswagen,Caddy,Roncalli 1.2 TSI Behindertengerecht-Rampe,,18950,Ohne Bewertung,100414,,08/2012,Benzin,105,,
Volkswagen,Golf Plus,1.4 TSI MATCH Tempomat*Navi*PDC*,,5950,Sehr guter Preis,113829,,08/2012,Benzin,122,,
Volkswagen,Golf,Sportsvan VII - Automatik/Leder/Touchscreen,,15850,Fairer Preis,97097,,05/2015,Benzin,150,,
Volkswagen,Caddy,Maxi JAKO-O TSI Behindertengerecht-Rampe,,19950,Ohne Bewertung,78500,,07/2013,Benzin,105,,
Volkswagen,T6 Multivan,"Generation SIX, Automatik, Navi, LED",,35390,Sehr guter Preis,105850,,07/2017,Diesel,204,,
Volkswagen,Caddy,150 PS Behindertengerecht-Rampe-Elek.SeilW,,31900,Ohne Bewertung,55000,,05/2016,Diesel,150,,
Mercedes-Benz,Vito,"Mixto 114 CDI extralang, SHZ, BT",,24390,Sehr guter Preis,87900,,02/2019,Diesel,136,,
Volkswagen,Touran,1.4 TSI Comfortline DSG AHK ACC,,20880,Erhöhter Preis,86500,,03/2016,Benzin,150,,
Volkswagen,Caddy Maxi,CADDY MAXI 1.4 TSI 7-SITZER|SITZHEIZUNG|PDC|NAVI,,22990,Ohne Bewertung,88000,,07/2016,Benzin,125,,
Volkswagen,Touran,1.4 TSI DSG Highline *AHK*Standhz*Massage,,21950,Fairer Preis,87000,,06/2016,Benzin,150,,
Opel,Zafira Tourer,C 1.4 Turbo Automatik (7xSITZER),,17950,Ohne Bewertung,94063,,05/2017,Benzin,140,,
Volkswagen,Caddy,1.6 Maxi Behindertengerecht-Rampe,,23900,Ohne Bewertung,95000,,12/2010,Benzin,102,,
Volkswagen,Touran,1.4 TSI Klimaaut. LED Tempomat Navi ACC,,21990,Erhöhter Preis,108114,,06/2016,Benzin,150,,
Volkswagen,Golf,Sportsvan VII Highline BMT/Atom|AHK|Allwett,,14990,Fairer Preis,116754,,01/2017,Benzin,150,,
Volkswagen,Caddy,BMT 1.2 TSI Behindertengerecht-Rampe,,25950,Ohne Bewertung,87456,,04/2016,Benzin,84,,
Volkswagen,Touran,Highline 1.4 TSI DSG R-Line *Navi*Pano...,,23850,Erhöhter Preis,96000,,12/2016,Benzin,150,,
Mercedes-Benz,B 200,d 8G-DCT basis+LED+NAVI+AHK+LEDER,,21900,Guter Preis,97836,,11/2020,Diesel,150,,
Volkswagen,Caddy,Maxi Cup TSI Behindertengerecht-Rampe,,26950,Ohne Bewertung,76458,,11/2014,Benzin,105,,
Volkswagen,Caddy,HIGHLINE 92kW NaviKameraXenonAlcantaraAHK,,20670,Fairer Preis,112953,,02/2016,Benzin,125,,
Volkswagen,Golf,Sportsvan VII Highline BMT/Start-Stopp,,14999,Ohne Bewertung,99000,,03/2014,Benzin,150,,
Mercedes-Benz,Citan,112 Tourer Sitzheizung PDC Rückfahrkamera,,19990,Fairer Preis,45964,,01/2019,Benzin,114,,
Volkswagen,Caddy,Maxi TSI Behindertengerecht-Rampe,,22950,Ohne Bewertung,113110,,04/2011,Benzin,105,,
Volkswagen,Caddy,1.4 TSI Generation Four SHZ Bi-Xenon Navi,,22950,Erhöhter Preis,75353,,01/2016,Benzin,125,,
Mercedes-Benz,B 220,"B220 4Matic Autom. AHK LED Kamera Leder Navi 17""",,18990,Fairer Preis,90500,,12/2014,Benzin,184,,
Mercedes-Benz,Sprinter,316 CDI Maxi Hoch+Lang*Euro6*Garantie*,,31990,Fairer Preis,108000,,01/2019,Diesel,163,,
Volkswagen,Golf,Sportsvan VII Highline /Pano-Dach/Alcantara,,12480,Sehr guter Preis,115000,,10/2015,Benzin,125,,
Mercedes-Benz,Vito,Mixto 113 CDI extralang 6Sitzer+Standhzg+AH,,17980,Ohne Bewertung,149985,,12/2014,Diesel,136,,
Ford,Transit Custom,TRANSIT CUSTOM KASTEN 340 L2 TREND KLIMA+NAV+ACC,,17980,Guter Preis,96800,,02/2017,Diesel,170,,
Volkswagen,Touran,1.4TSI DSG Sound LED Navi Keyless DCC ACC,,23897,Erhöhter Preis,90000,,03/2017,Benzin,150,,
Volkswagen,Caddy,"Alltrack 1.4TSI DSG AHK Standhzng. SHZ 17""",,25990,Hoher Preis,85200,,09/2016,Benzin,125,,
Volkswagen,Golf,Plus VI Life. Automatik .Garantie .1.HAND,,10999,Ohne Bewertung,110000,,01/2014,Benzin,105,,
Volkswagen,Caddy,1.4 TSI DSG Trendline Einparkhilfe GJR,,19480,Fairer Preis,84875,,08/2016,Benzin,125,,
Volkswagen,Golf Sportsvan,VII Highline BMT/Start-Stopp,,15999,Ohne Bewertung,99665,,01/2015,Benzin,150,,
Volkswagen,Touran,"1.4 TSI PARKLENKASSIST,BIXENON,METALLIC",,15880,Ohne Bewertung,98500,,01/2015,Benzin,140,,
Volkswagen,Sharan,Highline BMT *DSG*7SITZ*LEDER*DCC*PANO*,,16990,Ohne Bewertung,95000,,09/2011,Benzin,150,,
Volkswagen,Caddy,1.0 TSI Trendline Klima Tempomat Bluetooth,,20490,Fairer Preis,52899,,09/2020,Benzin,102,,
Volkswagen,Touran,1.4 TSI 7-Sitzer Navi LED AHK schwenkbar,,18990,Fairer Preis,114733,,12/2015,Benzin,150,,
Volkswagen,Caddy,Comfort- Behindertengerecht-Rampe-,,19900,Ohne Bewertung,73800,,12/2011,Benzin,86,,
Volkswagen,Caddy,1.0 TSI Navi Sitzheizung Tempomat Klima,,20990,Fairer Preis,87104,,03/2017,Benzin,102,,
Citroën,Berlingo,"-1,6 Behindertengerecht-Rampe-",,18900,Ohne Bewertung,60000,,04/2013,Benzin,98,,
Volkswagen,Golf,Sportsvan VII Allstar 1.4*AHK*Automatik*PDC,,13500,Guter Preis,118617,,09/2016,Benzin,125,,
Volkswagen,Touran,1.2 TSI Trendline Tempomat PDC Klimaaut.,,16990,Erhöhter Preis,84979,,11/2015,Benzin,110,,
Opel,Zafira Tourer,C 1.4 Turbo Automatik (7xSITZER),,17950,Fairer Preis,83066,,10/2017,Benzin,140,,
Volkswagen,T5 Multivan,Atlantis/I.HD/114TKM/KLIMATRON/BETT/,,21990,Ohne Bewertung,113898,,01/2008,Diesel,131,,
Volkswagen,Golf Sportsvan,1.4 TSI DSG ALLSTAR+AHK+XENON+NAV,,16745,Erhöhter Preis,97500,,03/2016,Benzin,125,,
Volkswagen,Golf,VII Sportsvan Sound BMT/Start-Stopp,,13890,Sehr guter Preis,81000,,08/2017,Benzin,110,,
Volkswagen,Caddy,Maxi Life Team Behindertengerecht-Rampe,,21950,Ohne Bewertung,81043,,08/2010,Benzin,102,,
Volkswagen,Caddy,"1.4 TSI Comfortline, AHK, Parklenk, Climat",,20995,Fairer Preis,102900,,06/2017,Benzin,125,,
Volkswagen,Golf,Sportsvan1.4TSI Comfortline BMT*DSG*AHK*SHZ,,14499,Fairer Preis,98261,,03/2016,Benzin,125,,
Volkswagen,Touran,Comfortline BMT *7-Sitzer*NAVI*SHZ*LED*,,19990,Sehr guter Preis,71691,,11/2015,Benzin,150,,
Volkswagen,Touran,Sound BMT 7*Sitzer*AHK*LED-Scheinwerfer,,20900,Guter Preis,95990,,08/2017,Benzin,150,,
Volkswagen,Caddy,1.0 TSI Trendline,,18550,Fairer Preis,53500,,09/2020,Benzin,102,,
Volkswagen,T6 Transporter,T6 Multivan *Generation Six*AHK*Navi,,33990,Fairer Preis,120000,,06/2016,Diesel,204,,
Volkswagen,Caddy,DSG Maxi Behindertengerecht-Rampe,,35900,Ohne Bewertung,71000,,03/2017,Diesel,150,,
Volkswagen,Caddy,1.4 TSI Highline Bi-Xenon beh. WSS Alcanta,,21950,Fairer Preis,74057,,09/2016,Benzin,125,,
Volkswagen,Touran,Highline 7 Sitze BiXenon Rkam Navi AHK,,14800,Ohne Bewertung,104000,,12/2013,Benzin,170,,
Volkswagen,Touran,1.4 TSI Sound LED Panorama Standheizung,,24990,Erhöhter Preis,89986,,08/2017,Benzin,150,,
Volkswagen,Golf Sportsvan,1.4TSI DSG AHK Navi PDC 1Hd*,,14950,Ohne Bewertung,104000,,08/2014,Benzin,150,,
Volkswagen,Touran,1.4 TSI 7-Sitzer AHK Sitzheizung Navi ACC,,20990,Fairer Preis,99449,,09/2017,Benzin,150,,
Volkswagen,Golf Sportsvan,VII Comfortline BMT/Start-Stopp,,14999,Ohne Bewertung,87900,,09/2014,Benzin,125,,
Volkswagen,Caddy,Maxi 1.2 TSI Behindertengerecht-Rampe,,19950,Ohne Bewertung,115682,,01/2011,Benzin,105,,
Volkswagen,Golf Sportsvan,1.4 TSI Highline DSG Xenon Standh,,14890,Ohne Bewertung,89700,,10/2014,Benzin,150,,
Volkswagen,Touran,"1.4 TSI CUP OPENSKY 7-SITZ,XENON,PANORAMA",,14907,Ohne Bewertung,107000,,05/2014,Benzin,140,,
Volkswagen,Touran,1.5 TSI Highline AHK|Navi|LED|CAM|,,25550,Guter Preis,53357,,09/2019,Benzin,150,,
Volkswagen,Touran,Cup TGI *Erdgas (CNG)/Benzin*7.Sitzer*,,14900,Ohne Bewertung,102600,,01/2015,Benzin,150,,
Volkswagen,Golf,"Sportsvan VII Highline 1,4 TSI DSG 110kw",,13990,Ohne Bewertung,105000,,11/2014,Benzin,150,,
Volkswagen,Caddy,4- Behindertengerecht-Rampe,,24900,Ohne Bewertung,74500,,10/2016,Benzin,105,,
Volkswagen,Sharan,7-Sitzer*Rate 218 Euro ohne Anzahlung mö,,16490,Ohne Bewertung,115985,,01/2015,Benzin,150,,
Volkswagen,Touran,"Comfortline BMT/Start-Stopp ""1 HAND-NAVI""",,16990,Guter Preis,106000,,07/2016,Benzin,150,,
Volkswagen,Touran,1.4 TSI Highline LED NAVI AHK ACC SHZ PDC,,17999,Fairer Preis,114098,,05/2016,Benzin,150,,
Volkswagen,Caddy,"1,2 TSI Rollstuhlgerecht",,19980,Ohne Bewertung,64400,,07/2013,Benzin,86,,
Volkswagen,Caddy,Maxi Behindertengerecht-Rampe,,21900,Ohne Bewertung,87000,,12/2009,Benzin,102,,
Volkswagen,Golf,Sportsvan VII Sound BMT/Start-Stopp DSG,,15950,Guter Preis,87911,,04/2017,Benzin,125,,
Volkswagen,Caddy,Kombi Soccer Behindertengerecht Rampe,,22450,Ohne Bewertung,86000,,11/2014,Benzin,86,,
Mercedes-Benz,B 220,4MATIC|AMG LINE|LED|NAVI|PANO|AHK,,19990,Guter Preis,116612,,07/2015,Benzin,184,,
BMW,218 Gran Tourer,iA 7-SITZER+SPORT+NAVI+LED+SHZ+,,16900,Guter Preis,88750,,09/2015,Benzin,136,,
Volkswagen,Golf,Sportsvan VII Allstar 1 Hand. RFK. Sitzh.,,13990,Guter Preis,91900,,04/2016,Benzin,110,,
Volkswagen,Touran,1.5 TSI OPF DSG ACTIVE *CarPlay*PDC*SHZ*,,27980,Fairer Preis,89992,,11/2022,Benzin,150,,
Volkswagen,Touran,*Comfortline*ALLSTAR*PDC-ACC-PANO-7 SZ.,,21360,Fairer Preis,70704,,07/2016,Benzin,150,,
Volkswagen,Touran,1.4 TSI Sound Navi LED AHK Spurhalte ACC,,23490,Fairer Preis,89523,,12/2017,Benzin,150,,
Volkswagen,Caddy,Comfortline 1.4 TSi BMT KLIMA+XENON+SHZ,,19490,Guter Preis,90000,,08/2017,Benzin,125,,
Volkswagen,Golf,VII Sportsvan Comfortline Navi BlueMotionTe,,15990,Fairer Preis,106505,,04/2017,Benzin,125,,
Volkswagen,Touran,1.8TSI 179PS DSG Highline Pano LED,,23749,Guter Preis,72693,,11/2016,Benzin,179,,
Volkswagen,Touran,1.4 TSI DSG Comfortline 7-Sitzer Navi PDC,,21990,Erhöhter Preis,112827,,07/2017,Benzin,150,,
Mercedes-Benz,B 200,B200 Urban LED Navi Tempomat Sitzheizung PDC,,17990,Ohne Bewertung,79056,,03/2015,Benzin,156,,
Volkswagen,Sharan,2.0 TDI 4Motion Highline AHK/STAND-HZ/PAN,,30679,Fairer Preis,99729,,03/2019,Diesel,150,,
Volkswagen,Golf,Sportsvan VII 1.4TSI*NUR 84TKM*AUTOMATIK,,15990,Guter Preis,84000,,10/2016,Benzin,150,,
Volkswagen,Golf,"Sportsvan 1,4TSI CD,Front Assist,Tempom,1.H",,13700,Fairer Preis,88700,,04/2015,Benzin,125,,
Volkswagen,Caddy,Trendline 1.4TSI Climatronic Navi PDC,,20099,Fairer Preis,111800,,06/2017,Benzin,125,,
Volkswagen,T6 Caravelle,2.0 TDI Highline lang /Navi/Leder/,,34989,Fairer Preis,94000,,01/2017,Diesel,204,,
Volkswagen,Golf Sportsvan,Golf VII Sportsvan 1.4 TSI Allstar Bi-Xenon AHK,,16950,Erhöhter Preis,79874,,06/2016,Benzin,125,,
Volkswagen,Sharan,1.4 TSI Highline BM Aut.*NAVI*XENON*PDC*,,19130,Ohne Bewertung,89370,,07/2014,Benzin,150,,
Volkswagen,Golf Sportsvan,Golf VII Sportsvan 1.4 TSI Highline Navi ACC PDC,,16990,Fairer Preis,92193,,02/2017,Benzin,150,,
Volkswagen,Caddy,Kasten/Kombi Trendline BMT,,12800,Guter Preis,130500,,06/2015,Diesel,102,,
Volkswagen,T5 Transporter,Kasten-Kombi,,23788,Ohne Bewertung,96708,,11/2012,Benzin,116,,
Volkswagen,Golf Sportsvan,1.4 TSI Highline XEN|ACC|AHK|PANO,,15590,Ohne Bewertung,76569,,01/2015,Benzin,150,,
Mercedes-Benz,B 200,Navi Klimaa. Parkass.,,16999,Ohne Bewertung,78100,,05/2014,Benzin,156,,
Volkswagen,Caddy,1.4 TSI Trendline*NAVI*BI-XENON*KLIMA*,,18480,Guter Preis,80904,,03/2017,Benzin,125,,
Volkswagen,T5 Transporter,Kasten 2.0 +AHK+LEDER+93.200KM+,,14770,Ohne Bewertung,93200,,10/2011,Benzin,116,,
BMW,218 Gran Tourer,218i Gran Tourer Advantage LED Navi 7-Sitzer PDC,,20990,Erhöhter Preis,89680,,07/2017,Benzin,136,,
Volkswagen,Sharan,1.4 TSI DSG Comfortline Navi GRA PDC SHZ,,19830,Ohne Bewertung,87155,,03/2015,Benzin,150,,
Mercedes-Benz,Sprinter,314 CDI Kasten Maxi Standhzg 7G-Tronic,,26775,Guter Preis,60593,,03/2018,Diesel,143,,
Volkswagen,Touran,1.4 TSI NAVI 16 ACC,,20950,Erhöhter Preis,78000,,08/2017,Benzin,150,,
Volkswagen,Sharan,Comfortline / 7 Sitze / Navi / Tempomat,,19890,Ohne Bewertung,100000,,03/2013,Diesel,140,,
Volkswagen,Caddy Maxi,"2,0TDI DSG FLÜGELTÜREN,NAV,KLIMA,PDC,",,21490,Ohne Bewertung,84965,,10/2020,Diesel,102,,
Volkswagen,Caddy,Maxi-DSG-Behindertengerecht-Rampe-1.Hand,,24900,Ohne Bewertung,98000,,07/2012,Diesel,102,,
BMW,220,i Grand Tourer 192PS Sport Line Pano Head-Up,,20999,Guter Preis,69999,,12/2015,Benzin,192,,
BMW,220 Gran Tourer,220i Gran Tourer 192 PS Sport Line Pano Navi HUD,,20999,Guter Preis,69999,,12/2015,Benzin,192,,
Volkswagen,Caddy,Maxi Behindertengerecht-Rampe,,35900,Ohne Bewertung,56000,,04/2018,Benzin,125,,
Volkswagen,Touran,1.4 TSI DSG Comfortline Comfortline,,20999,Fairer Preis,95000,,01/2016,Benzin,150,,
Volkswagen,Golf,Sportsvan 1.H Allstar PDC Sitzh FrontAssist,,13400,Guter Preis,93000,,06/2016,Benzin,125,,
Volkswagen,Golf,Sportsvan VII*R-LINE*PANO*DSG*RFK*AHK*SHZ*,,16980,Ohne Bewertung,103000,,12/2014,Diesel,150,,
Volkswagen,Sharan,"Highline 2,0 TSI DSG STANDHZ PANO AHK LED",,22990,Ohne Bewertung,115780,,04/2014,Benzin,200,,
Volkswagen,Caddy,"1,6-Behindertengerecht-Rampe-Absenkung",,18900,Ohne Bewertung,98000,,10/2009,Benzin,102,,
Volkswagen,Sharan,Cup,,18990,Erhöhter Preis,99500,,05/2015,Benzin,200,,
Volkswagen,T6 Multivan,2.0 TDI Comfortline *Aktionspreis,,37699,Sehr guter Preis,95748,,11/2017,Diesel,150,,
Mercedes-Benz,B 200,*2.HD/AUTOMATIK/RFK/NAVI/BI-XENON/LED/AHK*,,14900,Ohne Bewertung,96600,,08/2013,Benzin,156,,
Volkswagen,Caddy,Kombi Soccer Trendline |EASY RAMPE|KLIMA|,,19990,Ohne Bewertung,93845,,09/2014,Benzin,105,,
Ford,C-Max,C-MAX TITANIUM KLIMA+NAV+XENON+SONY+ALLWETT+TÜV+,,10890,Erhöhter Preis,116600,,01/2016,Benzin,125,,
Volkswagen,Golf Sportsvan,1.4 TSI Bi-Xenon SHZ Tempomat PDC,,13990,Ohne Bewertung,104845,,03/2015,Benzin,125,,
Volkswagen,Touran,1.4 TSI Sound DSG LED Navi AHK 7-Sitzer,,24950,Fairer Preis,77752,,09/2017,Benzin,150,,
Mercedes-Benz,B 180,B -Klasse B 180 BlueEfficiency 1 Hand Automatik,,14999,Ohne Bewertung,100000,,06/2014,Benzin,122,,
Volkswagen,Golf,Sportsvan VII Lounge BMT/Start-Stopp/DSG,,13600,Fairer Preis,99600,,01/2016,Benzin,110,,
BMW,220 Active Tourer,220i Active Tourer Sport Line  +1.Hand +GARANTIE,,14790,Ohne Bewertung,99993,,12/2014,Benzin,192,,
Mercedes-Benz,B 180,*2.HAND/AUTO/NAVI/TEMPO/XENON/PDC/AHK*,,16900,Fairer Preis,98900,,05/2016,Benzin,122,,
Volkswagen,Touran,Sound BMT/Start-Stopp 7-Sitzer LED ACC,,21990,Fairer Preis,97851,,06/2018,Benzin,150,,
Mercedes-Benz,B 200,B-Klasse B 200 Automatik & Rückfahrkamera & Navi,,14999,Ohne Bewertung,89330,,06/2013,Benzin,156,,
Volkswagen,Touran,Match*Automatik*7.Sitze*2.Hand*SHZ*Temp.*,,19001,Ohne Bewertung,63000,,08/2012,Benzin,140,,
Volkswagen,Caddy,2.0 TDI Behindertengerecht-Rampe,,23950,Ohne Bewertung,80424,,02/2014,Diesel,140,,
Volkswagen,Touran,"Comf. BMT/St.-St.,1.H,LED,AHK,HU-NEU,ACC",,15600,Fairer Preis,108890,,06/2016,Benzin,150,,
Volkswagen,Caddy,1.4 TSI Highline DSG Navi ACC PDC Bi-Xenon,,22950,Fairer Preis,89968,,06/2018,Benzin,125,,
Volkswagen,T6 Transporter,T6 Kasten Mittelhochdach Sitzheizung Klima PDC,,17990,Sehr guter Preis,97401,,11/2017,Benzin,150,,
BMW,218 Gran Tourer,218i Gran Tourer Sport Line Navi Klima PDC AHK S,,16930,Fairer Preis,93303,,10/2016,Benzin,136,,
Ford,Grand Tourneo,-Behindertengerecht-Rampe-Titanium,,28900,Ohne Bewertung,123000,,07/2016,Diesel,120,,
Volkswagen,Touran,1.4 TSI Comfortline 7-Sitzer*AHK*ACC*NAV*,,21990,Erhöhter Preis,87577,,04/2016,Benzin,150,,
Renault,Scenic,III BOSE Edition NAVI*CAM*PDC*SHZ*TOTWINK,,12990,Ohne Bewertung,73000,,02/2015,Benzin,140,,
Mercedes-Benz,B 200,AUTOMATIK+NAVI+LED+AKTIVPARK+ALLWETTER+ALU,,18980,Erhöhter Preis,142600,,09/2018,Diesel,136,,
Volkswagen,Touran,1.4 TSI DSG Comfortl.*7-Sitzer NAVI*SHZ*,,17990,Sehr guter Preis,106534,,09/2017,Benzin,150,,
Volkswagen,Sharan,1.4 TSI DSG Comfortline *1.HAND*NAVI*,,17980,Ohne Bewertung,107150,,03/2014,Benzin,150,,
Volkswagen,Golf,Sportsvan VII Lounge BMT/Start-Stopp,,12350,Guter Preis,85111,,06/2015,Benzin,110,,
Mercedes-Benz,B 250,"""1 HAND-KLIMA-MULTI-PDC-ALU-TÜV NEU""",,14790,Ohne Bewertung,99000,,11/2012,Benzin,211,,
Volkswagen,Touran,1.4 TSI DSG *Kamera/7-Sitz/Navi*,,19990,Guter Preis,101500,,02/2016,Benzin,150,,
Volkswagen,Golf Sportsvan,"VII Highline Alcantara,Navi,Xenon",,13100,Ohne Bewertung,101750,,07/2014,Benzin,150,,
Mercedes-Benz,B 200,B200 Urban LED AHK Navi Sitzheizung Einparkhilfe,,17990,Ohne Bewertung,71558,,02/2015,Benzin,156,,
Volkswagen,Golf,Sportsvan VII Trendline BMT/Start-Stopp/SHZ,,11990,Sehr guter Preis,100000,,08/2015,Benzin,110,,
Volkswagen,Golf,Sportsvan VII Allstar *DSG*Navi*Kamera*PDC*,,13490,Guter Preis,81112,,05/2016,Benzin,110,,
Volkswagen,Golf,Sportsvan Comfortline 1.2 TSI,,11880,Fairer Preis,97842,,07/2015,Benzin,110,,
Volkswagen,Touran,1.4 TSI R-Line LED Navi ACC Tempomat PDC,,21990,Erhöhter Preis,101780,,08/2018,Benzin,150,,
Volkswagen,Sharan,1.4 TSI DSG Navi 7-Sitzer Sitzheizung AHK,,24990,Fairer Preis,105428,,06/2018,Benzin,150,,
Volkswagen,Touran,Allstar BMT/1.Hand/7-Sitze/ACC/LED/Massag,,16990,Erhöhter Preis,155000,,10/2016,Benzin,150,,
Volkswagen,T6 Transporter,Mixto 5 Sitzer Klima AHK,,24990,Sehr guter Preis,89000,,11/2015,Diesel,102,,
