Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Jaguar,E-Pace,47.000 km,11/2018,Automatik,Diesel,132 kW (180 PS),6l/100km,158g CO2/km (komb)*,27.549
Jaguar,F-Pace,36.500 km,08/2018,Automatik,Diesel,177 kW (241 PS),3l/100km,166g CO2/km (komb)*,40.349
Volkswagen,Crafter,93.600 km,09/2018,Manuell,Diesel,103 kW (140 PS),7l/100km,186g CO2/km (komb)*,23.849
Volkswagen,Crafter,93.600 km,09/2018,Manuell,Diesel,103 kW (140 PS),7l/100km,186g CO2/km (komb)*,24.949
Renault,Trafic,98.657 km,01/2018,Manuell,Diesel,107 kW (146 PS),7l/100km,186g CO2/km (komb)*,24.349
Volkswagen,T-Roc,61.911 km,10/2018,Automatik,Benzin,140 kW (190 PS),8l/100km,152g CO2/km (komb)*,27.349
Mercedes-Benz,B 220,133.000 km,04/2018,Automatik,Diesel,130 kW (177 PS),1l/100km,107g CO2/km (komb)*,19.049
Dacia,Logan,112.800 km,07/2018,Manuell,Benzin,66 kW (90 PS),5l/100km,115g CO2/km (komb)*,10.849
Hyundai,i30,102.729 km,08/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,115g CO2/km (komb)*,11.649
Mercedes-Benz,E 220,129.000 km,01/2018,Automatik,Diesel,143 kW (194 PS),4l/100km,106g CO2/km (komb)*,31.249
Ford,S-Max,80.000 km,05/2018,Automatik,Benzin,177 kW (241 PS),9l/100km,180g CO2/km (komb)*,23.349
Volkswagen,Golf Sportsvan,41.350 km,02/2018,Automatik,Benzin,96 kW (131 PS),8l/100km,116g CO2/km (komb)*,21.249
Mazda,CX-3,83.500 km,03/2018,Manuell,Benzin,110 kW (150 PS),4l/100km,150g CO2/km (komb)*,17.849
BMW,X5,83.500 km,09/2018,Automatik,Benzin,225 kW (306 PS),8l/100km,201g CO2/km (komb)*,47.649
Ford,Fiesta,99.623 km,06/2018,Manuell,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,10.949
Kia,Sorento,78.070 km,07/2018,Automatik,Diesel,147 kW (200 PS),6l/100km,0g CO2/km (WLTP,31.749
Land Rover,Range Rover Evoque,90.500 km,12/2018,Automatik,Diesel,110 kW (150 PS),2l/100km,164g CO2/km (komb)*,26.149
Mercedes-Benz,B 180,68.150 km,10/2018,Automatik,Benzin,90 kW (122 PS),7l/100km,153g CO2/km (komb)*,19.649
Peugeot,3008,74.200 km,09/2018,Automatik,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,21.249
Kia,Niro,133.259 km,04/2018,Automatik,Hybrid (Elektro / Benzin),104 kW (141 PS),4l/100km,101g CO2/km (komb)*,18.449
Kia,cee'd,127.440 km,10/2018,Manuell,Benzin,99 kW (135 PS),6l/100km,134g CO2/km (komb)*,13.249
Ford,S-Max,94.544 km,12/2018,Automatik,Diesel,140 kW (190 PS),6l/100km,0g CO2/km (WLTP,24.749
Skoda,Superb,89.333 km,06/2018,Manuell,Benzin,92 kW (125 PS),3l/100km,122g CO2/km (komb)*,19.049
Ford,Focus,30.160 km,03/2018,Manuell,Benzin,110 kW (150 PS),6l/100km,128g CO2/km (komb)*,19.649
Dacia,Duster,56.851 km,07/2018,Automatik,Diesel,80 kW (109 PS),5l/100km,116g CO2/km (komb)*,20.149
Opel,Insignia,79.000 km,08/2018,Automatik,Diesel,154 kW (209 PS),7l/100km,184g CO2/km (komb)*,30.749
Abarth,595,60.500 km,10/2018,Manuell,Benzin,107 kW (146 PS),8l/100km,185g CO2/km (komb)*,16.949
Mazda,CX-5,149.990 km,02/2018,Automatik,Benzin,143 kW (194 PS),8l/100km,185g CO2/km (komb)*,21.249
Renault,Captur,43.500 km,02/2018,Manuell,Benzin,66 kW (90 PS),1l/100km,121g CO2/km (komb)*,14.649
Ford,Mondeo,88.202 km,10/2018,Automatik,Benzin,118 kW (160 PS),5l/100km,152g CO2/km (komb)*,19.049
Peugeot,5008,69.000 km,10/2018,Automatik,Benzin,121 kW (165 PS),8l/100km,133g CO2/km (komb)*,22.849
Opel,Insignia,130.000 km,02/2018,Automatik,Benzin,191 kW (260 PS),9l/100km,203g CO2/km (komb)*,23.349
Hyundai,i30,53.500 km,06/2018,Manuell,Benzin,88 kW (120 PS),5l/100km,115g CO2/km (komb)*,14.349
Toyota,Mirai,122.881 km,01/2018,Automatik,Wasserstoff,113 kW (154 PS),,0g CO2/km (komb)*,23.249
Audi,SQ7,72.325 km,06/2018,Automatik,Diesel,320 kW (435 PS),6l/100km,199g CO2/km (komb)*,58.849
Land Rover,Range Rover Sport,95.300 km,07/2018,Automatik,Benzin,386 kW (525 PS),3l/100km,280g CO2/km (komb)*,60.849
Land Rover,Range Rover Sport,88.400 km,01/2018,Automatik,Benzin,386 kW (525 PS),8l/100km,294g CO2/km (komb)*,59.649
Land Rover,Discovery Sport,49.900 km,10/2018,Automatik,Diesel,177 kW (241 PS),8l/100km,181g CO2/km (komb)*,36.049
Ford,Fiesta,69.860 km,12/2018,Manuell,Benzin,74 kW (101 PS),0l/100km,0g CO2/km (WLTP,13.249
Seat,Leon,91.350 km,06/2018,Manuell,Benzin,132 kW (180 PS),8l/100km,134g CO2/km (komb)*,20.049
Jaguar,F-Pace,72.500 km,08/2018,Automatik,Diesel,221 kW (301 PS),3l/100km,166g CO2/km (komb)*,42.349
Jaguar,F-Pace,70.000 km,03/2018,Automatik,Diesel,221 kW (301 PS),3l/100km,166g CO2/km (komb)*,44.549
Jeep,Renegade,60.900 km,12/2018,Manuell,Benzin,88 kW (120 PS),1l/100km,139g CO2/km (komb)*,17.549
Volkswagen,T-Roc,88.717 km,08/2018,Automatik,Benzin,140 kW (190 PS),8l/100km,152g CO2/km (komb)*,23.249
Opel,Zafira,58.700 km,06/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,17.749
Ford,Focus,80.184 km,02/2018,Manuell,Benzin,92 kW (125 PS),7l/100km,108g CO2/km (komb)*,13.749
Ford,EcoSport,91.220 km,04/2018,Manuell,Benzin,92 kW (125 PS),5l/100km,114g CO2/km (komb)*,14.749
Jaguar,E-Pace,39.527 km,06/2018,Automatik,Diesel,132 kW (180 PS),6l/100km,0g CO2/km (WLTP,27.449
Ford,S-Max,55.464 km,10/2018,Automatik,Diesel,140 kW (190 PS),5l/100km,0g CO2/km (WLTP,25.449
Mitsubishi,Eclipse,45.829 km,06/2018,Manuell,Benzin,120 kW (163 PS),0l/100km,0g CO2/km (WLTP,19.649
Mazda,6,108.385 km,05/2018,Manuell,Benzin,121 kW (165 PS),0l/100km,0g CO2/km (WLTP,18.949
Land Rover,Discovery,82.438 km,10/2018,Automatik,Diesel,225 kW (306 PS),0l/100km,0g CO2/km (WLTP,42.449
Skoda,Octavia,76.900 km,08/2018,Automatik,Benzin,132 kW (180 PS),0l/100km,0g CO2/km (WLTP,25.449
Opel,Vivaro,138.699 km,12/2018,Manuell,Diesel,70 kW (95 PS),1l/100km,160g CO2/km (komb)*,19.149
BMW,225,75.600 km,10/2018,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,17.849
Hyundai,i30,86.441 km,05/2018,Manuell,Benzin,202 kW (275 PS),1l/100km,163g CO2/km (komb)*,23.249
Volvo,XC60,132.050 km,12/2018,Automatik,Diesel,140 kW (190 PS),7l/100km,186g CO2/km (komb)*,27.549
Volkswagen,Caddy,100.000 km,04/2018,Automatik,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,17.949
Volkswagen,Caddy,58.800 km,10/2018,Manuell,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,18.949
Volkswagen,Caddy,51.200 km,10/2018,Manuell,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,18.949
Ford,EcoSport,40.500 km,09/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,18.049
Mazda,3,43.350 km,09/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,16.949
Opel,Mokka,125.429 km,06/2018,Automatik,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,13.849
Opel,Astra,117.000 km,01/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,13.849
Ford,Grand C-Max,41.000 km,12/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,20.149
Ford,Ka / Ka+,47.500 km,01/2018,Manuell,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,11.849
Ford,EcoSport,48.300 km,07/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,18.049
BMW,X3,53.000 km,06/2018,Automatik,Benzin,135 kW (184 PS),8l/100km,185g CO2/km (komb)*,31.749
BMW,320,103.840 km,08/2018,Automatik,Diesel,140 kW (190 PS),8l/100km,127g CO2/km (komb)*,24.949
Ford,C-Max,58.132 km,10/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,131g CO2/km (WLTP,16.549
Opel,Crossland X,16.600 km,06/2018,Manuell,Benzin,96 kW (131 PS),5l/100km,114g CO2/km (komb)*,16.549
Volkswagen,Touareg,76.697 km,09/2018,Automatik,Diesel,210 kW (286 PS),6l/100km,173g CO2/km (komb)*,49.049
Jaguar,XE,67.350 km,09/2018,Automatik,Benzin,147 kW (200 PS),8l/100km,178g CO2/km (komb)*,24.949
Jaguar,E-Pace,19.990 km,11/2018,Automatik,Benzin,147 kW (200 PS),8l/100km,182g CO2/km (komb)*,33.849
Jaguar,I-Pace,66.800 km,07/2018,Automatik,Elektro,294 kW (400 PS),,0g CO2/km (WLTP,36.649
Volkswagen,Polo,84.749 km,12/2018,Manuell,Benzin,48 kW (65 PS),8l/100km,108g CO2/km (komb)*,13.049
Fiat,500,28.300 km,03/2018,Manuell,Benzin,51 kW (69 PS),8l/100km,111g CO2/km (komb)*,11.949
Jaguar,E-Pace,36.500 km,12/2018,Automatik,Benzin,183 kW (249 PS),3l/100km,189g CO2/km (komb)*,32.749
Audi,Q3,61.100 km,03/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,22.949
Volkswagen,Passat Variant,47.900 km,02/2018,Automatik,Hybrid (Elektro / Benzin),160 kW (218 PS),7l/100km,38g CO2/km (komb)*,30.749
Volkswagen,Tiguan,40.080 km,02/2018,Manuell,Benzin,110 kW (150 PS),0l/100km,0g CO2/km (WLTP,28.249
Opel,Grandland X,32.000 km,01/2018,Automatik,Benzin,96 kW (131 PS),0l/100km,0g CO2/km (WLTP,19.949
Volkswagen,Golf,120.389 km,11/2018,Manuell,Diesel,85 kW (116 PS),2l/100km,109g CO2/km (komb)*,17.049
Seat,Leon,108.000 km,08/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,114g CO2/km (komb)*,15.349
Volkswagen,Touran,73.500 km,11/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.849
BMW,X5,146.000 km,04/2018,Automatik,Diesel,230 kW (313 PS),9l/100km,183g CO2/km (komb)*,36.649
Opel,Insignia,143.000 km,05/2018,Automatik,Diesel,154 kW (209 PS),7l/100km,186g CO2/km (komb)*,18.749
Hyundai,i30,80.222 km,10/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,17.349
Ssangyong,REXTON,74.954 km,05/2018,Automatik,Diesel,133 kW (181 PS),7l/100km,186g CO2/km (komb)*,23.349
Land Rover,Range Rover Evoque,32.915 km,06/2018,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,31.149
Volkswagen,T6 SONSTIGE,90.000 km,04/2018,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,34.949
Opel,Insignia CT,142.500 km,01/2018,Automatik,Benzin,191 kW (260 PS),8l/100km,185g CO2/km (komb)*,20.849
Mercedes-Benz,E 250,65.234 km,01/2018,Automatik,Benzin,155 kW (211 PS),8l/100km,185g CO2/km (komb)*,30.049
Nissan,Qashqai,67.807 km,10/2018,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,16.949
Seat,Leon,54.461 km,08/2018,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,12.549
Ford,Edge,99.141 km,06/2018,Automatik,Diesel,154 kW (209 PS),7l/100km,186g CO2/km (komb)*,26.549
Ford,Focus,55.400 km,12/2018,Manuell,Benzin,134 kW (182 PS),8l/100km,185g CO2/km (komb)*,23.849
Opel,Astra,76.145 km,10/2018,Manuell,Benzin,77 kW (105 PS),6l/100km,107g CO2/km (komb)*,13.949
Kia,Stonic,42.620 km,08/2018,Manuell,Benzin,74 kW (101 PS),5l/100km,115g CO2/km (komb)*,15.949
Ford,EcoSport,73.550 km,05/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,13.049
Hyundai,Tucson,41.000 km,01/2018,Manuell,Benzin,130 kW (177 PS),3l/100km,0g CO2/km (WLTP,18.549
Opel,Astra,90.215 km,11/2018,Manuell,Diesel,81 kW (110 PS),7l/100km,186g CO2/km (komb)*,11.449
Skoda,Octavia,84.622 km,05/2018,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,20.149
Renault,Trafic,61.580 km,05/2018,Manuell,Diesel,92 kW (125 PS),7l/100km,186g CO2/km (komb)*,23.649
Volkswagen,T6 Multivan,85.779 km,08/2018,Automatik,Diesel,150 kW (204 PS),6l/100km,186g CO2/km (komb)*,41.349
Lexus,RX 300,51.278 km,03/2018,Automatik,Benzin,175 kW (238 PS),6l/100km,245g CO2/km (komb)*,42.449
Land Rover,Discovery Sport,150.000 km,04/2018,Automatik,Diesel,132 kW (180 PS),3l/100km,139g CO2/km (komb)*,21.149
Porsche,991,17.450 km,05/2018,Automatik,Benzin,368 kW (500 PS),7l/100km,288g CO2/km (komb)*,169.549
Volkswagen,Touareg,90.000 km,10/2018,Automatik,Diesel,210 kW (286 PS),6l/100km,173g CO2/km (komb)*,44.049
Peugeot,5008,150.000 km,10/2018,Manuell,Diesel,96 kW (131 PS),2l/100km,109g CO2/km (komb)*,15.949
Opel,Crossland X,95.000 km,06/2018,Manuell,Benzin,96 kW (131 PS),5l/100km,114g CO2/km (komb)*,11.949
Volkswagen,Golf Sportsvan,87.740 km,02/2018,Automatik,Benzin,96 kW (131 PS),1l/100km,116g CO2/km (komb)*,18.649
Volkswagen,Golf Sportsvan,84.450 km,10/2018,Manuell,Benzin,63 kW (86 PS),0l/100km,0g CO2/km (WLTP,15.849
Opel,Corsa,62.600 km,05/2018,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,12.649
Opel,Grandland X,78.411 km,03/2018,Manuell,Diesel,88 kW (120 PS),0l/100km,0g CO2/km (WLTP,19.949
Opel,Grandland X,40.944 km,04/2018,Manuell,Benzin,96 kW (131 PS),0l/100km,0g CO2/km (WLTP,20.049
Ford,Kuga,60.075 km,09/2018,Manuell,Benzin,110 kW (150 PS),2l/100km,164g CO2/km (komb)*,19.149
Honda,Jazz,53.025 km,12/2018,Manuell,Benzin,75 kW (102 PS),1l/100km,117g CO2/km (komb)*,13.549
Mercedes-Benz,A 180,38.720 km,11/2018,Manuell,Benzin,100 kW (136 PS),8l/100km,185g CO2/km (komb)*,23.349
Ford,EcoSport,57.600 km,06/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,16.049
Skoda,Octavia,73.128 km,07/2018,Automatik,Benzin,169 kW (230 PS),6l/100km,149g CO2/km (komb)*,25.449
Mercedes-Benz,E 250,115.088 km,02/2018,Automatik,Benzin,155 kW (211 PS),2l/100km,140g CO2/km (komb)*,28.649
Volkswagen,Golf Sportsvan,48.233 km,11/2018,Manuell,Benzin,96 kW (131 PS),1l/100km,116g CO2/km (komb)*,18.549
Volkswagen,Golf Sportsvan,48.341 km,12/2018,Automatik,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,20.149
Seat,Leon,119.500 km,12/2018,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,18.849
Porsche,Panamera,67.000 km,07/2018,Automatik,Benzin,324 kW (441 PS),1l/100km,184g CO2/km (komb)*,68.449
BMW,440,89.900 km,02/2018,Automatik,Benzin,240 kW (326 PS),3l/100km,0g CO2/km (WLTP,34.849
Ford,Fiesta,52.907 km,07/2018,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,13.049
Audi,Q8,97.475 km,12/2018,Automatik,Diesel,273 kW (371 PS),7l/100km,186g CO2/km (komb)*,55.449
Audi,A3,79.100 km,09/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,24.349
Audi,S5,109.700 km,04/2018,Automatik,Benzin,260 kW (354 PS),9l/100km,179g CO2/km (komb)*,36.949
Skoda,Fabia,66.200 km,11/2018,Manuell,Benzin,81 kW (110 PS),6l/100km,105g CO2/km (komb)*,13.949
Ford,Grand Tourneo Connect,113.800 km,12/2018,Manuell,Diesel,88 kW (120 PS),5l/100km,119g CO2/km (komb)*,21.149
Opel,Crossland X,114.000 km,12/2018,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,13.549
Opel,Crossland X,87.270 km,03/2018,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,12.049
Volkswagen,Passat Variant,119.232 km,02/2018,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,18.849
Volkswagen,Touran,120.959 km,04/2018,Automatik,Benzin,110 kW (150 PS),4l/100km,126g CO2/km (komb)*,22.249
Ford,SONSTIGE,90.840 km,08/2018,Manuell,Diesel,74 kW (101 PS),7l/100km,186g CO2/km (komb)*,13.549
Mazda,6,79.332 km,12/2018,Automatik,Benzin,143 kW (194 PS),8l/100km,185g CO2/km (komb)*,25.449
Ford,Grand C-Max,130.000 km,10/2018,Manuell,Diesel,110 kW (150 PS),6l/100km,146g CO2/km (komb)*,12.449
Renault,Clio,98.000 km,11/2018,Manuell,Diesel,66 kW (90 PS),3l/100km,129g CO2/km (komb)*,9.949
Land Rover,Range Rover Sport,45.722 km,05/2018,Automatik,Diesel,225 kW (306 PS),7l/100km,186g CO2/km (komb)*,51.449
Skoda,Karoq,62.000 km,02/2018,Automatik,Benzin,110 kW (150 PS),4l/100km,0g CO2/km (WLTP,23.249
Jaguar,F-Pace,74.355 km,09/2018,Automatik,Diesel,132 kW (180 PS),3l/100km,139g CO2/km (komb)*,31.249
Fiat,Talento,111.068 km,06/2018,Manuell,Diesel,70 kW (95 PS),5l/100km,170g CO2/km (komb)*,13.549
Seat,Leon,63.451 km,08/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,114g CO2/km (komb)*,18.549
Mini,Cooper,39.300 km,04/2018,Automatik,Benzin,141 kW (192 PS),8l/100km,185g CO2/km (komb)*,22.249
Mitsubishi,Outlander,30.300 km,09/2018,Manuell,Benzin,110 kW (150 PS),7l/100km,159g CO2/km (komb)*,22.349
Volvo,XC90,96.936 km,04/2018,Automatik,Diesel,173 kW (235 PS),7l/100km,149g CO2/km (komb)*,40.040
Alfa,Romeo Stelvio,133.758 km,06/2018,Automatik,Benzin,206 kW (280 PS),7l/100km,161g CO2/km (komb)*,27.549
Kia,cee'd,80.840 km,07/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,16.949
Seat,Leon,127.409 km,08/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,11.549
Seat,Leon,142.578 km,08/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,11.249
Toyota,Aygo,96.887 km,07/2018,Manuell,Benzin,51 kW (69 PS),1l/100km,95g CO2/km (komb)*,9.049
Skoda,Fabia,37.768 km,03/2018,Manuell,Benzin,55 kW (75 PS),8l/100km,185g CO2/km (komb)*,13.549
Mazda,3,26.527 km,01/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,16.949
Ford,Transit,70.000 km,12/2018,Manuell,Diesel,125 kW (170 PS),6l/100km,186g CO2/km (komb)*,19.049
BMW,530,115.000 km,01/2018,Automatik,Diesel,195 kW (265 PS),7l/100km,186g CO2/km (komb)*,31.749
Renault,Clio,57.594 km,06/2018,Manuell,Benzin,54 kW (73 PS),8l/100km,185g CO2/km (komb)*,12.549
Jaguar,XE,130.000 km,08/2018,Manuell,Diesel,132 kW (180 PS),9l/100km,128g CO2/km (komb)*,15.849
Jaguar,XF,90.325 km,08/2018,Automatik,Diesel,177 kW (241 PS),8l/100km,153g CO2/km (komb)*,31.649
Mercedes-Benz,C 43 AMG,124.920 km,07/2018,Automatik,Benzin,270 kW (367 PS),3l/100km,190g CO2/km (komb)*,40.249
Mercedes-Benz,C 200,53.894 km,08/2018,Automatik,Benzin,135 kW (184 PS),8l/100km,185g CO2/km (komb)*,33.949
Peugeot,308,48.750 km,05/2018,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,15.449
Ford,Ranger,146.215 km,10/2018,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,27.549
Volkswagen,Caddy,91.100 km,09/2018,Manuell,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,17.549
Ford,EcoSport,38.000 km,09/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,16.549
Opel,Corsa,75.880 km,03/2018,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,10.849
Ford,Focus,67.500 km,04/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,16.449
Skoda,Rapid,81.492 km,10/2018,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,13.549
Opel,Grandland X,94.400 km,06/2018,Automatik,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,16.049
Renault,Twingo,23.998 km,07/2018,Manuell,Benzin,51 kW (69 PS),5l/100km,125g CO2/km (komb)*,10.049
Mazda,3,31.180 km,05/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,17.549
Mazda,CX-3,94.268 km,04/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,15.949
Ford,Focus,72.657 km,07/2018,Manuell,Benzin,134 kW (182 PS),0l/100km,0g CO2/km (WLTP,20.749
Renault,ZOE,53.500 km,09/2018,Automatik,Elektro,43 kW (58 PS),,0g CO2/km (WLTP,11.349
Opel,Zafira,111.458 km,10/2018,Automatik,Diesel,96 kW (131 PS),7l/100km,183g CO2/km (komb)*,21.249
Hyundai,i30,60.525 km,08/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,16.449
Volvo,V60,76.000 km,07/2018,Automatik,Benzin,112 kW (152 PS),8l/100km,185g CO2/km (komb)*,21.449
Ford,Grand C-Max,94.650 km,04/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,16.349
Ford,Focus,69.459 km,08/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,13.949
Renault,ZOE,78.000 km,03/2018,Automatik,Elektro,43 kW (58 PS),,0g CO2/km (WLTP,10.249
Volvo,V90 Cross Country,123.500 km,04/2018,Automatik,Diesel,173 kW (235 PS),7l/100km,186g CO2/km (komb)*,29.749
Audi,Q2,118.819 km,07/2018,Automatik,Diesel,110 kW (150 PS),8l/100km,125g CO2/km (komb)*,21.749
Land Rover,Discovery,96.352 km,10/2018,Automatik,Diesel,177 kW (241 PS),4l/100km,226g CO2/km (komb)*,29.749
Ford,Focus,41.200 km,11/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,22.249
Mercedes-Benz,GLE 350,129.917 km,12/2018,Automatik,Diesel,190 kW (258 PS),4l/100km,169g CO2/km (komb)*,41.349
Opel,Adam,44.600 km,10/2018,Manuell,Benzin,51 kW (69 PS),6l/100km,128g CO2/km (komb)*,11.949
Audi,A6,52.000 km,07/2018,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,27.549
Opel,Karl,61.329 km,08/2018,Manuell,Benzin,54 kW (73 PS),2l/100km,118g CO2/km (komb)*,11.049
Hyundai,Kona,38.327 km,09/2018,Manuell,Benzin,88 kW (120 PS),4l/100km,125g CO2/km (komb)*,16.849
Seat,Leon,54.461 km,07/2018,Manuell,Benzin,81 kW (110 PS),8l/100km,140g CO2/km (komb)*,12.849
Skoda,Fabia,71.000 km,12/2018,Manuell,Benzin,70 kW (95 PS),0l/100km,0g CO2/km (WLTP,12.749
Ssangyong,XLV,60.980 km,11/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,12.049
Alpine,SONSTIGE,21.000 km,08/2018,Automatik,Benzin,185 kW (252 PS),2l/100km,162g CO2/km (komb)*,63.049
Mercedes-Benz,GLC 250,42.000 km,01/2018,Automatik,Benzin,155 kW (211 PS),8l/100km,185g CO2/km (komb)*,34.549
Volkswagen,up!,35.000 km,04/2018,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (komb)*,11.049
Mercedes-Benz,GLC 350,87.227 km,05/2018,Automatik,Hybrid (Elektro / Benzin),155 kW (211 PS),8l/100km,85g CO2/km (komb)*,37.249
Seat,Leon,139.648 km,07/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,11.249
Seat,Leon,116.103 km,07/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,11.749
Seat,Leon,79.646 km,07/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,12.549
Seat,Leon,102.260 km,08/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,12.049
Seat,Leon,105.653 km,08/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,12.049
Seat,Leon,114.607 km,08/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,11.249
Seat,Leon,130.353 km,08/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,11.249
Seat,Leon,147.589 km,08/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,11.249
Seat,Leon,124.997 km,08/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,11.249
Seat,Leon,103.510 km,07/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,12.049
Seat,Leon,131.622 km,08/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,11.249
Seat,Leon,134.934 km,07/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,11.249
Seat,Leon,137.240 km,08/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,11.249
Seat,Leon,91.340 km,08/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,12.249
Ford,S-Max,70.511 km,07/2018,Automatik,Diesel,110 kW (150 PS),2l/100km,134g CO2/km (komb)*,21.749
Seat,Leon,144.538 km,08/2018,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,10.249
Seat,Leon,119.752 km,08/2018,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,10.549
Renault,ZOE,45.005 km,11/2018,Automatik,Elektro,43 kW (58 PS),,0g CO2/km (komb)*,13.049
Renault,Captur,54.666 km,03/2018,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,13.949
