Brand,Model,YearMonth,cleaned_Price,Price_Eval,Kilometer,Gear_Type,Fuel_Type,Consumption,CO2_g_km,Power_PS,source
Mercedes-Benz,E 400,2018.0,35.349,,145000.0,Automatik,Diesel,8.0,152.0,340.0,Auto.de
Ford,S-Max,2018.0,23.849,,92854.0,Automatik,Diesel,6.0,0.0,190.0,Auto.de
Hyundai,i40,2018.0,15.049,,108070.0,Schaltgetriebe,Benzin,1.0,145.0,135.0,Auto.de
Ford,S-Max,2018.0,22.749,,132595.0,Automatik,Diesel,5.0,144.0,209.0,Auto.de
Volkswagen,Passat Variant,2018.0,19.049,,113593.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Ford,Transit,2018.0,26.049,,52710.0,Schaltgetriebe,Diesel,7.0,186.0,131.0,Auto.de
Ford,Focus,2018.0,17.049,,53100.0,Schaltgetriebe,Benzin,6.0,128.0,150.0,Auto.de
Ford,EcoSport,2018.0,15.549,,83110.0,Schaltgetriebe,Benzin,3.0,119.0,125.0,Auto.de
Volkswagen,T6 Multivan,2018.0,43.349,,100000.0,Automatik,Diesel,7.0,186.0,204.0,Auto.de
Mercedes-Benz,AMG GT R,2018.0,161.249,,4000.0,Automatik,Benzin,8.0,185.0,585.0,Auto.de
Nissan,Qashqai,2018.0,18.549,,64980.0,Schaltgetriebe,Benzin,8.0,134.0,163.0,Auto.de
Hyundai,Santa Fe,2018.0,24.449,,95100.0,Schaltgetriebe,Diesel,6.0,159.0,200.0,Auto.de
Mazda,CX-5,2018.0,23.849,,95951.0,Automatik,Benzin,1.0,162.0,194.0,Auto.de
Ford,Fiesta,2018.0,16.049,,43131.0,Schaltgetriebe,Benzin,3.0,98.0,125.0,Auto.de
Volvo,V40,2018.0,15.949,,61000.0,Schaltgetriebe,Benzin,8.0,185.0,122.0,Auto.de
Renault,Kadjar,2018.0,17.949,,91300.0,Automatik,Benzin,8.0,132.0,131.0,Auto.de
Volkswagen,T-Roc,2018.0,26.549,,37055.0,Automatik,Benzin,7.0,152.0,190.0,Auto.de
Ford,EcoSport,2018.0,15.949,,52172.0,Automatik,Benzin,8.0,134.0,125.0,Auto.de
Ford,Kuga,2018.0,24.349,,67779.0,Automatik,Benzin,7.0,199.0,242.0,Auto.de
Mazda,CX-5,2018.0,24.149,,109547.0,Automatik,Benzin,8.0,162.0,194.0,Auto.de
Ford,Focus,2018.0,16.949,,64977.0,Automatik,Benzin,5.0,125.0,125.0,Auto.de
Renault,Megane,2018.0,15.049,,47770.0,Schaltgetriebe,Benzin,4.0,120.0,101.0,Auto.de
Ford,Edge,2018.0,26.549,,117284.0,Automatik,Diesel,7.0,186.0,209.0,Auto.de
Land Rover,Range Rover Velar,2018.0,55.649,,45597.0,Automatik,Benzin,8.0,214.0,381.0,Auto.de
Mercedes-Benz,GLE 63 AMG,2018.0,57.749,,89063.0,Automatik,Benzin,9.0,282.0,558.0,Auto.de
Mercedes-Benz,V 250,2018.0,43.349,,75575.0,Automatik,Diesel,6.0,159.0,190.0,Auto.de
Kia,Sorento,2018.0,27.349,,116240.0,Automatik,Diesel,2.0,163.0,200.0,Auto.de
Seat,Leon,2018.0,17.049,,109200.0,Schaltgetriebe,Benzin,8.0,134.0,180.0,Auto.de
Cadillac,XT5,2018.0,26.449,,73100.0,Automatik,Benzin,8.0,229.0,314.0,Auto.de
Toyota,Proace,2018.0,39.249,,48920.0,Automatik,Diesel,7.0,186.0,177.0,Auto.de
Land Rover,Discovery Sport,2018.0,26.549,,50500.0,Automatik,Benzin,8.0,191.0,241.0,Auto.de
Volkswagen,Crafter,2018.0,42.549,,55850.0,Schaltgetriebe,Diesel,7.0,186.0,177.0,Auto.de
Kia,Sportage,2018.0,19.949,,80825.0,Schaltgetriebe,Benzin,6.0,177.0,177.0,Auto.de
Skoda,Rapid,2018.0,13.549,,107193.0,Schaltgetriebe,Benzin,5.0,185.0,110.0,Auto.de
Mazda,CX-3,2018.0,15.949,,105000.0,Schaltgetriebe,Benzin,9.0,137.0,120.0,Auto.de
Land Rover,Range Rover,2018.0,62.849,,97325.0,Automatik,Diesel,4.0,0.0,340.0,Auto.de
Kia,Picanto,2018.0,12.849,,27038.0,Schaltgetriebe,Benzin,5.0,114.0,84.0,Auto.de
Renault,Twingo,2018.0,11.749,,88580.0,Automatik,Benzin,2.0,118.0,69.0,Auto.de
Volkswagen,Arteon,2018.0,26.449,,139900.0,Automatik,Benzin,8.0,164.0,280.0,Auto.de
Volkswagen,Tiguan,2018.0,19.549,,94800.0,Schaltgetriebe,Benzin,8.0,132.0,150.0,Auto.de
Audi,A3,2018.0,19.749,,107692.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
Ford,Kuga,2018.0,21.149,,90600.0,Automatik,Benzin,1.0,199.0,242.0,Auto.de
Ford,Focus,2018.0,14.549,,84483.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
Hyundai,IONIQ,2018.0,17.549,,81500.0,Automatik,Elektro,,0.0,120.0,Auto.de
Ford,EcoSport,2018.0,17.049,,22169.0,Automatik,Benzin,2.0,140.0,125.0,Auto.de
Ford,Kuga,2018.0,15.849,,97376.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
Land Rover,Discovery,2018.0,38.649,,90968.0,Automatik,Diesel,3.0,0.0,306.0,Auto.de
Alfa,Romeo Stelvio,2018.0,51.349,,69200.0,Automatik,Benzin,8.0,210.0,510.0,Auto.de
Mazda,3,2018.0,14.549,,141050.0,Schaltgetriebe,Diesel,7.0,186.0,150.0,Auto.de
Opel,Grandland X,2018.0,14.749,,81587.0,Schaltgetriebe,Benzin,8.0,185.0,131.0,Auto.de
Opel,Crossland X,2018.0,14.049,,98787.0,Schaltgetriebe,Benzin,8.0,114.0,131.0,Auto.de
Nissan,370Z,2018.0,31.849,,35755.0,Automatik,Benzin,9.0,254.0,328.0,Auto.de
Mazda,MX-5,2018.0,25.949,,24612.0,Automatik,Benzin,8.0,185.0,160.0,Auto.de
Mercedes-Benz,C 200,2018.0,29.749,,99400.0,Automatik,Benzin,6.0,136.0,184.0,Auto.de
Opel,Corsa,2018.0,13.449,,112000.0,Schaltgetriebe,Benzin,1.0,139.0,150.0,Auto.de
Volkswagen,Touareg,2018.0,39.149,,99880.0,Automatik,Diesel,7.0,182.0,286.0,Auto.de
Seat,Arona,2018.0,15.949,,69673.0,Schaltgetriebe,Benzin,8.0,111.0,95.0,Auto.de
Skoda,Octavia,2018.0,19.049,,98271.0,Automatik,Benzin,8.0,114.0,150.0,Auto.de
BMW,X3,2018.0,31.749,,130000.0,Automatik,Diesel,7.0,186.0,265.0,Auto.de
Audi,A3,2018.0,23.149,,80000.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Volkswagen,Caddy,2018.0,29.349,,88933.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Honda,Civic,2018.0,17.949,,63695.0,Schaltgetriebe,Benzin,8.0,185.0,129.0,Auto.de
Nissan,Juke,2018.0,17.949,,24431.0,Schaltgetriebe,Benzin,8.0,165.0,218.0,Auto.de
Mercedes-Benz,Sprinter,2018.0,33.649,,72110.0,Schaltgetriebe,Diesel,4.0,0.0,143.0,Auto.de
Audi,A8,2018.0,47.749,,100000.0,Automatik,Diesel,7.0,186.0,286.0,Auto.de
Skoda,Kodiaq,2018.0,20.149,,83427.0,Schaltgetriebe,Benzin,8.0,137.0,125.0,Auto.de
Ford,Grand C-Max,2018.0,20.149,,59500.0,Schaltgetriebe,Benzin,8.0,119.0,125.0,Auto.de
Mercedes-Benz,GLC 350,2018.0,38.149,,135500.0,Automatik,Diesel,7.0,161.0,258.0,Auto.de
Ford,Mustang,2018.0,49.349,,16277.0,Automatik,Benzin,8.0,285.0,450.0,Auto.de
Audi,R8,2018.0,126.849,,35500.0,Automatik,Benzin,8.0,286.0,540.0,Auto.de
Volkswagen,T-Roc,2018.0,19.349,,69987.0,Schaltgetriebe,Benzin,8.0,120.0,150.0,Auto.de
Volkswagen,T-Roc,2018.0,24.049,,119433.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Mercedes-Benz,A 220,2018.0,25.849,,76500.0,Automatik,Benzin,8.0,185.0,190.0,Auto.de
Volvo,XC60,2018.0,32.749,,85500.0,Automatik,Benzin,8.0,185.0,250.0,Auto.de
Audi,A4,2018.0,29.749,,53337.0,Automatik,Benzin,6.0,135.0,252.0,Auto.de
Volkswagen,T6 Caravelle,2018.0,35.949,,39385.0,Schaltgetriebe,Diesel,7.0,186.0,102.0,Auto.de
Ford,Kuga,2018.0,15.049,,99988.0,Schaltgetriebe,Benzin,8.0,185.0,120.0,Auto.de
Volvo,XC60,2018.0,36.549,,75500.0,Automatik,Diesel,8.0,153.0,190.0,Auto.de
Ford,Transit,2018.0,31.449,,111623.0,Schaltgetriebe,Diesel,6.0,186.0,131.0,Auto.de
Toyota,Proace,2018.0,42.049,,75000.0,Automatik,Diesel,2.0,163.0,177.0,Auto.de
Ford,Kuga,2018.0,16.949,,139990.0,Automatik,Diesel,7.0,186.0,180.0,Auto.de
Peugeot,308,2018.0,17.049,,33233.0,Schaltgetriebe,Benzin,8.0,185.0,131.0,Auto.de
Ford,Transit Custom,2018.0,28.549,,76004.0,Automatik,Diesel,7.0,181.0,131.0,Auto.de
Mercedes-Benz,S 400,2018.0,65.449,,88000.0,Automatik,Diesel,7.0,186.0,340.0,Auto.de
Renault,Megane,2018.0,16.849,,75720.0,Schaltgetriebe,Benzin,8.0,185.0,132.0,Auto.de
Audi,A4 Allroad,2018.0,28.549,,99115.0,Automatik,Diesel,7.0,186.0,190.0,Auto.de
Ford,EcoSport,2018.0,18.449,,38800.0,Schaltgetriebe,Benzin,8.0,119.0,140.0,Auto.de
Cadillac,ATS,2018.0,24.349,,58140.0,Automatik,Benzin,8.0,204.0,276.0,Auto.de
Kia,Sorento,2018.0,28.049,,79574.0,Automatik,Diesel,7.0,186.0,200.0,Auto.de
Mini,One Clubman,2018.0,17.849,,64718.0,Automatik,Benzin,8.0,185.0,102.0,Auto.de
Kia,Sportage,2018.0,19.949,,127000.0,Automatik,Diesel,7.0,186.0,185.0,Auto.de
Ford,Transit Connect,2018.0,22.149,,71397.0,Automatik,Diesel,1.0,0.0,101.0,Auto.de
Ford,Transit Custom,2018.0,24.449,,55780.0,Schaltgetriebe,Diesel,6.0,171.0,131.0,Auto.de
Ford,Edge,2018.0,23.249,,76550.0,Schaltgetriebe,Diesel,8.0,154.0,180.0,Auto.de
BMW,520,2018.0,26.349,,85300.0,Automatik,Diesel,7.0,186.0,190.0,Auto.de
Ford,S-Max,2018.0,27.449,,92854.0,Automatik,Diesel,6.0,0.0,190.0,Auto.de
Dacia,Duster,2018.0,14.649,,133500.0,Automatik,Diesel,5.0,116.0,109.0,Auto.de
Hyundai,i40,2018.0,15.349,,108070.0,Schaltgetriebe,Benzin,1.0,145.0,135.0,Auto.de
Mercedes-Benz,CLA 180,2018.0,20.99,,91924.0,Automatik,Benzin,4.0,126.0,122.0,Auto.de
Opel,Corsa,2018.0,12.849,,61990.0,Schaltgetriebe,Benzin,6.0,128.0,101.0,Auto.de
Volkswagen,Sharan,2018.0,27.549,,97750.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Ford,Mondeo,2018.0,25.449,,44646.0,Automatik,Diesel,7.0,186.0,180.0,Auto.de
Hyundai,Santa Fe,2018.0,25.349,,93190.0,Automatik,Diesel,7.0,186.0,200.0,Auto.de
Volvo,XC60,2018.0,31.849,,62790.0,Automatik,Benzin,8.0,185.0,250.0,Auto.de
Ford,Kuga,2018.0,18.849,,91080.0,Schaltgetriebe,Benzin,2.0,164.0,150.0,Auto.de
Ford,Fiesta,2018.0,16.949,,67941.0,Schaltgetriebe,Benzin,3.0,97.0,101.0,Auto.de
Opel,Astra,2018.0,14.749,,69500.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
Audi,A4,2018.0,24.349,,44000.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Renault,Talisman,2018.0,16.949,,97350.0,Automatik,Benzin,8.0,133.0,150.0,Auto.de
Ford,Edge,2018.0,23.349,,90000.0,Automatik,Diesel,7.0,186.0,209.0,Auto.de
Opel,Insignia,2018.0,16.449,,48000.0,Schaltgetriebe,Benzin,8.0,185.0,165.0,Auto.de
Ford,C-Max,2018.0,18.049,,92000.0,Schaltgetriebe,Benzin,8.0,185.0,125.0,Auto.de
Honda,CR-V,2018.0,22.049,,46110.0,Schaltgetriebe,Benzin,8.0,185.0,155.0,Auto.de
Volkswagen,Golf,2018.0,20.049,,60347.0,Schaltgetriebe,Benzin,0.0,0.0,150.0,Auto.de
Jaguar,XF,2018.0,31.749,,89000.0,Automatik,Diesel,8.0,153.0,241.0,Auto.de
Renault,Megane,2018.0,14.549,,72500.0,Schaltgetriebe,Benzin,8.0,185.0,132.0,Auto.de
Volvo,XC60,2018.0,34.949,,79800.0,Automatik,Diesel,8.0,153.0,190.0,Auto.de
Volkswagen,Touareg,2018.0,56.549,,76697.0,Automatik,Diesel,6.0,173.0,286.0,Auto.de
Volkswagen,Touareg,2018.0,52.149,,76697.0,Automatik,Diesel,6.0,173.0,286.0,Auto.de
Volkswagen,T6 Caravelle,2018.0,36.949,,39385.0,Schaltgetriebe,Diesel,0.0,0.0,102.0,Auto.de
Volkswagen,Passat Alltrack,2018.0,29.349,,64485.0,Automatik,Benzin,9.0,160.0,220.0,Auto.de
Volkswagen,Golf,2018.0,16.849,,67629.0,Schaltgetriebe,Diesel,94.0,0.0,116.0,Auto.de
Renault,Scenic,2018.0,15.949,,134677.0,Automatik,Benzin,5.0,130.0,163.0,Auto.de
Audi,A4,2018.0,22.849,,51431.0,Schaltgetriebe,Benzin,5.0,131.0,150.0,Auto.de
Ford,Focus,2018.0,16.849,,76506.0,Automatik,Benzin,5.0,125.0,125.0,Auto.de
Skoda,Fabia,2018.0,14.349,,51200.0,Schaltgetriebe,Benzin,0.0,0.0,110.0,Auto.de
Jaguar,E-Pace,2018.0,27.549,,47000.0,Automatik,Diesel,6.0,158.0,180.0,Auto.de
Jaguar,F-Pace,2018.0,40.349,,36500.0,Automatik,Diesel,3.0,166.0,241.0,Auto.de
Volkswagen,Crafter,2018.0,23.849,,93600.0,Schaltgetriebe,Diesel,7.0,186.0,140.0,Auto.de
Volkswagen,Crafter,2018.0,24.949,,93600.0,Schaltgetriebe,Diesel,7.0,186.0,140.0,Auto.de
Renault,Trafic,2018.0,24.349,,98657.0,Schaltgetriebe,Diesel,7.0,186.0,146.0,Auto.de
Volkswagen,T-Roc,2018.0,27.349,,61911.0,Automatik,Benzin,8.0,152.0,190.0,Auto.de
Mercedes-Benz,B 220,2018.0,19.049,,133000.0,Automatik,Diesel,1.0,107.0,177.0,Auto.de
Dacia,Logan,2018.0,10.849,,112800.0,Schaltgetriebe,Benzin,5.0,115.0,90.0,Auto.de
Hyundai,i30,2018.0,11.649,,102729.0,Schaltgetriebe,Benzin,8.0,115.0,120.0,Auto.de
Mercedes-Benz,E 220,2018.0,31.249,,129000.0,Automatik,Diesel,4.0,106.0,194.0,Auto.de
Ford,S-Max,2018.0,23.349,,80000.0,Automatik,Benzin,9.0,180.0,241.0,Auto.de
Volkswagen,Golf Sportsvan,2018.0,21.249,,41350.0,Automatik,Benzin,8.0,116.0,131.0,Auto.de
Mazda,CX-3,2018.0,17.849,,83500.0,Schaltgetriebe,Benzin,4.0,150.0,150.0,Auto.de
BMW,X5,2018.0,47.649,,83500.0,Automatik,Benzin,8.0,201.0,306.0,Auto.de
Ford,Fiesta,2018.0,10.949,,99623.0,Schaltgetriebe,Benzin,8.0,185.0,86.0,Auto.de
Kia,Sorento,2018.0,31.749,,78070.0,Automatik,Diesel,6.0,0.0,200.0,Auto.de
Land Rover,Range Rover Evoque,2018.0,26.149,,90500.0,Automatik,Diesel,2.0,164.0,150.0,Auto.de
Mercedes-Benz,B 180,2018.0,19.649,,68150.0,Automatik,Benzin,7.0,153.0,122.0,Auto.de
Peugeot,3008,2018.0,21.249,,74200.0,Automatik,Diesel,7.0,186.0,131.0,Auto.de
Kia,Niro,2018.0,18.449,,133259.0,Automatik,Hybrid (Elektro / Benzin),4.0,101.0,141.0,Auto.de
Kia,cee'd,2018.0,13.249,,127440.0,Schaltgetriebe,Benzin,6.0,134.0,135.0,Auto.de
Ford,S-Max,2018.0,24.749,,94544.0,Automatik,Diesel,6.0,0.0,190.0,Auto.de
Skoda,Superb,2018.0,19.049,,89333.0,Schaltgetriebe,Benzin,3.0,122.0,125.0,Auto.de
Ford,Focus,2018.0,19.649,,30160.0,Schaltgetriebe,Benzin,6.0,128.0,150.0,Auto.de
Dacia,Duster,2018.0,20.149,,56851.0,Automatik,Diesel,5.0,116.0,109.0,Auto.de
Opel,Insignia,2018.0,30.749,,79000.0,Automatik,Diesel,7.0,184.0,209.0,Auto.de
Abarth,595,2018.0,16.949,,60500.0,Schaltgetriebe,Benzin,8.0,185.0,146.0,Auto.de
Mazda,CX-5,2018.0,21.249,,149990.0,Automatik,Benzin,8.0,185.0,194.0,Auto.de
Renault,Captur,2018.0,14.649,,43500.0,Schaltgetriebe,Benzin,1.0,121.0,90.0,Auto.de
Ford,Mondeo,2018.0,19.049,,88202.0,Automatik,Benzin,5.0,152.0,160.0,Auto.de
Peugeot,5008,2018.0,22.849,,69000.0,Automatik,Benzin,8.0,133.0,165.0,Auto.de
Opel,Insignia,2018.0,23.349,,130000.0,Automatik,Benzin,9.0,203.0,260.0,Auto.de
Hyundai,i30,2018.0,14.349,,53500.0,Schaltgetriebe,Benzin,5.0,115.0,120.0,Auto.de
Toyota,Mirai,2018.0,23.249,,122881.0,Automatik,Wasserstoff,,0.0,154.0,Auto.de
Audi,SQ7,2018.0,58.849,,72325.0,Automatik,Diesel,6.0,199.0,435.0,Auto.de
Land Rover,Range Rover Sport,2018.0,60.849,,95300.0,Automatik,Benzin,3.0,280.0,525.0,Auto.de
Land Rover,Range Rover Sport,2018.0,59.649,,88400.0,Automatik,Benzin,8.0,294.0,525.0,Auto.de
Land Rover,Discovery Sport,2018.0,36.049,,49900.0,Automatik,Diesel,8.0,181.0,241.0,Auto.de
Ford,Fiesta,2018.0,13.249,,69860.0,Schaltgetriebe,Benzin,0.0,0.0,101.0,Auto.de
Seat,Leon,2018.0,20.049,,91350.0,Schaltgetriebe,Benzin,8.0,134.0,180.0,Auto.de
Jaguar,F-Pace,2018.0,42.349,,72500.0,Automatik,Diesel,3.0,166.0,301.0,Auto.de
Jaguar,F-Pace,2018.0,44.549,,70000.0,Automatik,Diesel,3.0,166.0,301.0,Auto.de
Jeep,Renegade,2018.0,17.549,,60900.0,Schaltgetriebe,Benzin,1.0,139.0,120.0,Auto.de
Volkswagen,T-Roc,2018.0,23.249,,88717.0,Automatik,Benzin,8.0,152.0,190.0,Auto.de
Opel,Zafira,2018.0,17.749,,58700.0,Schaltgetriebe,Benzin,8.0,185.0,140.0,Auto.de
Ford,Focus,2018.0,13.749,,80184.0,Schaltgetriebe,Benzin,7.0,108.0,125.0,Auto.de
Ford,EcoSport,2018.0,14.749,,91220.0,Schaltgetriebe,Benzin,5.0,114.0,125.0,Auto.de
Jaguar,E-Pace,2018.0,27.449,,39527.0,Automatik,Diesel,6.0,0.0,180.0,Auto.de
Ford,S-Max,2018.0,25.449,,55464.0,Automatik,Diesel,5.0,0.0,190.0,Auto.de
Mitsubishi,Eclipse,2018.0,19.649,,45829.0,Schaltgetriebe,Benzin,0.0,0.0,163.0,Auto.de
Mazda,6,2018.0,18.949,,108385.0,Schaltgetriebe,Benzin,0.0,0.0,165.0,Auto.de
Land Rover,Discovery,2018.0,42.449,,82438.0,Automatik,Diesel,0.0,0.0,306.0,Auto.de
Skoda,Octavia,2018.0,25.449,,76900.0,Automatik,Benzin,0.0,0.0,180.0,Auto.de
Opel,Vivaro,2018.0,19.149,,138699.0,Schaltgetriebe,Diesel,1.0,160.0,95.0,Auto.de
BMW,225,2018.0,17.849,,75600.0,Automatik,Hybrid (Elektro / Benzin),8.0,85.0,224.0,Auto.de
Hyundai,i30,2018.0,23.249,,86441.0,Schaltgetriebe,Benzin,1.0,163.0,275.0,Auto.de
Volvo,XC60,2018.0,27.549,,132050.0,Automatik,Diesel,7.0,186.0,190.0,Auto.de
Volkswagen,Caddy,2018.0,17.949,,100000.0,Automatik,Diesel,7.0,186.0,102.0,Auto.de
Volkswagen,Caddy,2018.0,18.949,,58800.0,Schaltgetriebe,Diesel,7.0,186.0,102.0,Auto.de
Volkswagen,Caddy,2018.0,18.949,,51200.0,Schaltgetriebe,Diesel,7.0,186.0,102.0,Auto.de
Ford,EcoSport,2018.0,18.049,,40500.0,Schaltgetriebe,Benzin,8.0,185.0,125.0,Auto.de
Mazda,3,2018.0,16.949,,43350.0,Schaltgetriebe,Benzin,8.0,185.0,120.0,Auto.de
Opel,Mokka,2018.0,13.849,,125429.0,Automatik,Benzin,8.0,185.0,140.0,Auto.de
Opel,Astra,2018.0,13.849,,117000.0,Schaltgetriebe,Benzin,8.0,185.0,125.0,Auto.de
Ford,Grand C-Max,2018.0,20.149,,41000.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Ford,Ka / Ka+,2018.0,11.849,,47500.0,Schaltgetriebe,Benzin,8.0,185.0,86.0,Auto.de
Ford,EcoSport,2018.0,18.049,,48300.0,Schaltgetriebe,Benzin,8.0,185.0,125.0,Auto.de
BMW,X3,2018.0,31.749,,53000.0,Automatik,Benzin,8.0,185.0,184.0,Auto.de
BMW,320,2018.0,24.949,,103840.0,Automatik,Diesel,8.0,127.0,190.0,Auto.de
Ford,C-Max,2018.0,16.549,,58132.0,Schaltgetriebe,Benzin,8.0,131.0,125.0,Auto.de
Opel,Crossland X,2018.0,16.549,,16600.0,Schaltgetriebe,Benzin,5.0,114.0,131.0,Auto.de
Volkswagen,Touareg,2018.0,49.049,,76697.0,Automatik,Diesel,6.0,173.0,286.0,Auto.de
Jaguar,XE,2018.0,24.949,,67350.0,Automatik,Benzin,8.0,178.0,200.0,Auto.de
Jaguar,E-Pace,2018.0,33.849,,19990.0,Automatik,Benzin,8.0,182.0,200.0,Auto.de
Jaguar,I-Pace,2018.0,36.649,,66800.0,Automatik,Elektro,,0.0,400.0,Auto.de
Volkswagen,Polo,2018.0,13.049,,84749.0,Schaltgetriebe,Benzin,8.0,108.0,65.0,Auto.de
Fiat,500,2018.0,11.949,,28300.0,Schaltgetriebe,Benzin,8.0,111.0,69.0,Auto.de
Jaguar,E-Pace,2018.0,32.749,,36500.0,Automatik,Benzin,3.0,189.0,249.0,Auto.de
Audi,Q3,2018.0,22.949,,61100.0,Automatik,Benzin,8.0,185.0,150.0,Auto.de
Volkswagen,Passat Variant,2018.0,30.749,,47900.0,Automatik,Hybrid (Elektro / Benzin),7.0,38.0,218.0,Auto.de
Volkswagen,Tiguan,2018.0,28.249,,40080.0,Schaltgetriebe,Benzin,0.0,0.0,150.0,Auto.de
Opel,Grandland X,2018.0,19.949,,32000.0,Automatik,Benzin,0.0,0.0,131.0,Auto.de
Volkswagen,Golf,2018.0,17.049,,120389.0,Schaltgetriebe,Diesel,2.0,109.0,116.0,Auto.de
Seat,Leon,2018.0,15.349,,108000.0,Schaltgetriebe,Benzin,8.0,114.0,150.0,Auto.de
Volkswagen,Touran,2018.0,21.849,,73500.0,Schaltgetriebe,Benzin,8.0,185.0,150.0,Auto.de
BMW,X5,2018.0,36.649,,146000.0,Automatik,Diesel,9.0,183.0,313.0,Auto.de
Opel,Insignia,2018.0,18.749,,143000.0,Automatik,Diesel,7.0,186.0,209.0,Auto.de
Hyundai,i30,2018.0,17.349,,80222.0,Schaltgetriebe,Benzin,8.0,185.0,140.0,Auto.de
Ssangyong,REXTON,2018.0,23.349,,74954.0,Automatik,Diesel,7.0,186.0,181.0,Auto.de
Land Rover,Range Rover Evoque,2018.0,31.149,,32915.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Volkswagen,T6 SONSTIGE,2018.0,34.949,,90000.0,Automatik,Diesel,7.0,186.0,150.0,Auto.de
Opel,Insignia CT,2018.0,20.849,,142500.0,Automatik,Benzin,8.0,185.0,260.0,Auto.de
Mercedes-Benz,E 250,2018.0,30.049,,65234.0,Automatik,Benzin,8.0,185.0,211.0,Auto.de
Nissan,Qashqai,2018.0,16.949,,67807.0,Schaltgetriebe,Benzin,8.0,185.0,116.0,Auto.de
Seat,Leon,2018.0,12.549,,54461.0,Schaltgetriebe,Benzin,8.0,185.0,110.0,Auto.de
Ford,Edge,2018.0,26.549,,99141.0,Automatik,Diesel,7.0,186.0,209.0,Auto.de
Ford,Focus,2018.0,23.849,,55400.0,Schaltgetriebe,Benzin,8.0,185.0,182.0,Auto.de
Opel,Astra,2018.0,13.949,,76145.0,Schaltgetriebe,Benzin,6.0,107.0,105.0,Auto.de
Kia,Stonic,2018.0,15.949,,42620.0,Schaltgetriebe,Benzin,5.0,115.0,101.0,Auto.de
Ford,EcoSport,2018.0,13.049,,73550.0,Schaltgetriebe,Benzin,8.0,185.0,125.0,Auto.de
Hyundai,Tucson,2018.0,18.549,,41000.0,Schaltgetriebe,Benzin,3.0,0.0,177.0,Auto.de
Opel,Astra,2018.0,11.449,,90215.0,Schaltgetriebe,Diesel,7.0,186.0,110.0,Auto.de
Skoda,Octavia,2018.0,20.149,,84622.0,Automatik,Benzin,8.0,185.0,180.0,Auto.de
Renault,Trafic,2018.0,23.649,,61580.0,Schaltgetriebe,Diesel,7.0,186.0,125.0,Auto.de
Volkswagen,T6 Multivan,2018.0,41.349,,85779.0,Automatik,Diesel,6.0,186.0,204.0,Auto.de
Lexus,RX 300,2018.0,42.449,,51278.0,Automatik,Benzin,6.0,245.0,238.0,Auto.de
Land Rover,Discovery Sport,2018.0,21.149,,150000.0,Automatik,Diesel,3.0,139.0,180.0,Auto.de
Porsche,991,2018.0,169.549,,17450.0,Automatik,Benzin,7.0,288.0,500.0,Auto.de
Volkswagen,Touareg,2018.0,44.049,,90000.0,Automatik,Diesel,6.0,173.0,286.0,Auto.de
Peugeot,5008,2018.0,15.949,,150000.0,Schaltgetriebe,Diesel,2.0,109.0,131.0,Auto.de
Opel,Crossland X,2018.0,11.949,,95000.0,Schaltgetriebe,Benzin,5.0,114.0,131.0,Auto.de
Volkswagen,Golf Sportsvan,2018.0,18.649,,87740.0,Automatik,Benzin,1.0,116.0,131.0,Auto.de
Volkswagen,Golf Sportsvan,2018.0,15.849,,84450.0,Schaltgetriebe,Benzin,0.0,0.0,86.0,Auto.de
Opel,Corsa,2018.0,12.649,,62600.0,Schaltgetriebe,Benzin,8.0,185.0,90.0,Auto.de
Opel,Grandland X,2018.0,19.949,,78411.0,Schaltgetriebe,Diesel,0.0,0.0,120.0,Auto.de
Opel,Grandland X,2018.0,20.049,,40944.0,Schaltgetriebe,Benzin,0.0,0.0,131.0,Auto.de
Ford,Kuga,2018.0,19.149,,60075.0,Schaltgetriebe,Benzin,2.0,164.0,150.0,Auto.de
Honda,Jazz,2018.0,13.549,,53025.0,Schaltgetriebe,Benzin,1.0,117.0,102.0,Auto.de
Mercedes-Benz,A 180,2018.0,23.349,,38720.0,Schaltgetriebe,Benzin,8.0,185.0,136.0,Auto.de
Ford,EcoSport,2018.0,16.049,,57600.0,Schaltgetriebe,Benzin,8.0,185.0,140.0,Auto.de
Skoda,Octavia,2018.0,25.449,,73128.0,Automatik,Benzin,6.0,149.0,230.0,Auto.de
Mercedes-Benz,E 250,2018.0,28.649,,115088.0,Automatik,Benzin,2.0,140.0,211.0,Auto.de
Volkswagen,Golf Sportsvan,2018.0,18.549,,48233.0,Schaltgetriebe,Benzin,1.0,116.0,131.0,Auto.de
