Brand,Model,YearMonth,cleaned_Price,Price_Eval,Kilometer,Gear_Type,Fuel_Type,Consumption,CO2_g_km,Power_PS,source
up!,1.0 ASG move up!  Klima,2019.0,10830.0,Fairer Preis,91236.0,,Benzin,,,75.0,Mobile.de
A1,"Sportback 1,4 I S-Line PDC/SHZ/LM",2016.0,14890.0,Fairer Preis,73374.0,,Benzin,,,125.0,Mobile.de
Polo,V Sound BMT/Start-Stopp,2017.0,12800.0,Guter Preis,72500.0,,Benzin,,,90.0,Mobile.de
Polo,1.0 Comfortline BMT V Start-Stopp,2016.0,10900.0,Ohne Bewertung,114885.0,,Benzin,,,75.0,Mobile.de
A1,Sportback Sline/1.4 TFSI/Tepomat/PDC/Navi/AHK,2018.0,16990.0,Fairer Preis,104390.0,,Benzin,,,150.0,Mobile.de
Caddy,2.0TDI DSG/AHK/Standhz./Sitzhz/Tempom/Flüg,2018.0,16880.0,Fairer Preis,100000.0,,Diesel,,,102.0,Mobile.de
Polo,2.Hd*PDC*NAVI*TÜV NEU,2018.0,14490.0,Fairer Preis,71280.0,,Benzin,,,95.0,Mobile.de
A1,Sportback basis ALU/NAVI/XENON/L.S-HEFT/1.H,2015.0,12490.0,Fairer Preis,87604.0,,Benzin,,,95.0,Mobile.de
Polo,Life 8.fach Tempomat PDC Kurvenlicht Euro 5,2014.0,8490.0,Fairer Preis,90000.0,,Benzin,,,60.0,Mobile.de
Polo,1.8 TSI DSG GTI /Vollausstattung/,2016.0,17200.0,Sehr guter Preis,49600.0,,Benzin,,,192.0,Mobile.de
A1,1.0TFSI 95PS Attraction Navi MFL PDC SHZ,2016.0,11249.0,Fairer Preis,120526.0,,Benzin,,,95.0,Mobile.de
Polo,1.2 V Comfortline BMT/Start-Stopp,2016.0,9490.0,Guter Preis,98350.0,,Benzin,,,90.0,Mobile.de
Polo,1.0 Allstar PDC.Sitzheizung.Climatronic.SHZ,2017.0,12490.0,Erhöhter Preis,69900.0,,Benzin,,,75.0,Mobile.de
Golf,Comfortline,2014.0,10490.0,Ohne Bewertung,125000.0,,Diesel,,,105.0,Mobile.de
Polo,V Life,2013.0,8950.0,Fairer Preis,89000.0,,Benzin,,,90.0,Mobile.de
Polo,United 1.0 TSI LED Navi Kamera,2020.0,14830.0,Fairer Preis,97100.0,,Benzin,,,95.0,Mobile.de
S1,2.0 TFSI quattro /BOSE/LEDER/LED/Schalensitze,2014.0,15999.0,Ohne Bewertung,132700.0,,Benzin,,,231.0,Mobile.de
Polo,NEUER TÜV Polo 1.2 TSI 66kW LOUNGE BMT ,2015.0,8999.0,Sehr guter Preis,89000.0,,Benzin,,,90.0,Mobile.de
Polo,"V Silver Edition,1.HAND,KLIMA,ALU.KETTE NEU",2013.0,8800.0,Fairer Preis,98000.0,,Benzin,,,90.0,Mobile.de
Polo,1.2TSI LIFE*PANORAMA*NAVI*Sitzhzg-SPORTSITZ,2013.0,8999.0,Fairer Preis,113700.0,,Benzin,,,105.0,Mobile.de
Polo,VI 1.0TSI DSG Highline ACC+SITZHZ+APP-CONN+,2020.0,16899.0,Fairer Preis,63246.0,,Benzin,,,95.0,Mobile.de
Polo,VI GTI*Automatik*Alu*Assistent*PDC*200PS*,2019.0,17780.0,Guter Preis,70803.0,,Benzin,,,200.0,Mobile.de
Polo,1.2 TSI 66kW -,2016.0,9500.0,Fairer Preis,96000.0,,Benzin,,,90.0,Mobile.de
Beetle,"Design 1,2 TSI  Navi,Klima,Pano,Temp,PDC",2012.0,11500.0,Ohne Bewertung,63000.0,,Benzin,,,105.0,Mobile.de
Polo,1.0 TSI Highline*PDC*SHZ*KLIMA*LIMITER*NAVI,2018.0,12490.0,Fairer Preis,88033.0,,Benzin,,,95.0,Mobile.de
A1,Sportback 1.4 TFSI Ambition S-Line*Xenon*PDC*,2014.0,11949.0,Ohne Bewertung,86925.0,,Benzin,,,122.0,Mobile.de
up!,1.0 move up! Klima*Cool&Sound*1.Hand*,2014.0,5690.0,Guter Preis,92331.0,,Benzin,,,60.0,Mobile.de
Polo,V Life Xenon Sitzh. ALU HU/AU Service neu,2014.0,8990.0,Guter Preis,87301.0,,Benzin,,,90.0,Mobile.de
Polo,1.2 Lounge BMT 1.HD Bluetooth SHZ TÜV neu,2015.0,11180.0,Guter Preis,71100.0,,Benzin,,,90.0,Mobile.de
Polo,V Fresh BMT/Start-Stopp,2014.0,8999.0,Fairer Preis,93000.0,,Benzin,,,75.0,Mobile.de
Polo,V Life,2014.0,8900.0,Fairer Preis,113000.0,,Benzin,,,69.0,Mobile.de
Polo,1.0TSI HIGHLINE LED+NSW+APP+ACC+SHZ+PDC+RFK,2020.0,16930.0,Fairer Preis,76190.0,,Benzin,,,110.0,Mobile.de
Polo,"POLO COMFORT 1,2i *90PS *INSP.+TÜV NEU *GARANTIE",2014.0,9490.0,Guter Preis,80000.0,,Benzin,,,90.0,Mobile.de
Polo,1.0 TSI Highline DSG Navi ACC LED PDC,2018.0,19950.0,Erhöhter Preis,44129.0,,Benzin,,,116.0,Mobile.de
up!,1.0 68PS Erdgas move up! eco Klima Navi,2016.0,8249.0,Guter Preis,69999.0,,Benzin,,,68.0,Mobile.de
Polo,1.0 TSI 70kW Highline Highline*TÜV neu*,2018.0,13100.0,Fairer Preis,86100.0,,Benzin,,,95.0,Mobile.de
Polo,V Style/S-DACH/SHZ/1HD+TZ/PDC/KLIMA,2014.0,8950.0,Fairer Preis,80000.0,,Benzin,,,69.0,Mobile.de
Polo,VI GTI DSG LED Virtual Design-Paket Dach,2019.0,17990.0,Sehr guter Preis,76000.0,,Benzin,,,200.0,Mobile.de
A1,"Sportback 40TFSI DSG S-line LED,Navi,ACC,SHZ",2019.0,20999.0,Guter Preis,100000.0,,Benzin,,,200.0,Mobile.de
Polo,GTI DSG/ACC/APPLE/ANDROID/NAVI/S-HEFT/F1,2019.0,17490.0,Guter Preis,75000.0,,Benzin,,,200.0,Mobile.de
118,i**TÜV 09/2026*Automatic*Garantie*8-fach*,2017.0,17480.0,Erhöhter Preis,57910.0,,Benzin,,,136.0,Mobile.de
A3,"Sportback 2.0  Ambition""TÜV""GARANTIE""",2014.0,18999.0,Ohne Bewertung,50000.0,,Diesel,,,150.0,Mobile.de
Polo,Highline BMT/Start-Stopp,2016.0,11900.0,Guter Preis,74609.0,,Benzin,,,110.0,Mobile.de
135,,2019.0,27990.0,Ohne Bewertung,92000.0,,Benzin,,,306.0,Mobile.de
Polo,1.0 TSI HIGHLINE KLIMA+SITZHEIZUNG+DAB+ALU,2021.0,15930.0,Erhöhter Preis,86535.0,,Benzin,,,95.0,Mobile.de
A1,"Sportback ambition , TÜV neu , 1 Hand",2013.0,11800.0,Ohne Bewertung,104400.0,,Benzin,,,122.0,Mobile.de
Polo,1.2 TSI Highline PDC SHZ Klimaautomatik,2011.0,9999.0,Ohne Bewertung,90495.0,,Benzin,,,105.0,Mobile.de
A1,Sportback S-Line /Automatik/Xenon/PDC/ALU,2017.0,15890.0,Fairer Preis,77700.0,,Benzin,,,95.0,Mobile.de
Polo,V Comfortline,2013.0,7650.0,Guter Preis,67500.0,,Benzin,,,69.0,Mobile.de
Polo,V Life *86TKM*KLIMA*SITZH*PDC*5 TÜRIG*TEMP.,2014.0,8990.0,Fairer Preis,86000.0,,Benzin,,,69.0,Mobile.de
A3,SPORT SP.SITZE KLIMA NAVI SZH PDC 8-FACH,2017.0,14990.0,Sehr guter Preis,75500.0,,Benzin,,,150.0,Mobile.de
Polo,POLO COMFORTLINE ALLWETTER TEMPOMAT PDC 1.HAND,2014.0,9490.0,Fairer Preis,80800.0,,Benzin,,,60.0,Mobile.de
A1,"1.4TFSI S-tronic S-line Navi,Bi-Xenon,SHZ,PDC",2011.0,12400.0,Ohne Bewertung,97000.0,,Benzin,,,185.0,Mobile.de
A1,Sportback admired S line,2014.0,11900.0,Ohne Bewertung,106400.0,,Benzin,,,86.0,Mobile.de
A1,1.4 TFSI ,2013.0,10950.0,Ohne Bewertung,92543.0,,Benzin,,,122.0,Mobile.de
A1,1.4 TFSI S tronic S line Sportback S line,2014.0,11899.0,Ohne Bewertung,78000.0,,Benzin,,,122.0,Mobile.de
Polo,1.0 TSI R-LINE LED SHZ PDC ALU KLIMA,2018.0,13680.0,Fairer Preis,99000.0,,Benzin,,,95.0,Mobile.de
Polo,V Highline Navi PDC SHZ Bluetoot 1. Hand,2017.0,10990.0,Guter Preis,100000.0,,Benzin,,,110.0,Mobile.de
116,i A/T ,2021.0,18501.0,Guter Preis,80855.0,,Benzin,,,109.0,Mobile.de
up!,1.0 TSI GTI Beats DAB Sitzheizung Bluetooth,2019.0,16490.0,Fairer Preis,56051.0,,Benzin,,,116.0,Mobile.de
Polo,V Highline/Klima/PDC/Panorama/TÜV NEU,2013.0,8200.0,Guter Preis,104500.0,,Benzin,,,90.0,Mobile.de
Polo,VI2.0 TSI+Panorama+Navi+LED+PDCv+h+SHZ+Temp,2019.0,18900.0,Guter Preis,65800.0,,Benzin,,,200.0,Mobile.de
Polo,V Lounge BMT/Start-Stopp+Navi+Klimaaut+LED,2016.0,8980.0,Guter Preis,124985.0,,Benzin,,,90.0,Mobile.de
Fiesta,ST 1.6 EcoBoost Performance Recaro Leder,2014.0,13990.0,Ohne Bewertung,75740.0,,Benzin,,,182.0,Mobile.de
Polo,VI GTI Navi*LED*Kamera*PDC*LM Navi LED LM,2019.0,18980.0,Guter Preis,72070.0,,Benzin,,,200.0,Mobile.de
Polo,VI GTI 2.0 TSI DSG LM LED 2xKlimaautomatik,2020.0,20061.0,Fairer Preis,65364.0,,Benzin,,,200.0,Mobile.de
Polo,1.0 TSI Sitzheizung Parksensoren Bluetooth,2014.0,8980.0,Fairer Preis,86830.0,,Benzin,,,75.0,Mobile.de
Polo,V Cross Polo Urban White *SHZ*KLIMA,2013.0,9490.0,Ohne Bewertung,73800.0,,Benzin,,,90.0,Mobile.de
Polo,"1,2 TSI Highline AHK Navi Klima",2016.0,10480.0,Fairer Preis,113000.0,,Benzin,,,90.0,Mobile.de
A1,citycarver 35 TFSI S-Tronic VC App Kam LED SH,2020.0,21950.0,Guter Preis,76726.0,,Benzin,,,150.0,Mobile.de
Polo,VI Highline R line**Navi*Virtual**,2018.0,14980.0,Guter Preis,68000.0,,Benzin,,,116.0,Mobile.de
A1,40 TFSI Aut.S Line Navi Virtual Display,2019.0,22800.0,Fairer Preis,82547.0,,Benzin,,,200.0,Mobile.de
A1,1.8 TFSI S-Line *Carbon/Sportabgas/Gewinde*,2018.0,19880.0,Hoher Preis,71288.0,,Benzin,,,192.0,Mobile.de
A1,S line 1.2 TFSI Exclusiv|KLIMA|LED|XENON|SHZ|,2013.0,11000.0,Ohne Bewertung,87000.0,,Benzin,,,86.0,Mobile.de
up!,high 1.0 75 PS KLIMA NAVI PDC GRA,2012.0,8790.0,Ohne Bewertung,108600.0,,Benzin,,,75.0,Mobile.de
A 180,A -Klasse A 180 BlueEfficiency,2015.0,12500.0,Guter Preis,122500.0,,Benzin,,,122.0,Mobile.de
Polo,V /TÜV NEU/SERVICE NEU,2013.0,8999.0,Fairer Preis,108000.0,,Benzin,,,90.0,Mobile.de
Polo,V Comfortline BMT/Start-Stopp TÜV neu,2016.0,9700.0,Erhöhter Preis,102510.0,,Benzin,,,90.0,Mobile.de
Polo,"V Original BMT/Start-Stopp LED-S,Navi,RFK,+",2016.0,14500.0,Guter Preis,57000.0,,Benzin,,,110.0,Mobile.de
A3,attraction,2015.0,13950.0,Fairer Preis,64887.0,,Benzin,,,110.0,Mobile.de
116,i M Sport,2021.0,18900.0,Fairer Preis,114398.0,,Benzin,,,109.0,Mobile.de
Cooper S,*John Cooper Works*PANORAMA*KAMERA*LED*,2014.0,15780.0,Ohne Bewertung,97000.0,,Benzin,,,211.0,Mobile.de
Polo,"1,0 LOUNGE*SITZH*GRA*EPH*LM*BLUETOOTH",2016.0,9745.0,Guter Preis,102026.0,,Benzin,,,75.0,Mobile.de
Polo,V Lounge BMT/Start-Stopp,2015.0,10800.0,Guter Preis,71500.0,,Benzin,,,90.0,Mobile.de
Polo,CrossPolo 1.4 TDI BMT Navi AHK Klima Navi,2016.0,12950.0,Fairer Preis,94103.0,,Diesel,,,105.0,Mobile.de
Polo,1.0 TSI DSG Comfortline Klima Limiter PDC,2018.0,17950.0,Fairer Preis,45434.0,,Benzin,,,95.0,Mobile.de
A1,"Sportback S Line T.Leder,Navi,Xenon,SH,PDC",2016.0,11900.0,Fairer Preis,127070.0,,Benzin,,,95.0,Mobile.de
A 250,Motorsport Edition|AMG-Line|Teilleder....,2016.0,19450.0,Fairer Preis,138500.0,,Benzin,,,211.0,Mobile.de
Polo,VI GTI/AUTOMATIK/LED/CAR-PLAY/SHZ/8-FACH,2020.0,17490.0,Sehr guter Preis,109000.0,,Benzin,,,200.0,Mobile.de
Polo,1.4 TSI ACT BlueGT*NAVI*PDC*TEMPO*SHZ*KLIMA,2017.0,12690.0,Sehr guter Preis,72095.0,,Benzin,,,150.0,Mobile.de
A1,Sportback 30 TFSI 2 x S line Teilleder Sitzh.,2019.0,21599.0,Fairer Preis,78984.0,,Benzin,,,116.0,Mobile.de
Polo,V Allstar BMT/Start-Stopp,2017.0,10999.0,Fairer Preis,85600.0,,Benzin,,,90.0,Mobile.de
Polo,1.0 TSI R-line Highline,2020.0,18880.0,Erhöhter Preis,67900.0,,Benzin,,,95.0,Mobile.de
Polo,1.0 TSI Highline Navi Klima Tempomat,2019.0,14880.0,Erhöhter Preis,95000.0,,Benzin,,,95.0,Mobile.de
A1,Sportback 1.0 TFSI S-Line Ext. MMI-APS-2.Hand,2016.0,15890.0,Erhöhter Preis,68700.0,,Benzin,,,95.0,Mobile.de
A 180,A -Klasse |ALLWETTER|PDC|NAVI|SHZ|TEMPOMAT,2017.0,16950.0,Guter Preis,63000.0,,Benzin,,,122.0,Mobile.de
Polo,1.0 TSI LED ACC App-Connect Sitzheizung PDC,2019.0,16990.0,Fairer Preis,60333.0,,Benzin,,,116.0,Mobile.de
A1,"Sportback 1,2 TFSI Ambition ",2014.0,11400.0,Ohne Bewertung,80555.0,,Benzin,,,86.0,Mobile.de
Polo,V CrossPolo Urban White,2013.0,12399.0,Ohne Bewertung,85000.0,,Diesel,,,90.0,Mobile.de
A1,1.0 TFSI ultra S tronic sport sport 1 Hand,2016.0,13299.0,Sehr guter Preis,79999.0,,Benzin,,,95.0,Mobile.de
116,i Advantage*SHZ*Klima*Facelift*,2015.0,10490.0,Fairer Preis,80000.0,,Benzin,,,109.0,Mobile.de
A1,ambition 2.Hd. 5trg.   LED  SHZ  Allwetter  T,2014.0,10740.0,Ohne Bewertung,99500.0,,Benzin,,,86.0,Mobile.de
up!,Up! Move Up! BMT SHZ TEMP BLUET KLIMAAUTO,2016.0,9880.0,Guter Preis,86891.0,,Benzin,,,90.0,Mobile.de
Polo,1.0 Comfortline APP SHZ GRA KLIMA-AUTO PDC,2015.0,9980.0,Fairer Preis,76369.0,,Benzin,,,75.0,Mobile.de
Polo,VI Highline Pano SHZ PDC Citys Notbrems GJR,2018.0,12480.0,Guter Preis,81193.0,,Benzin,,,95.0,Mobile.de
Polo,"1.2 TSI , R-Line Paket, 1. Hand, BMT, 90 PS",2017.0,11500.0,Guter Preis,76000.0,,Benzin,,,90.0,Mobile.de
Polo,V Comfortline BMT/Start-Stopp/I Hand/Klima,2015.0,9250.0,Fairer Preis,103000.0,,Benzin,,,90.0,Mobile.de
up!,GTI Start-Stopp*KLIMA*SHZ*8-fach*Garantie*,2018.0,11500.0,Guter Preis,125000.0,,Benzin,,,116.0,Mobile.de
Polo,V Life Tempo Klimaauto 5-trg Sitzhz Alus PD,2013.0,8350.0,Fairer Preis,82114.0,,Benzin,,,69.0,Mobile.de
Polo,V Team DSG/SHZ/TEMPOMAT/1-HAND/**76.000KM**,2011.0,10990.0,Ohne Bewertung,76000.0,,Benzin,,,105.0,Mobile.de
Polo,VI Style 1.0 TSI ParkAss. MATRIX SpurH LM,2022.0,19939.0,Erhöhter Preis,99011.0,,Benzin,,,110.0,Mobile.de
up!,"cheer up! Navi Sitzheizung, Allwetterreifen",2013.0,7940.0,Fairer Preis,103439.0,,Benzin,,,75.0,Mobile.de
Polo,1.0 TSI 95 PS Beats AHK/LED/NAVI/BEATS-SOUN,2019.0,16340.0,Erhöhter Preis,82617.0,,Benzin,,,95.0,Mobile.de
A1,30 TFSI citycarver DAB GRA VC LED Navi Sitzhe,2020.0,20950.0,Fairer Preis,77482.0,,Benzin,,,116.0,Mobile.de
Polo,V 1.8 GTI BMT DSG|Pano|Navi|Kam|LED|Gewinde,2017.0,12890.0,Sehr guter Preis,124000.0,,Benzin,,,192.0,Mobile.de
up!,cross up! SHZ GRA Navi CityNotBrems,2013.0,7780.0,Fairer Preis,94425.0,,Benzin,,,75.0,Mobile.de
Polo,VI Highline R-LINE TSI NAVI SITZHEIZUNG,2020.0,16190.0,Fairer Preis,102313.0,,Benzin,,,95.0,Mobile.de
A1,40 TFSI S tronic Sportback S line,2019.0,23900.0,Fairer Preis,80431.0,,Benzin,,,200.0,Mobile.de
Polo,V TEAM /1.2 TSI/AUTOMATIK/PDC/STZ HZ,2010.0,8990.0,Ohne Bewertung,123000.0,,Benzin,,,105.0,Mobile.de
Polo,V CrossPolo TSI BMT KLIMA+SHZ PDC 1.Hand,2016.0,10980.0,Fairer Preis,119864.0,,Benzin,,,90.0,Mobile.de
Polo,"1,2 V Allstar/1.Hd/SHZ/PDC/GSHD/Klima/EU6",2017.0,10988.0,Fairer Preis,98729.0,,Benzin,,,90.0,Mobile.de
Polo,1.6 TDI DSG Life|1Hand!Tempo!PDC!SHZ!BC!Alu,2013.0,11999.0,Ohne Bewertung,104943.0,,Diesel,,,90.0,Mobile.de
Golf,1.4 TSI 90kW Comfortline Variant (8 Reifen),2009.0,6900.0,Ohne Bewertung,90507.0,,Benzin,,,122.0,Mobile.de
Polo,"1,2 TSI Comfortline BMT/Start-Stopp",2017.0,11400.0,Fairer Preis,88597.0,,Benzin,,,90.0,Mobile.de
Polo,2.0 TSI OPF DSG GTI GTI,2020.0,18800.0,Sehr guter Preis,73000.0,,Benzin,,,200.0,Mobile.de
118,Baureihe 1 Lim. 5-trg. 118 i Advantage,2016.0,14300.0,Sehr guter Preis,62900.0,,Benzin,,,136.0,Mobile.de
Polo,V Match*Teileder*KLIMA*99.000km*1Hand*,2012.0,8580.0,Ohne Bewertung,99890.0,,Benzin,,,90.0,Mobile.de
A1,1.4 TFSI S tronic Ambition Scubablau Metallic,2014.0,10790.0,Ohne Bewertung,104000.0,,Benzin,,,140.0,Mobile.de
Caddy,"1,4-l- TGI Nfz Kasten Bott Trendline BMT",2017.0,10999.0,Sehr guter Preis,76000.0,,Benzin,,,110.0,Mobile.de
Polo,V Comfortline*Tempomat*Klima*Scheckheft,2015.0,8899.0,Guter Preis,103800.0,,Benzin,,,90.0,Mobile.de
Polo,V Life Tempomat Sitzheizung Super gepflegt!,2013.0,8398.0,Guter Preis,100000.0,,Benzin,,,90.0,Mobile.de
A1,"1,0 Sportback*AUTOMATIK*SHZ*PDC*ALU*2.HAND*",2016.0,12990.0,Guter Preis,104500.0,,Benzin,,,95.0,Mobile.de
Polo,1.2 TSI 81kW Highline *KAMERA*NAVI*,2016.0,11500.0,Guter Preis,69500.0,,Benzin,,,110.0,Mobile.de
A1,"1.4 TFSI  DSG sport Sportback S-Line,Pan.dach",2017.0,19950.0,Fairer Preis,63200.0,,Benzin,,,150.0,Mobile.de
Polo,1.2 TSI 66kW BMT SOUND SOUND,2017.0,10200.0,Guter Preis,95000.0,,Benzin,,,90.0,Mobile.de
A1,"Sportback sport 1,0 TFSI Scheckheft",2015.0,11990.0,Guter Preis,96000.0,,Benzin,,,95.0,Mobile.de
118,i,2016.0,12790.0,Guter Preis,72950.0,,Benzin,,,136.0,Mobile.de
Polo,2.0 GTI DSG PANO LCD Sport Select Fahrwerk,2019.0,21400.0,Fairer Preis,62000.0,,Benzin,,,200.0,Mobile.de
Polo,Trendline BMT/Start-Stopp,2015.0,8900.0,Fairer Preis,88456.0,,Benzin,,,75.0,Mobile.de
A1,40 TFSI S tronic Sportback ,2019.0,23600.0,Guter Preis,92000.0,,Benzin,,,200.0,Mobile.de
Polo,VI IQ.DRIVE 1.0 TSI 115PS DSG*Navi*LED*,2019.0,17000.0,Guter Preis,78730.0,,Benzin,,,116.0,Mobile.de
Polo,V Highline*NAVI*KAMERA*SITHZ.*TEMPOMAT*LED,2016.0,10490.0,Sehr guter Preis,77000.0,,Benzin,,,90.0,Mobile.de
Polo,United 1.0 TSI | NAVI SITZHEIZG APP-CONNECT,2020.0,14430.0,Sehr guter Preis,78742.0,,Benzin,,,116.0,Mobile.de
Polo,1.0 Comfortline*Pano*PDC*Klima*Garantie,2014.0,10290.0,Ohne Bewertung,66000.0,,Benzin,,,60.0,Mobile.de
Polo,Comfortline*Scheckheft gepflegt*TÜV 09/2026,2016.0,8888.0,Fairer Preis,99840.0,,Benzin,,,90.0,Mobile.de
Polo,V 1.2 TSI Lounge NAVI*LED*PDC*SZHG*BT*USB,2016.0,9900.0,Guter Preis,74155.0,,Benzin,,,90.0,Mobile.de
Polo,VI 1.0 Comfortline mit LPG Mehrzonenklima D,2018.0,11900.0,Fairer Preis,93971.0,,Benzin,,,75.0,Mobile.de
A 160,A -Klasse - Service*TUV*1.Hand*,2014.0,12299.0,Ohne Bewertung,91160.0,,Diesel,,,90.0,Mobile.de
Polo,VI Comfortline Sitzh KLIMA ALU,2018.0,12950.0,Erhöhter Preis,83100.0,,Benzin,,,75.0,Mobile.de
Polo,1.0 44kW LOUNGE,2015.0,9490.0,Fairer Preis,78500.0,,Benzin,,,60.0,Mobile.de
Polo,+Klima+Sitzheizung+ZV+EFH+BC+CD+5-Türig+2Hd,2013.0,8800.0,Fairer Preis,111000.0,,Benzin,,,69.0,Mobile.de
A1,-3 TÜRER-125PS-XENON-NAVI-SERVICE NEU-MÜNCHEN,2017.0,13750.0,Fairer Preis,103600.0,,Benzin,,,125.0,Mobile.de
Polo,V Comfortline 1.2 BMT Klima LM Felgen,2016.0,9999.0,Fairer Preis,95100.0,,Benzin,,,90.0,Mobile.de
Polo,V Comfortline.KLIMA.TEMPOMAT.85TKM.,2013.0,8555.0,Fairer Preis,85448.0,,Benzin,,,90.0,Mobile.de
up!,beats SHZ*AUX*Bluetooth*LED*PDC,2017.0,10480.0,Fairer Preis,93000.0,,Benzin,,,90.0,Mobile.de
A1,Sportback sport,2015.0,18650.0,Fairer Preis,56500.0,,Benzin,,,192.0,Mobile.de
up!,(BlueMotion Technology) high up!,2017.0,8990.0,Fairer Preis,68600.0,,Benzin,,,75.0,Mobile.de
Polo,V 1.4 TRENDLINE KLIMA ZV 5 Trg,2013.0,8250.0,Fairer Preis,92650.0,,Benzin,,,86.0,Mobile.de
Polo,V Cross BMT Klima 17Zoll Scheckheft,2014.0,9990.0,Fairer Preis,125000.0,,Benzin,,,110.0,Mobile.de
A1,40 TFSI S tronic S line Sportback S line,2019.0,22800.0,Guter Preis,83000.0,,Benzin,,,200.0,Mobile.de
Cooper,COOPER Mini Cooper (TÜV NEU-Klima-neue Bremsen),2012.0,6990.0,Guter Preis,96000.0,,Benzin,,,122.0,Mobile.de
Polo,1.4 TSI ACT DSG BlueGT BlueGT,2017.0,15600.0,Guter Preis,52800.0,,Benzin,,,150.0,Mobile.de
Polo,Cross 1.6TDI *Alcantara| Xenon| AHK*,2011.0,12950.0,Ohne Bewertung,94986.0,,Diesel,,,90.0,Mobile.de
Golf,VI 86PS Comfortline KAMERA+EPH+SITZHEIZUNG+,2010.0,8340.0,Ohne Bewertung,126285.0,,Benzin,,,86.0,Mobile.de
A1,Sportback  2 mal S Line/ Xenon/Stronic/pano./,2018.0,15800.0,Sehr guter Preis,103000.0,,Benzin,,,95.0,Mobile.de
Beetle,Lim. Design,2012.0,8850.0,Ohne Bewertung,110000.0,,Benzin,,,105.0,Mobile.de
Polo,VI GTI Fahrzeug des Inhabers,2019.0,15980.0,Fairer Preis,115627.0,,Benzin,,,200.0,Mobile.de
Polo,V Comfortline 1.0 SHZ Rückfahrkam. Temp PDC,2017.0,12990.0,Erhöhter Preis,67400.0,,Benzin,,,75.0,Mobile.de
A3,Sportback 35 TDI Vollleder Sport LED Virt. C.,2019.0,19990.0,Guter Preis,89990.0,,Diesel,,,150.0,Mobile.de
Polo,V 1.4  Match+Tem+PDC+Sitzheizung+CD+Alu,2012.0,8900.0,Ohne Bewertung,81480.0,,Benzin,,,86.0,Mobile.de
Polo,1.4 Automatik-1.Hand,2010.0,10990.0,Ohne Bewertung,88904.0,,Benzin,,,86.0,Mobile.de
Polo,V Match+1.Hand+SHZ+Klimaautomatik+Tempomat,2013.0,11990.0,Ohne Bewertung,56600.0,,Benzin,,,69.0,Mobile.de
Polo,V 1.2 TSI DSG Highline R Line Insp+TÜV NEU,2017.0,13480.0,Guter Preis,64370.0,,Benzin,,,110.0,Mobile.de
A1,1.0 TFSI *PDC*SHZ*KLIMA*ALU*,2016.0,12110.0,Fairer Preis,85576.0,,Benzin,,,95.0,Mobile.de
Polo,V 1.4 Comfortline * 75 Tsd KM * AUTOMATIK *,2012.0,9890.0,Ohne Bewertung,75000.0,,Benzin,,,86.0,Mobile.de
Polo,"VI 1.0TSI, IQ Drive POF",2020.0,16490.0,Erhöhter Preis,91200.0,,Benzin,,,116.0,Mobile.de
A3,Sportback 30 TDI XENON PDC AHK S-TRONIC,2019.0,19290.0,Guter Preis,80000.0,,Diesel,,,116.0,Mobile.de
Polo,V Life PDC SHZ TEMPO KLIMA,2013.0,8450.0,Fairer Preis,85121.0,,Benzin,,,69.0,Mobile.de
A1,1.4 TFSI Attraction Sportback Attraction,2012.0,10900.0,Ohne Bewertung,87000.0,,Benzin,,,122.0,Mobile.de
Polo,VI Highline Licht u.Sicht Climatronic Navi,2019.0,15360.0,Erhöhter Preis,78550.0,,Benzin,,,95.0,Mobile.de
Polo,V Lounge BMT/Start-Stopp *NAVI*SHZ*LED*,2016.0,10900.0,Fairer Preis,121000.0,,Benzin,,,110.0,Mobile.de
up!,1.0 club up! KLIMA SHZ NAVI ALU,2017.0,6950.0,Guter Preis,92495.0,,Benzin,,,60.0,Mobile.de
Polo,1.0 TSI 95 PS Beats AHK/LED/NAVI/BEATS-SOUN,2019.0,15790.0,Erhöhter Preis,82617.0,,Benzin,,,95.0,Mobile.de
A1,Sportback S-Line SHZ TEMP PDC S-Tronic,2017.0,17999.0,Fairer Preis,71325.0,,Benzin,,,95.0,Mobile.de
A1,Sportback 40TFSI S-tronic S-line LED~VirtualC,2019.0,19980.0,Guter Preis,88290.0,,Benzin,,,200.0,Mobile.de
A1,Sportback attraction,2013.0,11499.0,Ohne Bewertung,83272.0,,Benzin,,,86.0,Mobile.de
A1,SB 40 TFSI S Line *BLACK*VIRTUAL*LED*ACC*,2019.0,21900.0,Guter Preis,100000.0,,Benzin,,,200.0,Mobile.de
Polo,1.0 TSI Comfortline *PDC*SHZ*Bluetooth*,2018.0,12750.0,Guter Preis,83446.0,,Benzin,,,95.0,Mobile.de
A1,"Sportback 1,4 TFSI 18-Zoll ROTOR/NAVI/SHZ/PDC",2014.0,11790.0,Ohne Bewertung,113000.0,,Benzin,,,122.0,Mobile.de
Polo,GTI 2.0 TSI DSG LED+Navi+Kamera+ACC,2020.0,17680.0,Guter Preis,80825.0,,Benzin,,,200.0,Mobile.de
Polo,VI Comfortline,2018.0,12800.0,Erhöhter Preis,82800.0,,Benzin,,,95.0,Mobile.de
A1,Sportback  *KLIMA*SZHZ*NAVIGATION*TÜV-NEU*,2017.0,13499.0,Erhöhter Preis,105000.0,,Diesel,,,90.0,Mobile.de
