Unnamed: 0.1;Unnamed: 0;Brand;Model;YearMonth;cleaned_Price;Price_Eval;Kilometer;Gear_Type;Fuel_Type;Consumption;CO2_g_km;Power_PS;Price_per_km;Fuel_Cost_per_100km;Annual_Fuel_Cost;CO2_per_year;CO2_Emission_Category;Marketplace;car_age
1846;1846;Seat;Arona;1-7-2021;24.689;;29662.0;Automatik;Benzin;3.0;144.0;150.0;0.0008323444137280021;53.100.000.000.000.000;9.823.500.000.000.000;2664.0;False;Auto.de;37.371.663.244.353.100
1847;1847;Cupra;Leon;1-9-2021;28.789;;26832.0;Automatik;Benzin;8.0;185.0;245.0;0.0010729353011329757;14.16;2619.6;3422.5;False;Auto.de;3.567.419.575.633.120
1848;1848;Skoda;Fabia;1-11-2021;18.589;;13342.0;Schaltgetriebe;Benzin;4.0;123.0;95.0;0.0013932693749063108;7.08;1309.8;2275.5;True;Auto.de;340.041.067.761.807
1849;1849;Cupra;Leon;1-8-2021;27.689;;23412.0;Automatik;Benzin;8.0;185.0;245.0;0.0011826840936271998;14.16;2619.6;3422.5;False;Auto.de;3.652.292.950.034.220
1850;1850;Volkswagen;up!;1-12-2021;13.289;;28554.0;Schaltgetriebe;Benzin;1.0;116.0;65.0;0.0004653988933249282;1.77;327.45;2146.0;True;Auto.de;33.182.751.540.041.000
1851;1851;Seat;Leon;1-12-2021;23.989;;68440.0;Automatik;Diesel;5.0;118.0;150.0;0.0003505113968439509;8.85;1637.25;2183.0;True;Auto.de;33.182.751.540.041.000
1852;1852;Ford;S-Max;1-1-2021;33.289;;66749.0;Automatik;Diesel;7.0;186.0;190.0;0.0004987190819338117;12.39;2292.15;3441.0;False;Auto.de;4.232.717.316.906.220
1853;1853;Seat;Leon;1-11-2021;20.689;;77678.0;Automatik;Diesel;4.0;116.0;150.0;0.0002663431087309148;7.08;1309.8;2146.0;True;Auto.de;340.041.067.761.807
1854;1854;Opel;Astra;1-9-2021;15.689;;54350.0;Schaltgetriebe;Diesel;3.0;113.0;105.0;0.0002886660533578657;53.100.000.000.000.000;9.823.500.000.000.000;2090.5;True;Auto.de;3.567.419.575.633.120
1855;1855;Skoda;Octavia;1-11-2021;26.689;;28595.0;Automatik;Benzin;8.0;185.0;204.0;0.0009333449903829341;14.16;2619.6;3422.5;False;Auto.de;340.041.067.761.807
1856;1856;Seat;Ateca;1-2-2021;30.089;;14457.0;Automatik;Benzin;8.0;155.0;150.0;0.0020812755066749672;14.16;2619.6;2867.5;False;Auto.de;4.147.843.942.505.130
1857;1857;Volkswagen;Arteon;1-7-2021;38.389;;29987.0;Automatik;Diesel;7.0;149.0;200.0;0.0012801880815019842;12.39;2292.15;2756.5;False;Auto.de;37.371.663.244.353.100
1858;1858;Ford;Fiesta;1-5-2021;13.989;;49459.0;Schaltgetriebe;Benzin;7.0;129.0;75.0;0.00028284033239653046;12.39;2292.15;2386.5;True;Auto.de;39.041.752.224.503.700
1859;1859;Seat;Leon;1-12-2021;22.689;;68440.0;Automatik;Diesel;5.0;118.0;150.0;0.00033151665692577443;8.85;1637.25;2183.0;True;Auto.de;33.182.751.540.041.000
1860;1860;Skoda;Octavia;1-10-2021;27.689;;35967.0;Automatik;Diesel;6.0;121.0;150.0;0.000769844579753663;10.620.000.000.000.000;19.647.000.000.000.000;2238.5;True;Auto.de;3.485.284.052.019.160
1861;1861;Volkswagen;Passat;1-3-2021;21.689;;87739.0;Schaltgetriebe;Diesel;9.0;128.0;150.0;0.0002471990790868371;15.93;2947.05;2368.0;True;Auto.de;4.071.184.120.465.430
1862;1862;Ford;Transit Custom;1-1-2021;26.989;;46589.0;Schaltgetriebe;Diesel;7.0;186.0;131.0;0.0005792998347249351;12.39;2292.15;3441.0;False;Auto.de;4.232.717.316.906.220
1863;1863;Volkswagen;Touareg;1-1-2021;59.389;;34263.0;Automatik;Diesel;5.0;222.0;286.0;0.0017333274961328549;8.85;1637.25;4107.0;False;Auto.de;4.232.717.316.906.220
1864;1864;Seat;Leon;1-11-2021;21.989;;77678.0;Automatik;Diesel;4.0;116.0;150.0;0.00028307886402842506;7.08;1309.8;2146.0;True;Auto.de;340.041.067.761.807
1865;1865;Skoda;Octavia;1-11-2021;39.189;;19987.0;Automatik;Diesel;7.0;186.0;200.0;0.001960724470906089;12.39;2292.15;3441.0;False;Auto.de;340.041.067.761.807
1866;1866;Skoda;Scala;1-7-2021;23.689;;35688.0;Automatik;Benzin;9.0;134.0;150.0;0.0006637805424792647;15.93;2947.05;2479.0;False;Auto.de;37.371.663.244.353.100
1867;1867;Seat;Arona;1-7-2021;25.989;;29662.0;Automatik;Benzin;3.0;144.0;150.0;0.0008761715326006339;53.100.000.000.000.000;9.823.500.000.000.000;2664.0;False;Auto.de;37.371.663.244.353.100
1868;1868;Skoda;Octavia;1-12-2021;28.789;;58490.0;Automatik;Diesel;5.0;119.0;150.0;0.0004922037955206018;8.85;1637.25;2201.5;True;Auto.de;33.182.751.540.041.000
1869;1869;Volkswagen;Golf;1-6-2021;20.289;;81444.0;Schaltgetriebe;Diesel;6.0;120.0;116.0;0.00024911595697657286;10.620.000.000.000.000;19.647.000.000.000.000;2220.0;True;Auto.de;38.193.018.480.492.800
1870;1870;Volkswagen;up!;1-12-2021;13.689;;27792.0;Schaltgetriebe;Benzin;1.0;116.0;65.0;0.0004925518134715025;1.77;327.45;2146.0;True;Auto.de;33.182.751.540.041.000
1871;1871;Seat;Ateca;1-1-2021;31.889;;39987.0;Automatik;Diesel;6.0;157.0;150.0;0.0007974841823592668;10.620.000.000.000.000;19.647.000.000.000.000;2904.5;False;Auto.de;4.232.717.316.906.220
1872;1872;Seat;Ateca;1-2-2021;28.789;;14457.0;Automatik;Benzin;8.0;155.0;150.0;0.0019913536695026633;14.16;2619.6;2867.5;False;Auto.de;4.147.843.942.505.130
1873;1873;Skoda;Octavia;1-7-2021;24.689;;49119.0;Schaltgetriebe;Benzin;6.0;126.0;150.0;0.0005026364543252103;10.620.000.000.000.000;19.647.000.000.000.000;2331.0;True;Auto.de;37.371.663.244.353.100
1874;1874;Volkswagen;ID.3;1-12-2021;30.789;;53500.0;Automatik;Elektro;;0.0;204.0;0.0005754953271028038;;;0.0;True;Auto.de;33.182.751.540.041.000
1875;1875;Volkswagen;ID.4;1-4-2021;32.989;;90000.0;Automatik;Elektro;;0.0;204.0;0.0003665444444444444;;;0.0;True;Auto.de;39.863.107.460.643.300
1876;1876;Audi;Q4 e-tron;1-4-2021;46.689;;34760.0;Automatik;Elektro;;0.0;204.0;0.0013431818181818182;;;0.0;True;Auto.de;39.863.107.460.643.300
1877;1877;Volkswagen;Passat Variant;1-9-2021;28.689;;33780.0;Automatik;Hybrid (Elektro / Benzin);1.0;138.0;218.0;0.0008492895204262877;1.77;327.45;2553.0;False;Auto.de;3.567.419.575.633.120
1878;1878;Skoda;Enyaq iV;1-7-2021;32.089;;90348.0;Automatik;Elektro;;0.0;204.0;0.0003551711161287466;;;0.0;True;Auto.de;37.371.663.244.353.100
1879;1879;Volkswagen;ID.4;1-7-2021;25.689;;34659.0;Automatik;Elektro;;0.0;170.0;0.0007411927637842985;;;0.0;True;Auto.de;37.371.663.244.353.100
1880;1880;Volkswagen;ID.4;1-5-2021;23.989;;46870.0;Automatik;Elektro;;0.0;170.0;0.0005118199274589289;;;0.0;True;Auto.de;39.041.752.224.503.700
1881;1881;Skoda;Enyaq iV;1-8-2021;27.189;;49048.0;Automatik;Elektro;;0.0;180.0;0.000554334529440548;;;0.0;True;Auto.de;3.652.292.950.034.220
1882;1882;Ford;Kuga;1-12-2021;31.589;;32200.0;Automatik;Hybrid (Elektro / Benzin);8.0;85.0;224.0;0.000981024844720497;14.16;2619.6;1572.5;True;Auto.de;33.182.751.540.041.000
1883;1883;Ford;Puma;1-8-2021;22.389;;25296.0;Schaltgetriebe;Benzin;6.0;135.0;125.0;0.0008850806451612903;10.620.000.000.000.000;19.647.000.000.000.000;2497.5;False;Auto.de;3.652.292.950.034.220
1884;1884;Cupra;Formentor;1-3-2021;34.589;;39637.0;Automatik;Benzin;8.0;185.0;310.0;0.0008726442465373263;14.16;2619.6;3422.5;False;Auto.de;4.071.184.120.465.430
1885;1885;Cupra;Formentor;1-1-2021;34.589;;19354.0;Automatik;Benzin;8.0;185.0;310.0;0.00178717577761703;14.16;2619.6;3422.5;False;Auto.de;4.232.717.316.906.220
1886;1886;Volkswagen;Golf;1-12-2021;41.789;;30887.0;Automatik;Benzin;8.0;185.0;320.0;0.0013529640301745071;14.16;2619.6;3422.5;False;Auto.de;33.182.751.540.041.000
1887;1887;Volkswagen;T-Cross;1-12-2021;25.489;;39797.0;Automatik;Benzin;8.0;185.0;110.0;0.0006404754127195517;14.16;2619.6;3422.5;False;Auto.de;33.182.751.540.041.000
1888;1888;Audi;Q4 e-tron;1-6-2021;42.189;;51995.0;Automatik;Elektro;;0.0;204.0;0.0008114049427829599;;;0.0;True;Auto.de;38.193.018.480.492.800
1889;1889;Audi;Q4 e-tron;1-10-2021;30.589;;48020.0;Automatik;Elektro;;0.0;170.0;0.0006370054144106622;;;0.0;True;Auto.de;3.485.284.052.019.160
1890;1890;Volkswagen;ID.3;1-11-2021;20.889;;54937.0;Automatik;Elektro;;0.0;150.0;0.00038023554253053496;;;0.0;True;Auto.de;340.041.067.761.807
1891;1891;Audi;Q4 e-tron;1-12-2021;38.189;;113111.0;Automatik;Elektro;;0.0;299.0;0.000337624103756487;;;0.0;True;Auto.de;33.182.751.540.041.000
1892;1892;Renault;Captur;1-12-2021;21.148;;46753.0;Automatik;Hybrid (Elektro / Benzin);4.0;32.0;92.0;0.0004523346095437726;7.08;1309.8;592.0;True;Auto.de;33.182.751.540.041.000
1893;1893;Ford;Mustang;1-9-2021;50.589;;30379.0;Automatik;Benzin;5.0;265.0;449.0;0.0016652621876954475;8.85;1637.25;4902.5;False;Auto.de;3.567.419.575.633.120
1894;1894;Volkswagen;up!;1-9-2021;14.489;;25232.0;Automatik;Elektro;;0.0;83.0;0.0005742311350665822;;;0.0;True;Auto.de;3.567.419.575.633.120
1895;1895;Opel;Corsa-e;1-4-2021;18.289;;18180.0;Automatik;Elektro;;0.0;136.0;0.0010059955995599561;;;0.0;True;Auto.de;39.863.107.460.643.300
1896;1896;Opel;Corsa-e;1-4-2021;18.689;;5984.0;Automatik;Elektro;;0.0;136.0;0.0031231617647058826;;;0.0;True;Auto.de;39.863.107.460.643.300
1897;1897;Opel;Mokka-e;1-6-2021;17.689;;19071.0;Automatik;Elektro;;0.0;136.0;0.0009275339520738294;;;0.0;True;Auto.de;38.193.018.480.492.800
1898;1898;Opel;Corsa-e;1-6-2021;18.289;;13775.0;Automatik;Elektro;;0.0;136.0;0.001327695099818512;;;0.0;True;Auto.de;38.193.018.480.492.800
1899;1899;Opel;Mokka-e;1-4-2021;19.289;;32325.0;Automatik;Elektro;;0.0;136.0;0.0005967208043310132;;;0.0;True;Auto.de;39.863.107.460.643.300
1900;1900;Opel;Mokka-e;1-5-2021;18.689;;29575.0;Automatik;Elektro;;0.0;136.0;0.0006319188503803888;;;0.0;True;Auto.de;39.041.752.224.503.700
1901;1901;Opel;Corsa-e;1-4-2021;17.689;;21507.0;Automatik;Elektro;;0.0;136.0;0.0008224764030315712;;;0.0;True;Auto.de;39.863.107.460.643.300
1902;1902;Opel;Corsa-e;1-5-2021;18.089;;17819.0;Automatik;Elektro;;0.0;136.0;0.0010151523654526066;;;0.0;True;Auto.de;39.041.752.224.503.700
1903;1903;Volkswagen;up!;1-5-2021;16.289;;9987.0;Automatik;Elektro;;0.0;83.0;0.001631020326424352;;;0.0;True;Auto.de;39.041.752.224.503.700
1904;1904;Volkswagen;ID.3;1-11-2021;23.689;;2662.0;Automatik;Elektro;;0.0;150.0;0.008898948159278738;;;0.0;True;Auto.de;340.041.067.761.807
1905;1905;Opel;Mokka-e;1-4-2021;17.289;;14249.0;Automatik;Elektro;;0.0;136.0;0.0012133483051442208;;;0.0;True;Auto.de;39.863.107.460.643.300
1906;1906;Opel;Corsa-e;1-5-2021;18.289;;17198.0;Automatik;Elektro;;0.0;136.0;0.0010634376090243051;;;0.0;True;Auto.de;39.041.752.224.503.700
1907;1907;Opel;Corsa-e;1-10-2021;17.689;;22689.0;Automatik;Elektro;;0.0;136.0;0.0007796288950592798;;;0.0;True;Auto.de;3.485.284.052.019.160
1908;1908;Opel;Corsa-e;1-9-2021;17.689;;29018.0;Automatik;Elektro;;0.0;136.0;0.0006095871528017093;;;0.0;True;Auto.de;3.567.419.575.633.120
1909;1909;Opel;Corsa-e;1-5-2021;17.689;;27592.0;Automatik;Elektro;;0.0;136.0;0.0006410916207596405;;;0.0;True;Auto.de;39.041.752.224.503.700
1910;1910;Opel;Corsa-e;1-9-2021;18.689;;15573.0;Automatik;Elektro;;0.0;136.0;0.0012000898991844859;;;0.0;True;Auto.de;3.567.419.575.633.120
1911;1911;Opel;Mokka-e;1-6-2021;19.689;;20966.0;Automatik;Elektro;;0.0;136.0;0.0009390918630163121;;;0.0;True;Auto.de;38.193.018.480.492.800
1912;1912;Opel;Corsa-e;1-10-2021;18.489;;18221.0;Automatik;Elektro;;0.0;136.0;0.0010147083036057298;;;0.0;True;Auto.de;3.485.284.052.019.160
1913;1913;Opel;Corsa-e;1-8-2021;18.689;;15492.0;Automatik;Elektro;;0.0;136.0;0.0012063645752646527;;;0.0;True;Auto.de;3.652.292.950.034.220
1914;1914;Opel;Corsa-e;1-5-2021;18.689;;13393.0;Automatik;Elektro;;0.0;136.0;0.00139543044874188;;;0.0;True;Auto.de;39.041.752.224.503.700
1915;1915;Opel;Corsa-e;1-1-2021;16.689;;22509.0;Automatik;Elektro;;0.0;136.0;0.0007414367586298814;;;0.0;True;Auto.de;4.232.717.316.906.220
1916;1916;Opel;Corsa-e;1-5-2021;18.689;;19763.0;Automatik;Elektro;;0.0;136.0;0.0009456560238830137;;;0.0;True;Auto.de;39.041.752.224.503.700
1917;1917;Opel;Corsa-e;1-6-2021;18.289;;17743.0;Automatik;Elektro;;0.0;136.0;0.0010307726990926;;;0.0;True;Auto.de;38.193.018.480.492.800
1918;1918;Seat;Mii;1-10-2021;15.489;;14009.0;Automatik;Elektro;;0.0;83.0;0.0011056463701905918;;;0.0;True;Auto.de;3.485.284.052.019.160
1919;1919;Opel;Corsa-e;1-10-2021;18.289;;17010.0;Automatik;Elektro;;0.0;136.0;0.001075191064079953;;;0.0;True;Auto.de;3.485.284.052.019.160
1920;1920;Opel;Corsa-e;1-5-2021;18.689;;12177.0;Automatik;Elektro;;0.0;136.0;0.0015347786811201445;;;0.0;True;Auto.de;39.041.752.224.503.700
1921;1921;Skoda;Octavia;1-3-2021;23.589;;119059.0;Automatik;Diesel;7.0;186.0;150.0;0.00019812865890020913;12.39;2292.15;3441.0;False;Auto.de;4.071.184.120.465.430
1922;1922;Audi;Q3;1-12-2021;38.589;;79362.0;Automatik;Hybrid (Elektro / Benzin);8.0;85.0;245.0;0.00048624026612232554;14.16;2619.6;1572.5;True;Auto.de;33.182.751.540.041.000
1923;1923;Ford;Fiesta;1-9-2021;12.989;;72945.0;Schaltgetriebe;Benzin;7.0;129.0;75.0;0.00017806566591267394;12.39;2292.15;2386.5;True;Auto.de;3.567.419.575.633.120
1924;1924;Ford;Ranger;1-10-2021;35.289;;79745.0;Automatik;Diesel;7.0;186.0;212.0;0.00044252304219700295;12.39;2292.15;3441.0;False;Auto.de;3.485.284.052.019.160
1925;1925;Ford;Puma;1-5-2021;22.989;;38918.0;Automatik;Benzin;1.0;138.0;125.0;0.0005907035305000257;1.77;327.45;2553.0;False;Auto.de;39.041.752.224.503.700
1926;1926;Ford;Puma;1-3-2021;22.989;;51712.0;Schaltgetriebe;Benzin;8.0;185.0;155.0;0.000444558323019802;14.16;2619.6;3422.5;False;Auto.de;4.071.184.120.465.430
1927;1927;Ford;Puma;1-8-2021;21.989;;31831.0;Schaltgetriebe;Benzin;6.0;135.0;125.0;0.000690804561590902;10.620.000.000.000.000;19.647.000.000.000.000;2497.5;False;Auto.de;3.652.292.950.034.220
